ID,agestrat,PHYscore
115006,32,23
115007,60,29
115008,132,36
115009,84,33
115010,4,4
115011,24,18
115012,156,36
115013,180,36
115014,228,36
115015,48,21
115029,60,31
115030,108,37
115031,36,25
115032,120,37
115033,60,34
115034,84,32
115035,108,35
115036,120,37
115037,42,23
115038,156,37
115039,180,37
115040,12,9
115041,180,37
115042,180,37
115043,78,36
115044,120,37
115045,156,37
115046,24,17
115047,42,30
115048,84,37
115049,108,37
115050,120,31
115116,14,13
115117,32,21
115118,42,30
115119,28,15
115120,54,26
115121,72,30
115122,108,36
115123,144,36
115124,156,37
115125,204,37
115126,60,34
115127,96,37
115128,120,37
116001,24,23
116002,36,30
116003,36,31
116004,36,29
116005,22,17
116006,32,28
116007,14,18
116008,42,33
116009,14,12
116010,28,23
116011,144,37
116012,12,10
116013,10,8
116014,28,23
116015,132,37
116016,144,37
116017,42,26
116018,12,12
116019,20,18
116020,32,34
116021,132,37
116022,144,37
116023,180,37
116024,108,37
116025,66,36
116026,32,20
116027,28,19
116028,6,2
116029,180,37
116030,204,37
116031,12,12
116032,180,37
116033,12,8
116034,180,37
116035,180,37
116036,66,34
116037,132,37
116038,8,6
116040,132,37
116041,108,37
116042,132,37
116043,72,33
116044,132,37
116045,132,37
116046,120,37
116047,228,37
116048,132,37
116049,28,22
116050,32,20
116051,132,37
116052,228,37
116053,228,37
116054,132,37
116055,28,20
116056,32,20
116057,144,37
116058,120,37
116059,132,37
116060,132,37
116061,120,37
116062,24,20
116063,24,20
116064,228,37
116065,228,37
116069,132,37
116071,132,37
116072,132,37
116073,32,20
116074,228,37
116075,228,37
116076,228,37
116077,132,37
116078,132,37
116079,28,20
116080,32,21
117001,32,21
117002,66,32
117003,120,35
117004,24,18
117005,120,37
117006,66,30
117007,132,37
117008,10,8
117009,42,32
117010,10,7
117011,6,4
117012,36,23
117013,24,20
117014,54,33
117015,28,21
117016,24,20
117017,4,3
117018,4,4
117019,4,4
117020,6,6
117021,10,10
117022,54,33
117023,54,33
117024,48,28
117025,4,4
117026,22,14
117027,4,4
117028,28,17
117029,48,23
117030,36,26
117031,14,11
117032,144,37
117033,4,1
117034,132,37
117035,108,35
117036,78,36
117037,66,28
117038,108,37
117040,8,9
117041,84,37
117042,36,25
117043,66,31
117044,8,6
117045,32,26
117046,0,0
117047,0,0
117048,96,34
117049,78,33
117050,132,34
117053,8,8
117054,84,37
117055,36,25
117056,18,15
117059,22,19
117060,8,7
117061,72,32
117062,42,28
117063,10,8
117064,60,32
117065,36,28
118001,66,32
118002,32,22
118003,180,37
118004,132,36
118005,2,1
118006,48,29
118007,156,37
118008,132,37
118009,42,26
118010,120,37
118011,78,35
118012,66,33
118015,2,0
118016,96,36
118017,66,31
118018,36,18
118019,2,1
119001,36,25
119002,132,37
119003,132,37
119004,108,37
119005,18,21
119006,12,8
119007,96,37
119008,36,30
119009,78,35
119010,10,8
119011,84,37
119012,108,37
119013,132,37
119014,96,37
119015,78,37
119016,84,36
119017,132,37
119018,96,37
119019,84,32
119020,60,28
119021,96,37
119022,2,0
119023,2,3
120009,180,37
120010,204,37
120011,36,29
120012,54,31
120013,12,10
120014,16,14
120015,42,27
120016,28,24
120017,48,34
120018,60,35
120020,84,36
120021,132,37
120022,20,13
120023,78,36
120024,108,36
120025,132,37
120026,18,19
120027,72,35
120028,108,37
120029,42,29
120030,72,34
120031,60,24
120032,66,36
120037,10,9
120038,72,34
120041,0,2
120042,48,31
120043,108,37
120044,96,37
120045,144,37
120046,96,37
120047,132,37
120048,28,30
120049,54,30
120050,72,37
120051,108,37
120052,32,23
120053,60,31
120056,78,34
120057,78,32
120058,108,35
120059,66,31
120061,8,7
120062,42,31
120063,6,6
120064,48,31
120065,72,33
120066,144,37
120067,66,32
120069,8,6
120070,78,32
120071,120,37
120072,132,36
120073,108,37
121001,10,13
121002,180,37
121003,180,37
121005,18,19
121006,6,4
121007,36,31
121009,20,21
121010,24,19
121011,10,8
121012,22,21
121013,2,1
121014,20,14
121015,20,15
121016,42,30
121017,12,10
121018,78,37
121019,144,37
121020,36,24
121022,14,10
121023,54,27
122001,36,24
122002,60,33
122003,20,17
122004,0,0
122005,60,31
122006,84,36
122007,120,37
122008,20,19
122010,96,35
122011,20,16
122012,48,25
122013,2,2
122015,78,31
122016,60,28
122017,24,16
123001,204,37
123002,84,37
123003,156,37
123004,204,37
123005,180,37
123006,54,32
123007,54,26
123008,144,36
123009,84,35
123010,96,37
123011,204,34
123012,156,37
123013,156,37
123014,120,37
123015,78,33
123016,204,37
123017,180,36
123018,156,37
123019,144,37
123020,180,37
123021,36,26
123022,180,37
123023,120,37
123024,180,37
123025,180,37
123026,144,37
123027,66,32
123028,180,37
123029,144,37
123030,204,37
123031,180,37
123032,120,37
123033,42,25
123034,42,24
123035,144,37
123036,156,37
123037,132,37
123038,132,37
123039,96,36
123040,36,29
123041,144,37
123042,72,35
123043,144,37
123044,204,37
123045,204,37
123046,66,36
123047,132,37
123048,72,36
123049,120,37
123050,132,37
123051,132,37
123052,66,36
123053,78,36
123054,144,37
123055,144,37
123056,120,37
123057,72,36
123058,132,37
123059,132,37
123060,144,37
123061,120,37
123062,144,37
123063,42,25
123064,144,37
123065,108,36
123066,228,37
123067,144,37
123068,108,36
123069,120,37
123070,144,37
123071,36,23
123072,36,29
123073,42,33
123074,144,37
123075,132,37
123076,108,36
123077,144,37
123078,120,37
123079,54,34
123080,96,36
125001,108,37
125002,48,26
125003,48,26
125004,54,27
125005,60,34
125006,54,25
125007,60,30
125008,60,33
125009,54,32
125010,60,31
125011,66,33
125012,60,27
125013,60,29
125014,60,28
125015,54,31
125016,66,33
125017,72,34
125018,54,27
125019,60,30
125020,84,36
125021,60,32
125022,60,33
125023,60,24
125024,60,33
125025,0,0
125026,28,23
125027,14,13
125028,72,34
125029,10,7
125030,18,15
125031,60,34
125032,78,34
125033,60,30
125034,72,33
125035,20,19
125036,14,10
125037,72,37
125038,22,18
125039,2,2
125040,32,24
125041,14,14
125043,10,6
125044,10,6
125045,28,18
125046,60,32
125047,60,30
125048,60,33
125049,14,19
125053,8,5
125055,24,21
125057,14,12
125058,4,2
125059,28,20
125060,28,24
125061,4,6
125062,2,2
126001,66,33
126002,132,37
126003,108,36
126004,84,35
126005,60,32
126006,108,37
126007,96,33
126008,54,31
126009,54,32
126010,72,35
126011,66,32
126012,72,35
126013,60,34
126014,66,32
126015,132,37
126016,54,32
126017,132,37
126018,72,35
126019,108,37
126020,24,19
127001,18,13
127002,132,37
127003,2,2
127004,78,37
127005,6,4
127006,36,32
127007,54,33
127008,14,18
127009,16,11
127010,12,8
127011,66,33
127012,20,18
127013,12,13
127014,42,32
127015,48,28
127016,66,35
127017,42,24
127018,4,2
127019,24,17
127020,32,22
127021,22,19
127022,84,36
127023,120,37
127024,54,31
127025,20,13
127026,6,4
127027,24,13
127028,42,28
127029,66,31
127030,10,7
127031,48,29
127032,42,29
127033,78,35
127034,132,37
127035,84,35
127036,10,8
127037,10,10
127038,24,20
127039,2,1
127040,14,15
127042,0,0
127141,6,6
128001,96,36
128002,132,36
128003,132,37
128004,96,37
128005,120,34
128006,132,37
128007,108,37
128008,72,35
128009,132,36
128010,108,35
128011,120,37
128013,54,35
128014,120,37
128019,84,36
128020,72,31
128021,78,35
128022,108,37
128023,132,37
128024,96,36
128025,120,37
129001,120,35
129002,84,33
129003,8,8
129004,36,19
129005,36,27
129006,84,35
129007,42,24
129008,36,26
129009,28,23
129010,54,30
129011,108,37
129012,84,37
129013,120,37
129014,36,25
129015,48,27
129016,78,34
129017,66,33
129018,24,17
129019,48,29
129020,16,8
129021,48,26
129022,78,36
129023,36,30
129024,36,31
129025,48,28
129026,22,19
129027,108,37
129028,36,24
129029,78,33
129030,132,37
130001,60,36
130002,96,37
130003,60,34
130004,60,32
130005,72,34
130006,72,34
130007,84,37
130008,72,35
130009,72,34
130010,72,32
130011,84,35
130012,84,35
130013,84,37
130014,84,36
130015,54,35
130016,84,34
130017,84,35
130018,96,37
130019,96,37
130020,96,37
130021,96,37
130022,108,18
130023,108,37
130024,108,37
130025,108,37
130026,120,37
130027,120,37
130028,144,36
130029,132,37
131001,2,0
131002,10,9
131003,0,1
131004,66,33
131005,54,29
131006,36,22
131007,10,7
131008,42,29
131009,36,31
131010,28,23
131011,4,5
131012,84,37
131013,12,14
131014,42,32
131015,84,35
131016,96,35
131017,78,37
131018,144,37
131019,108,37
131020,20,13
131021,20,13
131022,36,28
131023,14,13
131024,48,30
131025,16,15
131026,0,0
131027,10,7
131028,96,36
131029,66,34
131030,12,8
131031,10,8
131032,10,7
131033,204,37
131034,36,30
131035,2,1
131036,22,21
131037,0,0
131038,4,3
131040,96,36
131041,42,29
131042,48,31
131043,42,27
131044,10,7
131045,2,1
131046,108,37
131047,84,36
131048,14,12
131049,0,0
131050,4,2
131051,14,10
131052,14,10
131053,6,5
131054,4,4
131055,42,30
131056,96,35
131057,72,35
131058,42,30
131059,84,37
131060,12,8
132002,6,7
132003,120,36
132006,78,37
132007,48,35
132008,22,22
132010,108,37
132011,32,25
132012,10,8
132015,72,35
132016,144,37
132017,132,37
132018,96,36
132019,54,30
132021,84,31
132022,96,37
132023,54,25
132024,132,37
132025,108,37
132026,108,37
132027,48,28
132028,16,12
132029,108,36
132030,42,34
133001,78,29
133002,120,36
133003,84,35
133004,42,27
133005,66,34
133006,96,37
133007,132,37
133010,24,22
133011,120,37
133012,84,34
133013,54,31
133015,78,36
133016,48,29
133019,96,37
133020,96,37
133022,32,25
133023,8,7
133025,96,35
133026,72,35
133028,108,37
133029,96,36
133030,78,36
134001,144,36
134002,144,37
134003,96,37
134004,96,37
134005,96,37
134006,84,36
134007,72,34
134008,144,37
134009,132,37
134010,96,37
134011,96,34
134012,96,36
134013,96,37
134014,96,36
134016,72,35
134017,72,31
134018,72,33
134019,78,34
134020,144,37
134021,144,37
134022,66,32
134023,96,37
134024,96,36
134025,96,37
134026,84,36
134027,22,23
134028,22,16
134029,22,17
134030,20,20
134031,24,22
134032,12,15
134033,28,20
134034,96,32
134035,72,33
134036,24,20
134037,24,17
134039,108,35
134040,22,20
134041,32,20
134042,24,20
134043,14,16
134044,108,37
134046,32,16
134047,10,10
135001,96,36
135002,36,29
135003,120,34
135004,66,35
135005,14,11
135006,54,34
135007,54,34
135008,78,36
135009,66,28
135010,96,37
135012,72,33
135013,42,21
135014,6,4
135015,96,36
135016,228,37
135017,132,37
135018,228,37
135019,66,34
135020,144,37
135021,120,37
135022,10,5
135023,132,37
135024,120,36
135025,228,35
135026,84,33
135027,60,33
135028,32,24
135029,24,17
135030,4,4
136001,132,36
136002,6,4
136003,14,14
136004,132,37
136005,120,37
136006,60,34
136007,96,36
136008,8,7
136011,60,33
136012,2,0
136013,4,1
136014,12,10
136015,28,18
136016,28,18
136017,28,20
136019,24,15
136020,8,6
136021,6,5
136023,24,21
136024,6,6
136025,8,7
136030,16,14
137001,132,37
137002,108,37
137003,66,27
137004,36,16
137005,120,37
137006,84,37
137007,28,21
137008,48,29
137009,66,34
137010,36,22
137011,28,17
137012,54,32
137013,4,4
137014,12,13
137015,60,33
137016,0,0
137017,72,34
137018,48,27
137019,28,14
137020,96,36
137021,54,26
137022,16,11
137023,32,12
137024,4,4
137025,14,14
137026,66,33
137027,96,36
137028,72,32
137029,108,37
137030,78,36
137031,32,29
137032,84,36
137033,108,37
137034,48,28
137035,108,37
137036,66,34
137037,96,37
137038,72,37
137039,54,35
137040,72,29
137041,36,17
137042,10,7
137043,84,36
137044,18,19
137045,36,26
137046,18,14
137047,0,1
137051,66,28
137052,0,0
138001,144,37
138003,108,37
138004,84,35
138005,96,36
138006,228,37
138007,120,37
138008,78,32
138009,54,26
138010,144,37
138011,28,19
138012,144,35
138013,108,35
138014,2,2
138015,4,4
138016,120,37
138017,96,37
138018,12,12
138019,6,6
138020,12,7
138021,24,22
139001,8,8
139002,22,17
139003,48,32
139004,42,29
139005,18,15
139006,22,20
139007,16,17
139008,18,13
139009,48,29
139010,24,19
139011,6,3
139012,24,17
139013,42,30
139014,10,8
139015,42,27
139016,14,13
139017,10,8
139018,48,34
139019,32,29
139020,60,35
139021,48,28
139022,28,19
141001,14,14
141002,20,19
141003,16,17
141004,18,10
141005,14,14
141006,18,11
141007,22,19
141008,24,18
141009,20,18
141010,20,17
141011,22,21
141012,20,15
141013,24,19
141014,14,14
141015,18,19
141016,16,16
141017,16,18
141018,16,12
141019,14,16
141021,18,20
141022,22,21
141023,20,15
141024,22,18
141025,20,18
141026,28,22
141027,24,22
141028,32,21
141029,32,21
141030,28,17
141031,36,20
141032,36,23
141033,36,23
141034,42,23
141035,32,26
141036,42,22
141037,36,22
141038,42,18
141039,36,19
141040,42,19
141041,42,25
141042,42,24
141043,42,18
141044,54,24
141045,48,24
141046,54,23
141047,54,25
141048,48,25
141049,54,27
142001,22,23
142002,14,14
142003,22,22
142004,24,18
142005,24,18
142006,20,17
142007,10,7
142008,32,30
142009,0,0
142010,2,1
142011,8,6
142012,6,5
142013,32,20
142014,16,18
142015,16,16
142016,6,5
142017,32,23
142018,42,28
142019,6,5
142020,14,8
142021,16,19
142022,36,28
142023,60,33
142024,8,7
142025,20,17
142026,24,20
142027,4,2
142028,54,32
142029,36,17
142030,8,7
143001,132,37
143002,108,37
143003,48,30
143004,84,37
143005,84,36
143006,96,37
143007,72,32
143008,78,31
143009,60,31
143010,54,33
143011,32,20
143013,72,32
143017,60,32
143018,96,37
143019,144,37
143021,144,36
143022,132,37
143023,96,37
143024,32,19
143025,120,37
146001,0,0
146002,10,9
148001,84,26
148002,132,34
148003,66,32
148004,20,17
148005,54,29
148006,132,37
148007,108,37
148008,96,31
148009,144,35
148012,84,36
148013,84,34
148015,144,37
148016,48,31
148017,60,28
148018,28,16
148019,72,33
148020,14,13
148021,48,26
148022,108,34
148023,84,35
148024,42,26
148025,96,35
148026,78,34
148027,132,37
148028,60,34
148029,72,32
148030,84,35
148031,108,36
148032,20,11
151001,180,37
151002,120,37
151003,108,37
151004,156,37
151005,48,26
151006,36,25
151007,48,26
151008,78,33
151009,108,37
151010,42,18
151011,42,29
151012,84,32
151013,132,37
151014,36,21
151015,108,37
151016,78,33
151017,36,30
151018,144,37
151019,120,37
151020,132,37
151021,108,37
151022,132,37
151023,120,37
151024,132,37
151025,120,37
151026,120,37
151027,60,34
151028,66,33
151029,48,33
151030,66,27
151031,96,37
151032,96,35
151033,120,37
151034,120,37
151035,54,27
151036,96,37
151037,96,37
151038,108,37
151039,120,37
151040,132,37
151041,36,30
151042,84,31
151043,84,35
151044,84,34
151045,36,20
151046,96,37
151047,96,34
151048,120,37
151049,96,35
151050,24,12
151051,108,34
151052,84,33
151053,84,33
151054,108,34
151055,120,36
151056,96,25
151057,84,32
151058,84,33
151059,84,32
151060,96,36
154001,228,37
154002,32,28
154003,10,7
154004,228,37
154005,84,34
154006,10,10
154007,228,37
154008,228,37
154009,42,32
154010,120,37
154011,228,36
154012,228,37
154013,228,37
154014,228,37
154015,228,37
154016,228,37
154017,144,37
154018,120,37
154019,228,37
154020,228,36
154021,132,37
154022,132,34
154023,228,37
154024,84,37
154025,144,37
154026,228,37
154027,228,37
154028,108,37
154029,108,37
154030,132,37
154031,36,26
154032,12,12
154033,8,7
154035,20,13
154036,60,25
154037,72,29
154038,84,30
154039,144,37
154040,84,37
154041,66,35
154042,42,26
154043,28,16
154044,144,35
154045,132,37
154046,108,36
154047,120,36
154048,144,37
154049,78,36
154050,60,34
154051,6,5
154052,54,34
154054,8,5
154055,66,27
154056,108,37
154057,132,36
154058,120,36
154059,78,34
154060,120,37
154061,72,37
154062,14,12
154063,84,35
154064,48,31
154065,0,0
154066,0,0
154067,84,36
154068,144,35
154069,132,37
154070,132,36
154071,144,35
154072,78,34
154073,48,30
154074,28,25
154075,18,14
154076,132,37
154077,108,36
154078,84,35
154079,132,37
154080,120,36
154081,108,36
201003,66,33
201004,66,37
201005,60,30
201006,60,34
201007,72,34
201008,72,36
201009,72,37
201010,72,36
201011,66,34
201012,72,32
201013,66,34
201014,72,33
201015,66,34
201016,78,34
201020,54,27
201022,66,32
201030,72,37
201031,72,32
201033,66,30
201034,60,34
201040,66,34
201041,60,30
201043,54,28
201047,66,33
201050,72,36
201052,42,30
201053,66,31
201054,66,30
201056,54,33
202001,132,37
202002,108,37
202003,48,21
202004,108,33
202005,66,26
202006,54,29
202007,4,1
202008,96,36
202009,42,23
202010,4,2
202011,8,5
202012,144,35
202013,22,19
202014,42,20
202015,78,31
202016,10,8
202017,120,37
202018,48,27
202019,8,7
202020,6,3
202021,54,30
202022,28,19
202023,8,7
202024,24,21
202025,4,5
202026,42,28
202027,78,33
202028,42,27
202029,60,36
202030,2,2
202031,60,32
202032,42,27
202033,4,5
202034,6,3
202035,28,22
202036,20,14
202037,42,32
202038,42,33
202039,78,37
202040,6,6
202041,18,17
202042,42,32
202043,32,27
202044,36,30
202045,20,17
202046,16,17
202047,48,30
202048,96,34
202049,42,25
202050,96,37
202051,96,36
202052,78,36
202053,2,2
202054,6,6
202055,32,28
202056,54,33
202057,18,18
202058,48,27
202059,18,12
202060,48,26
202061,48,33
202062,42,30
202063,20,18
202064,0,0
202065,14,11
202066,42,26
202067,54,28
202068,28,7
202069,24,17
202070,6,6
202071,54,34
202072,8,7
202073,72,36
202074,18,18
202075,8,6
202076,120,37
202077,96,32
202078,12,11
202079,24,13
202080,36,19
202081,24,15
202082,108,35
202083,132,36
202085,132,34
202086,12,10
202087,42,22
202088,48,28
202089,78,30
202090,72,34
202091,96,36
202092,42,24
202093,60,33
202094,120,37
202095,28,14
202096,96,37
202097,84,37
202098,108,37
202099,144,37
202100,0,0
202101,48,33
202102,0,0
202103,66,35
202104,16,12
202105,24,20
202106,60,31
202107,144,37
202108,8,7
202109,132,36
202110,132,37
206001,42,25
206002,66,30
206003,78,33
206004,22,15
206005,84,35
206006,84,25
206008,84,33
206010,84,36
206015,72,37
206017,84,37
206019,78,37
206020,78,33
206024,84,36
207001,72,33
207002,60,34
207003,10,9
207004,96,36
207005,8,6
207006,20,15
207007,84,36
207008,10,8
207009,120,37
207010,48,29
207011,20,16
207012,48,22
207013,24,17
207014,8,6
207015,24,27
207016,12,13
207017,120,37
207018,96,36
207019,6,5
207020,32,20
207021,60,32
207022,8,10
207023,36,24
207024,84,36
207025,18,10
208001,54,37
208002,48,30
208003,54,34
208004,48,26
208005,48,31
208006,66,37
208007,60,31
208008,54,30
208009,54,36
208117,66,34
208118,66,31
211002,60,32
211003,120,37
211004,144,37
211005,108,37
211006,54,31
211007,42,25
211008,144,37
211009,84,34
211012,24,17
211014,28,23
211015,16,14
211016,78,37
211017,60,34
211018,28,26
211020,108,37
211021,72,37
211022,156,34
211023,108,36
211024,66,36
213001,32,24
213002,54,23
213003,72,18
215001,84,37
215002,48,32
215003,18,14
215004,84,37
215005,120,37
215006,2,3
215007,24,17
215008,4,2
215009,18,17
215010,24,20
216001,84,37
216002,132,37
216003,144,37
216004,48,34
216005,96,37
216006,66,33
216007,36,24
216008,108,37
216009,84,37
216011,132,37
216012,120,37
216013,132,37
216014,8,6
216015,42,28
216016,96,36
216017,84,36
216018,48,34
216019,18,20
218001,16,18
218003,60,31
218004,48,25
218005,84,35
218006,4,5
218007,24,24
218008,6,3
218009,72,33
218010,20,11
218011,10,9
218012,24,23
218013,8,8
218014,8,7
218015,18,20
218016,6,5
218017,12,14
218018,14,12
218019,20,18
218020,4,4
218021,12,15
218022,4,4
218023,6,4
218024,6,5
218025,4,4
218026,18,20
218027,4,2
218028,18,18
218030,10,8
218031,10,8
218032,18,23
218033,4,4
218034,16,13
218035,16,13
218036,12,13
218037,12,12
219001,78,34
219002,108,37
219003,60,36
219004,84,37
219005,84,37
219006,96,37
219007,72,37
219008,120,37
219009,96,34
219010,66,37
220001,108,37
220002,78,33
220003,42,29
220004,24,15
220005,132,37
220006,22,15
220007,54,27
220008,108,37
220009,84,30
220010,66,32
220011,66,33
220012,60,32
220013,66,32
220015,60,33
220016,48,25
220017,66,31
220018,78,36
220019,96,37
220020,78,32
220021,24,28
220022,24,28
220023,54,32
220024,78,37
220025,108,37
220026,4,0
220027,6,6
220028,96,36
220029,14,14
220030,132,37
220031,144,36
220032,120,37
220033,48,33
220034,132,34
220035,144,37
220036,120,37
220037,72,35
220038,20,21
220039,12,18
220040,28,31
220041,32,21
220042,8,6
220043,28,24
220044,72,33
221001,36,24
221002,18,13
221003,18,12
221004,28,16
221005,72,35
221006,72,34
221007,32,27
221008,72,37
221009,72,32
221010,12,11
221011,22,20
221012,66,33
221013,12,14
221014,4,4
221015,2,0
223001,42,25
223002,24,19
223003,6,5
