ID,agestrat,COGscore
128002,132,42
128003,132,42
128006,132,42
128009,132,42
128023,132,42
129030,132,42
130029,132,42
132017,132,42
132024,132,42
133007,132,42
134009,132,42
135017,132,42
135023,132,42
136001,132,42
136004,132,42
137001,132,42
143001,132,42
143022,132,42
148002,132,41
148006,132,42
148027,132,42
151013,132,42
151020,132,42
151022,132,42
151024,132,42
151040,132,42
154021,132,42
154022,132,38
154030,132,37
154045,132,42
154057,132,42
154069,132,35
154070,132,36
154076,132,41
154079,132,39
202001,132,42
202083,132,40
202085,132,41
202109,132,41
202110,132,42
216002,132,42
216011,132,42
216013,132,42
220005,132,42
220030,132,41
220034,132,41
505027,132,23
508030,132,24
510007,132,36
510010,132,26
510014,132,38
517005,132,31
101005,156,42
101012,156,42
102022,156,42
102027,156,42
102032,156,42
102040,156,42
104043,156,42
105022,156,38
107007,156,42
107017,156,42
107028,156,42
107056,156,39
107057,156,41
107058,156,42
108002,156,42
108044,156,42
109031,156,40
109044,156,42
109056,156,42
109057,156,42
109075,156,42
111026,156,42
112029,156,42
112039,156,37
112043,156,42
112055,156,42
112072,156,42
112075,156,42
113002,156,42
115005,156,41
115013,156,42
115039,156,42
115041,156,42
115042,156,42
116023,156,42
116029,156,42
116032,156,42
116034,156,42
116035,156,41
118003,156,42
120009,156,42
121002,156,42
121003,156,42
123005,156,42
123017,156,42
123020,156,42
123022,156,42
123024,156,42
123025,156,42
123028,156,42
123031,156,42
151001,156,42
505015,156,36
508005,156,42
510016,156,39
517010,156,42
601002,156,36
601007,156,32
607006,156,33
101006,156,41
101011,156,42
101022,156,42
101026,156,42
102015,156,42
102017,156,42
102020,156,42
102021,156,42
102024,156,42
102026,156,42
102034,156,42
102035,156,42
104001,156,42
104026,156,38
107003,156,41
107005,156,41
107010,156,42
107014,156,42
107018,156,42
107022,156,40
107023,156,41
107024,156,38
107025,156,38
107029,156,40
107031,156,37
107033,156,42
107044,156,41
107045,156,42
107047,156,42
108012,156,42
108023,156,42
108042,156,42
109011,156,41
109017,156,41
109041,156,42
109045,156,41
109062,156,42
109070,156,41
109077,156,42
109083,156,42
109102,156,42
111015,156,42
111018,156,42
111033,156,42
111041,156,42
112027,156,42
112062,156,42
115004,156,42
115012,156,41
115038,156,42
115045,156,42
115124,156,42
118007,156,41
123003,156,41
123012,156,42
123013,156,42
123018,156,42
123036,156,42
151004,156,42
211022,156,42
508017,156,40
508029,156,40
510009,156,38
517007,156,42
517022,156,42
517024,156,37
529010,156,41
600002,156,34
600003,156,37
102012,204,42
102013,204,42
102014,204,42
102019,204,42
104027,204,42
105027,204,30
105030,204,33
107001,204,42
107009,204,42
107015,204,42
107060,204,42
109001,204,42
109039,204,42
109058,204,42
109071,204,42
112037,204,42
113003,204,42
115014,204,42
116047,204,42
116052,204,42
116053,204,42
116064,204,42
116065,204,42
116074,204,42
116075,204,42
116076,204,42
123066,204,42
135016,204,42
135018,204,42
135025,204,42
138006,204,42
154001,204,42
154004,204,40
154007,204,42
154008,204,41
154011,204,42
154012,204,42
154013,204,42
154014,204,42
154015,204,42
154016,204,42
154019,204,42
154020,204,42
154023,204,42
154026,204,42
154027,204,42
101004,204,42
102016,204,42
102025,204,42
102028,204,42
102030,204,42
102031,204,42
102038,204,42
102039,204,42
104041,204,42
105026,204,30
107002,204,42
107011,204,42
107012,204,42
107013,204,42
107053,204,42
107059,204,41
108019,204,42
109024,204,42
109036,204,42
109040,204,42
109072,204,41
109076,204,42
111016,204,42
111040,204,42
112005,204,42
112014,204,42
112015,204,40
112016,204,42
112019,204,42
112028,204,42
112048,204,42
112049,204,42
112054,204,42
112057,204,42
112058,204,42
112059,204,42
112060,204,42
112061,204,42
112063,204,42
112064,204,42
112065,204,42
112066,204,42
112073,204,42
112074,204,42
113001,204,37
115125,204,42
116030,204,42
120010,204,42
123001,204,42
123004,204,42
123011,204,42
123016,204,42
123030,204,42
123044,204,42
123045,204,42
131033,204,42
302010,204,42
508007,204,41
529018,204,42
529020,204,42
529021,204,42
529024,204,42
601011,204,41
