ID,agestrat,GDS_teacher,GDS_teacher_SS
109048,132,517,98
109049,120,418,79
109050,108,524,99
109051,84,583,120
109052,108,401,76
109054,42,556,114
109055,66,630,137
109056,156,533,101
109057,156,509,96
109058,204,526,99
109060,48,684,157
109061,96,591,122
109062,156,523,98
109063,36,461,90
109068,108,550,108
109069,78,595,125
109070,156,524,99
109071,204,526,99
109072,204,520,98
109073,132,524,99
109075,156,525,99
109076,204,508,95
109077,156,533,101
109078,32,554,114
109079,108,584,119
109080,54,558,114
109081,36,584,124
109083,156,533,101
109084,108,545,106
109085,84,547,108
109086,78,530,102
109087,32,492,96
109090,48,680,156
109091,66,646,143
109094,120,553,108
109095,108,540,104
109096,48,558,114
109097,72,594,125
109102,156,454,85
110004,96,550,108
111001,84,596,124
111002,42,587,124
111003,120,553,108
111006,84,483,92
111007,132,532,101
111009,60,606,130
111010,42,591,126
111011,108,535,103
111012,36,575,121
111014,120,560,111
111015,156,522,98
111016,204,526,99
111018,156,533,101
111019,42,510,99
111020,42,528,104
111021,108,536,103
111022,36,536,107
111024,42,596,128
111025,132,538,103
111026,156,533,101
111029,60,457,88
111030,48,585,123
111032,60,528,103
111033,156,454,85
111035,120,553,108
111036,132,536,102
111038,54,630,138
111040,204,526,99
111041,156,533,101
111042,132,536,102
111043,120,553,108
111044,72,514,98
111047,28,525,104
111049,48,610,132
111052,60,538,106
111054,32,493,96
111055,32,576,122
112001,32,557,115
112002,72,551,110
112003,84,437,83
112004,36,482,94
112005,204,515,97
112006,78,541,106
112007,72,494,95
112008,28,538,109
112009,36,460,90
112010,24,474,93
112011,24,450,88
112012,48,506,98
112013,132,417,78
112014,204,526,99
112015,204,526,99
112016,204,517,97
112017,96,425,81
112018,84,382,73
112019,204,526,99
112020,84,415,79
112021,36,523,103
112022,48,487,94
112023,54,526,103
112024,36,557,115
112025,32,521,103
112026,32,339,67
112027,156,533,101
112028,204,526,99
112029,156,501,94
112030,132,411,77
112031,66,398,76
112032,72,444,85
112033,84,393,75
112034,78,368,70
112035,120,417,79
112036,96,472,90
112037,204,526,99
112038,78,390,74
112039,156,533,101
112040,96,404,77
112041,120,408,77
112042,84,416,79
112043,156,533,101
112044,108,462,87
112045,108,424,80
112046,108,435,82
112047,96,456,87
112048,204,526,99
112049,204,526,99
112050,84,405,77
112051,84,424,81
112052,84,414,79
112053,132,482,91
112054,204,526,99
112055,156,499,94
112056,120,476,90
112057,204,526,99
112058,204,526,99
112059,204,526,99
112060,204,520,98
112061,204,526,99
112062,156,533,101
112063,204,526,99
112064,204,526,99
112065,204,526,99
112066,204,526,99
112067,132,508,96
112068,96,427,81
112069,132,505,95
112070,84,389,74
112071,120,415,78
112072,156,533,101
112073,204,526,99
112074,204,526,99
112075,156,533,101
114001,54,543,108
114002,72,552,110
114003,132,512,97
114004,54,594,126
114016,78,491,94
114021,54,531,104
114023,84,590,122
115001,48,425,82
115002,84,576,118
115003,132,442,83
115004,156,533,101
115007,60,543,108
115009,84,505,96
115012,156,501,94
115013,156,523,98
115015,48,361,70
115033,60,518,100
115034,84,532,102
115035,108,456,86
115036,120,553,108
115038,156,524,99
115043,78,556,111
115048,84,557,111
115049,108,478,91
115050,120,368,69
115120,54,451,87
116001,24,574,122
116002,36,489,95
116003,36,496,96
116004,36,532,106
116006,32,512,100
116008,42,521,102
116010,28,490,96
116011,132,532,101
116014,28,502,98
116015,132,524,99
116016,132,544,105
116017,42,510,99
116020,32,605,131
116021,132,544,105
116022,132,544,105
116023,156,533,101
116024,108,532,102
116025,66,539,106
116026,32,460,90
116027,28,484,95
116029,156,533,101
116030,204,526,99
116032,156,528,99
116034,156,533,101
116035,156,533,101
116036,66,582,121
116037,132,538,103
116040,132,530,100
116041,108,525,100
116042,132,535,102
116043,72,460,88
116044,132,535,102
116045,132,544,105
116046,120,484,91
116047,204,526,99
116048,132,535,102
116049,28,521,103
116050,32,493,96
116051,132,529,100
116052,204,526,99
116053,204,526,99
116054,132,527,99
116055,28,520,103
116056,32,489,95
116057,132,535,102
116058,120,535,102
116059,132,524,99
116060,132,544,105
116061,120,531,101
116062,24,516,102
116063,24,526,105
116064,204,526,99
116065,204,526,99
116069,132,536,102
116071,132,524,99
116072,132,529,100
116073,32,477,93
116074,204,526,99
116075,204,526,99
116076,204,526,99
116077,132,544,105
116078,132,538,103
116079,28,519,102
116080,32,482,94
117001,32,500,97
117002,66,523,101
117003,120,537,103
117012,36,420,82
117014,54,511,99
117015,28,486,95
117022,54,584,123
117023,54,573,119
117024,48,580,122
117030,36,556,114
117038,108,568,114
117041,84,566,114
117042,36,546,111
117050,132,300,56
117061,72,451,86
117062,42,520,101
118001,66,505,97
118002,32,543,110
118003,156,523,98
118004,132,536,102
118006,48,525,103
118007,156,533,101
118008,132,532,101
118009,42,545,110
118010,120,484,91
118011,78,620,133
118016,96,575,117
118017,66,632,138
119002,132,487,92
119003,132,536,102
119004,108,516,98
119007,96,569,115
119009,78,472,90
119011,72,625,135
119013,132,536,102
119014,96,546,107
119015,78,603,127
119016,84,533,103
119017,132,497,94
119018,96,545,106
119019,84,567,114
119021,96,576,117
120009,156,525,99
120010,204,526,99
120011,36,477,93
120012,54,491,95
120015,42,571,119
120016,28,599,130
120017,48,464,90
120020,84,586,121
120021,132,506,95
120023,66,624,135
120024,108,518,98
120025,132,506,95
120027,78,485,93
120028,108,463,88
120029,48,467,90
120030,72,511,98
120031,60,436,84
120032,60,477,92
120033,66,421,81
120035,60,401,77
120036,60,502,97
120038,72,584,121
120042,54,453,87
120043,108,413,78
120044,108,545,106
120045,132,536,102
120046,96,561,112
120048,28,531,106
120049,54,435,84
120050,72,582,121
120051,108,527,100
120052,32,529,105
120053,60,517,99
120056,78,494,94
120057,78,505,96
120058,108,452,86
120059,72,417,80
120062,42,553,113
120064,48,617,134
120065,72,427,82
120067,72,542,107
120070,78,449,86
120072,132,416,78
120073,120,529,100
121002,156,494,93
121003,156,501,94
121007,36,533,106
121016,42,561,115
121018,84,602,127
121019,132,536,102
121020,36,494,96
122001,36,526,104
122002,60,571,118
122005,60,559,113
122006,84,559,112
122007,120,528,100
122010,96,437,83
123001,204,515,97
123002,84,546,107
123003,156,516,97
123004,204,526,99
123005,156,533,101
123006,54,457,88
123007,54,425,82
123008,132,496,93
123009,84,540,105
123010,96,561,112
123011,204,526,99
123012,156,533,101
123013,156,533,101
123014,120,553,108
123015,78,444,85
123016,204,526,99
123017,156,516,97
123018,156,533,101
123019,132,544,105
123020,156,533,101
123021,36,569,119
123022,156,533,101
123023,120,513,97
123024,156,533,101
123025,156,525,99
123026,132,536,102
123027,66,487,93
123028,156,533,101
123029,132,536,102
123030,204,526,99
123031,156,533,101
123032,120,536,103
123033,42,496,96
123034,42,495,96
123035,132,544,105
123036,156,533,101
123037,132,536,102
123038,132,536,102
123039,96,543,106
123040,36,572,120
123041,132,544,105
123042,72,519,99
123043,132,536,102
123044,204,526,99
123045,204,526,99
123046,66,519,100
123047,132,544,105
123048,72,512,98
123049,120,529,100
123050,132,530,100
123051,132,544,105
123052,66,521,100
123053,78,501,96
123054,132,536,102
123055,132,544,105
123056,120,553,108
123057,72,526,101
123058,132,536,102
123059,132,524,99
123060,132,544,105
123061,120,543,105
123062,132,544,105
123063,42,502,97
123064,132,544,105
123065,108,568,114
123066,204,526,99
123067,132,544,105
123068,108,568,114
123069,120,553,108
123070,132,544,105
123071,36,486,95
123072,36,526,104
123073,42,593,126
123074,132,524,99
123075,132,544,105
123076,108,568,114
123077,132,544,105
123078,120,553,108
123079,54,580,121
123080,96,521,99
125001,108,558,111
125002,48,529,104
125003,48,535,106
125004,54,520,101
125005,60,491,94
125006,54,464,90
125007,60,481,93
125008,60,528,103
125009,54,489,94
125010,60,537,106
125011,66,500,96
125012,60,423,81
125013,60,456,88
125014,60,409,79
125015,54,434,84
125016,66,529,103
125017,72,557,112
125018,54,554,112
125019,60,524,101
125020,84,555,110
125021,60,474,91
125022,60,437,84
125023,60,531,104
125024,60,533,105
125026,28,543,111
125028,72,402,77
125031,60,541,107
125033,60,522,101
125037,72,544,107
125040,32,498,97
125046,60,537,106
125047,48,594,126
125048,60,576,119
125051,32,480,94
125055,24,490,96
126001,66,542,107
126002,132,494,93
126003,108,584,119
126004,84,558,111
126005,60,605,129
126006,108,547,107
126007,96,569,115
126008,54,526,103
126009,54,481,93
126010,72,520,100
126011,66,463,89
126012,78,528,102
126013,60,578,120
126014,66,525,101
126015,132,502,95
126016,54,552,112
126017,132,506,95
126018,72,536,105
126019,108,543,105
126020,24,469,92
127002,132,532,101
127004,78,535,104
127006,36,521,102
127007,54,602,129
127011,66,488,94
127014,42,604,130
127015,48,516,100
127016,66,673,152
127017,42,605,131
127019,24,597,130
127020,32,621,137
127022,84,472,90
127023,120,494,93
127024,54,609,131
127028,42,609,132
127029,66,581,121
127031,48,579,121
127032,36,670,153
127033,78,603,127
127034,132,513,97
127035,84,579,119
128001,96,591,122
128002,132,536,102
128003,132,544,105
128004,96,564,113
128005,120,519,98
128006,132,544,105
128008,72,591,124
128009,132,506,95
128011,120,560,111
128012,132,544,105
128014,132,449,84
128019,84,632,137
128021,78,539,105
128023,132,544,105
128024,96,599,125
128025,120,518,98
129001,120,510,96
129002,84,500,95
129004,36,496,96
129005,42,503,98
129006,84,480,91
129007,42,474,92
129008,36,498,97
129009,28,547,112
129010,54,497,96
129011,108,584,119
129012,84,539,105
129013,120,553,108
129014,36,542,109
129015,48,477,92
129016,78,511,98
129017,66,549,110
129019,48,561,115
129021,48,494,96
129022,78,556,111
129023,36,578,122
129024,36,532,106
129025,48,526,103
129027,108,568,114
129028,36,474,92
129029,78,423,81
129030,132,544,105
130001,54,688,158
130002,96,532,102
130003,60,603,129
130004,60,618,134
130005,72,576,118
130006,72,607,129
130007,84,519,99
130008,72,577,119
130009,72,578,119
130010,72,543,107
130011,84,586,121
130012,84,589,122
130013,84,600,126
130014,84,575,117
130015,54,595,126
130016,84,578,118
130017,84,566,114
130018,96,550,108
130019,96,583,120
130020,96,583,120
130021,96,591,122
130022,108,568,114
130023,108,568,114
130024,108,568,114
130025,108,568,114
130026,120,560,111
130027,120,560,111
130028,132,544,105
130029,132,544,105
131004,72,563,114
131005,54,486,94
131006,36,529,105
131009,36,543,110
131012,84,583,120
131014,42,532,106
131015,84,548,108
131016,96,559,111
131018,132,544,105
131019,108,566,113
131028,96,524,100
131029,66,567,116
131033,204,526,99
131034,36,487,95
131040,96,498,95
131041,42,547,111
131042,48,558,114
131043,42,535,107
131046,108,567,114
131047,84,566,114
131055,42,571,119
131056,96,533,102
131057,72,635,139
131059,84,604,127
132010,108,512,97
132015,72,560,113
132021,84,604,127
132023,54,468,90
132024,132,518,98
132025,108,576,117
133002,120,536,103
133013,54,603,129
134001,132,532,101
134002,132,532,101
134003,96,521,99
134004,96,519,99
134005,96,417,79
134006,84,594,124
134007,72,446,85
134008,132,532,101
134009,132,544,105
134010,96,447,85
134011,96,576,117
134012,96,527,100
134013,96,531,102
134014,96,547,107
134015,132,544,105
134016,72,552,110
134017,72,550,110
134018,72,551,110
134019,78,534,104
134020,132,544,105
134021,132,544,105
134022,66,532,104
134023,96,572,116
134024,96,469,89
134025,96,538,104
134026,84,552,109
134031,24,507,99
134033,32,490,96
134034,96,528,101
134035,72,543,107
134038,108,529,101
134039,108,516,98
134041,32,489,95
134042,24,527,106
134044,108,570,115
135001,96,564,113
135004,66,518,99
135006,54,568,117
135007,54,602,129
135008,78,564,114
135009,66,519,100
135010,96,516,98
135019,54,578,120
135026,72,622,134
135027,60,618,134
136001,132,544,105
136004,132,527,99
136005,120,531,101
137001,132,428,80
137003,66,514,99
137004,36,446,87
137005,120,486,92
137006,84,514,98
137007,28,534,108
137008,48,637,141
137010,36,457,89
137012,54,488,94
137017,72,509,97
137018,48,500,97
137020,96,572,116
137021,54,449,87
137026,66,670,151
137027,96,591,122
137028,72,563,114
137029,108,498,94
137030,78,470,90
137032,84,510,97
137033,108,559,111
137034,48,547,110
137035,108,567,114
137036,72,571,117
137037,96,573,116
137038,78,511,98
137039,54,564,116
137051,66,559,113
138003,108,533,102
138004,84,578,118
138005,96,562,112
138007,120,560,111
138008,78,529,102
138010,132,535,102
138011,24,547,112
138016,120,500,95
138017,96,545,106
138021,24,510,100
139009,48,508,98
139013,42,567,118
139018,48,547,110
139019,32,470,92
139020,60,572,118
139021,48,509,98
141026,28,584,125
141027,24,601,131
141028,32,538,108
141029,32,531,106
141030,28,520,103
141031,36,502,98
141032,36,537,108
141033,36,513,100
141034,42,494,96
141035,36,527,104
141036,42,512,99
141037,36,497,97
141038,42,444,86
141039,36,474,92
141040,42,474,92
141041,42,518,101
141042,42,538,108
141043,42,470,91
141044,54,465,90
141045,48,480,93
141046,54,471,91
141047,54,469,91
141048,48,516,100
141049,54,510,98
143001,132,544,105
143002,108,534,102
143003,48,591,125
143004,84,577,118
143005,84,579,119
143006,96,505,96
143007,72,538,105
143008,78,488,93
143009,60,575,119
143010,54,665,150
143011,32,696,163
143013,72,505,97
143017,60,547,109
143018,96,557,111
143019,132,544,105
143021,132,544,105
143022,132,544,105
143023,96,532,102
143024,32,547,112
143025,120,560,111
148001,84,461,88
148002,132,479,90
148003,66,501,96
148005,54,553,112
148006,132,544,105
148007,108,537,103
148009,132,504,95
148012,84,557,111
148013,84,530,102
148017,60,555,112
148018,28,535,108
148019,72,493,94
148022,108,474,90
148023,84,531,102
148024,48,507,98
148025,96,532,102
148026,78,521,99
148027,132,524,99
148028,60,547,109
148029,72,492,94
148030,84,494,94
148031,108,501,95
151001,156,465,87
151002,120,546,106
151003,108,545,106
151004,156,514,97
151005,48,542,109
151006,36,524,103
151008,78,577,118
151010,42,489,95
151011,42,481,93
151012,84,551,109
151013,132,544,105
151014,36,531,106
151015,108,478,91
151016,78,491,94
151017,36,470,91
151018,132,544,105
151019,120,553,108
151020,132,526,99
151021,108,568,114
151022,132,524,99
151023,120,553,108
151024,132,536,102
151025,132,536,102
151026,120,560,111
151027,60,523,101
151028,66,526,102
151029,54,498,96
151030,66,528,102
151031,96,577,117
151032,96,492,93
151033,120,513,97
151034,132,516,97
151035,54,428,83
151036,96,524,100
151037,96,579,118
151038,108,496,94
151039,120,560,111
151040,132,544,105
151041,36,452,88
151042,84,522,99
151043,84,568,115
151044,84,497,95
151045,36,460,90
151046,84,548,108
151047,96,452,86
151048,120,516,98
151049,96,526,100
151050,24,475,93
151051,108,515,98
151052,84,457,87
151053,84,472,90
151054,108,539,104
151055,120,510,96
151056,96,380,72
151057,84,565,114
151058,84,510,97
151059,84,527,101
151060,96,580,119
154002,42,559,115
154005,84,593,123
154010,120,511,97
154017,132,495,93
154018,120,553,108
154022,132,458,86
154028,108,557,110
154029,108,555,109
154030,132,544,105
154037,72,376,72
154040,84,500,95
154041,60,478,92
154042,42,439,85
154043,28,431,84
154047,120,543,105
154052,54,622,136
154055,66,481,92
154056,108,576,117
154057,132,536,102
154058,108,568,114
154076,132,499,94
154077,108,437,83
154078,84,496,94
154079,132,532,101
154080,120,502,95
154081,108,521,99
154959,78,592,124
201001,66,484,93
201002,54,523,102
201003,66,506,97
201004,66,539,106
201007,72,501,96
201008,72,618,133
201009,78,543,107
201010,78,599,126
201011,66,367,70
201012,72,624,135
201013,66,507,97
201014,72,519,99
201015,66,585,122
201016,78,360,69
201017,60,592,125
201018,60,637,140
201019,60,646,143
201020,54,604,129
201021,60,563,115
201022,72,552,110
201024,78,288,55
201028,72,378,72
201029,60,503,97
201039,66,525,101
201040,66,464,89
201044,66,466,89
201045,72,450,86
201051,66,493,95
201052,42,455,88
201053,66,417,80
201055,66,504,97
201056,60,523,101
202001,132,536,102
202002,108,544,106
202003,48,452,88
202004,108,564,113
202005,66,614,132
202006,54,546,109
202008,96,592,123
202009,42,580,122
202012,132,485,91
202014,42,406,79
202015,78,468,89
202017,120,497,94
202018,48,440,85
202021,54,515,99
202022,28,481,94
202024,24,589,127
202026,48,553,112
202027,78,533,103
202028,42,537,107
202029,60,556,112
202031,60,620,134
202032,42,560,115
202035,28,521,103
202037,42,667,152
202038,42,706,165
202039,78,545,107
202042,42,549,111
202043,32,550,113
202044,36,574,120
202047,48,519,101
202048,96,513,97
202049,42,555,113
202050,96,536,103
202051,96,524,100
202052,78,583,120
202055,32,592,127
202056,54,556,113
202058,48,487,94
202060,48,477,92
202061,48,489,95
202062,42,560,115
202066,42,517,100
202067,54,576,120
202068,28,615,135
202071,54,571,118
202073,72,574,118
202076,120,553,108
202077,96,393,74
202081,24,482,94
202082,108,508,96
202083,132,523,99
202085,132,497,94
202087,42,486,94
202088,48,623,136
202089,78,527,101
202090,72,571,117
202091,96,556,110
202092,42,546,110
202093,60,521,100
202094,120,501,95
202095,28,445,87
202096,96,516,98
202097,84,452,86
202098,108,560,111
202099,132,530,100
202101,48,581,122
202103,66,571,117
202105,24,518,102
202106,60,608,130
202107,132,526,99
202109,132,538,103
202110,132,489,92
206001,42,434,84
206005,84,431,82
206007,84,554,110
206008,84,388,74
206009,84,488,93
206010,84,593,123
206011,84,597,125
206013,84,513,98
206016,96,413,78
206017,84,483,92
206020,78,576,118
206024,84,486,93
207001,72,551,110
207004,96,551,109
207007,84,444,85
207009,120,496,94
207010,48,531,105
207013,24,539,110
207015,24,480,94
207017,120,531,101
207018,96,504,96
207021,60,568,117
207024,84,460,88
208001,54,463,89
208002,54,496,96
208003,54,528,103
208004,48,409,79
208005,48,543,109
208006,66,554,111
208007,60,480,92
208008,54,560,114
211002,60,572,118
211003,120,560,111
211004,132,523,99
211005,108,508,96
211006,54,562,115
211007,42,518,101
211008,132,529,100
211009,78,559,112
211012,24,504,99
211014,28,612,134
211020,108,477,90
215001,84,444,85
215002,48,588,124
215004,84,552,109
215005,120,493,93
216001,84,625,134
216009,84,580,119
216013,132,483,91
216016,96,506,96
216017,84,530,102
218003,66,600,127
218004,36,549,112
218007,24,565,119
218009,72,538,105
219001,78,616,132
219002,108,500,95
219003,54,614,133
219004,84,503,96
219005,84,566,114
219006,96,542,105
219007,72,500,96
219008,120,526,99
219009,96,503,96
219010,66,452,87
220001,108,479,91
220002,78,571,116
220003,42,536,107
220004,24,477,94
220005,132,536,102
220007,54,565,116
220008,108,528,100
220009,84,495,94
220011,66,505,97
220012,60,475,91
220013,66,424,81
220014,60,557,113
220015,60,562,115
220016,48,489,95
220017,66,566,115
220018,78,496,95
220020,78,446,85
220021,24,592,128
220022,24,521,103
220023,54,520,101
220028,96,549,108
220030,132,482,91
220031,132,511,96
220032,120,475,90
220034,132,526,99
220036,120,534,102
221001,36,510,99
221004,28,548,112
221005,72,608,129
221006,72,514,98
221007,32,476,93
221008,72,618,133
221009,72,580,120
221012,72,599,126
223001,42,516,100
223002,24,552,114
223004,72,532,103
223005,96,517,98
223006,36,505,98
223007,24,499,98
223008,96,444,84
223009,108,500,95
223010,28,471,92
224001,96,572,116
224002,78,561,113
224003,66,514,99
224004,32,485,95
224005,96,528,101
224006,72,602,127
224007,48,542,109
224008,28,477,93
224009,72,554,111
224010,96,562,112
224011,36,475,92
224012,36,439,86
224013,60,517,99
224014,60,491,94
224015,48,434,84
224016,42,467,91
224017,60,568,117
224018,48,454,88
224019,72,507,97
224020,66,596,126
227002,32,447,87
227003,66,578,120
227007,28,498,97
227010,28,512,100
227012,28,448,88
227014,24,513,101
227018,32,471,92
302001,96,595,124
302002,108,527,100
302005,78,525,100
302006,84,618,132
302007,120,560,111
302008,96,569,115
302009,78,560,113
302010,204,521,98
302011,132,524,99
501001,60,429,83
501002,48,482,93
501003,84,269,51
501006,48,460,89
501009,132,517,98
501021,72,556,112
501029,60,532,104
501032,48,543,109
503001,66,313,60
505005,60,460,89
505015,156,468,88
505016,66,358,69
505021,132,452,85
505024,42,491,95
505035,48,410,79
505036,54,307,59
505037,54,345,67
505038,42,341,66
505039,42,319,62
505040,60,378,73
506001,54,226,44
506003,78,259,49
506004,96,333,63
506005,72,387,74
506008,120,464,88
506009,84,430,82
506011,42,386,75
506014,54,424,82
506015,78,268,51
506016,42,357,70
506022,78,359,68
507005,54,414,80
508001,60,410,79
508002,60,426,82
508005,156,417,78
508007,204,490,92
508008,42,564,117
508009,72,368,70
508010,72,341,65
508011,66,440,84
508013,54,381,74
508014,120,364,68
508015,42,364,71
508016,108,419,79
508017,156,509,96
508019,36,363,71
508021,36,377,74
508022,42,368,72
508023,84,348,66
508024,84,343,65
508025,84,365,69
508026,120,467,88
508027,54,377,73
508028,96,296,56
508029,156,466,88
508030,132,294,55
508031,60,336,65
508032,54,313,61
508033,48,326,63
508034,84,527,101
510001,96,498,95
510004,72,371,71
510005,108,389,73
510007,132,449,84
510008,120,431,81
510009,156,445,83
510010,132,352,66
510014,132,424,80
510016,156,444,83
517001,78,393,75
517003,54,225,44
517004,108,516,98
517005,132,446,84
517007,156,483,91
517009,120,464,88
517010,156,487,92
517011,84,449,85
517012,96,418,79
517013,60,454,87
517017,84,419,80
517018,42,426,83
517020,78,515,98
517021,120,514,97
517022,156,513,97
517023,66,569,116
517024,156,470,88
517026,96,500,95
517028,66,442,85
526003,48,320,62
527002,132,212,39
527004,108,299,56
527005,24,408,80
529001,72,454,87
529008,96,549,108
529015,96,499,95
529018,204,497,93
529020,204,489,92
529021,204,526,99
529022,132,499,94
529023,132,515,97
529024,204,526,99
529025,72,506,97
529026,66,478,92
529029,66,326,63
600001,132,391,73
600003,156,445,83
600006,96,397,75
600007,120,431,81
600008,120,387,73
600009,108,403,76
600010,108,373,70
601002,156,508,96
601007,156,478,90
601011,204,432,81
602001,120,423,80
602002,60,430,83
602003,66,377,72
602004,66,430,83
602005,84,387,74
602006,78,366,70
602007,72,383,73
602008,78,306,58
605002,96,235,44
605003,96,351,66
607004,78,537,105
608001,42,504,98
608002,54,464,90
608003,60,530,104
608004,78,499,95
608005,36,495,96
608006,28,431,84
608007,60,533,105
608008,132,441,83
608009,42,495,96
608010,42,492,95
608011,66,459,88
608012,78,414,79
608013,32,429,84
608014,66,521,100
609003,54,369,71
612001,60,577,120
612002,54,526,103
612003,36,396,77
612004,24,493,97
612005,28,464,91
612006,28,526,105
612007,120,257,48
612008,108,388,73
612009,24,428,84
612010,28,407,80
612012,96,456,87
612013,108,451,85
612014,120,473,89
612017,84,442,84
701004,132,317,59
705002,78,260,50
