ID,agestrat,GDS_interview,GDS_interview_SS
120018,60,563,112
120020,84,593,120
120021,132,529,101
120022,20,384,73
120023,78,528,101
120024,108,486,92
120025,132,468,88
120026,18,564,113
120027,72,547,107
120028,108,545,106
120029,42,523,101
120030,72,530,102
120031,60,390,73
120032,66,547,107
120037,10,541,107
120038,72,555,109
120041,0,543,108
120042,48,530,103
120043,108,557,109
120044,96,513,98
120045,132,503,96
120046,96,594,120
120047,132,535,103
120048,28,716,155
120049,54,468,89
120050,72,609,124
120051,108,541,105
120052,32,570,114
120053,60,504,96
120056,78,425,80
120057,78,466,88
120058,108,462,87
120059,66,542,106
120061,8,548,109
120062,42,636,132
120063,6,518,101
120064,48,542,106
120065,72,519,99
120066,132,526,100
120067,66,576,115
120069,8,482,93
120070,78,443,84
120071,120,522,100
120072,132,487,92
120073,108,555,109
121001,10,592,121
121002,156,514,98
121003,156,518,99
121005,18,608,125
121006,6,525,103
121007,36,589,119
121009,20,536,105
121010,24,467,90
121011,10,534,105
121012,22,472,91
121013,2,517,101
121014,20,445,85
121015,20,469,90
121016,42,607,124
121017,12,549,109
121018,78,668,141
121019,132,535,103
121020,36,484,93
121022,14,502,97
121023,54,471,90
122001,36,580,117
122002,60,601,122
122003,20,537,105
122004,0,486,94
122005,60,575,115
122006,84,555,109
122007,120,490,93
122008,20,509,98
122010,96,476,90
122011,20,553,110
122012,48,452,86
122013,2,518,101
122015,78,474,90
122016,60,567,113
122017,24,440,84
123001,204,500,95
123002,84,553,108
123003,156,514,98
123004,204,500,95
123005,156,509,97
123006,54,666,141
123007,54,590,119
123008,132,503,96
123009,84,545,106
123010,96,587,118
123011,204,475,90
123012,156,512,97
123013,156,514,98
123014,120,534,103
123015,78,443,84
123016,204,500,95
123017,156,499,95
123018,156,518,99
123019,132,474,90
123020,156,518,99
123021,36,508,98
123022,156,518,99
123023,120,540,104
123024,156,518,99
123025,156,512,97
123026,132,535,103
123027,66,537,104
123028,156,518,99
123029,132,510,97
123030,204,500,95
123031,156,514,98
123032,120,525,100
123033,42,471,90
123034,42,464,89
123035,132,520,99
123036,156,514,98
123037,132,513,98
123038,132,502,95
123039,96,540,105
123040,36,565,113
123041,132,514,98
123042,72,508,97
123043,132,510,97
123044,204,500,95
123045,204,500,95
123046,66,542,106
123047,132,524,100
123048,72,525,101
123049,120,507,96
123050,132,508,97
123051,132,529,101
123052,66,539,105
123053,78,484,92
123054,132,513,98
123055,132,513,98
123056,120,534,103
123057,72,535,104
123058,132,529,101
123059,132,514,98
123060,132,529,101
123061,120,528,101
123062,132,513,98
123063,42,460,88
123064,132,529,101
123065,108,514,98
123066,204,500,95
123067,132,529,101
123068,108,543,105
123069,120,534,103
123070,132,535,103
123071,36,454,87
123072,36,554,110
123073,42,636,132
123074,132,505,96
123075,132,513,98
123076,108,542,105
123077,132,529,101
123078,120,534,103
123079,54,570,114
123080,96,511,97
125001,108,535,103
125002,48,487,93
125003,48,475,91
125004,54,502,96
125005,60,604,123
125006,54,538,105
125007,60,576,115
125008,60,530,102
125009,54,632,131
125010,60,556,110
125011,66,575,115
125012,60,438,83
125013,60,514,98
125014,60,487,93
125015,54,559,111
125016,66,595,120
125017,72,574,114
125018,54,569,113
125019,60,503,96
125020,84,509,97
125021,60,542,106
125022,60,454,86
125023,60,455,87
125024,60,639,133
125025,0,482,94
125026,28,485,93
125027,14,516,100
125028,72,588,118
125029,10,512,99
125030,18,458,88
125031,60,592,120
125032,78,580,116
125033,60,517,99
125034,72,550,108
125035,20,544,107
125036,14,504,97
125037,72,680,144
125038,22,492,95
125039,2,525,103
125040,32,521,100
125041,14,533,105
125043,10,482,93
125044,10,488,94
125045,28,416,79
125046,60,459,87
125047,60,611,125
125048,60,539,105
125049,14,598,123
125053,8,496,96
125055,24,470,90
125057,14,500,97
125058,4,487,94
125059,28,543,107
125060,28,567,113
125061,4,556,112
125062,2,505,98
126001,66,594,120
126002,132,520,99
126003,108,529,101
126004,84,575,115
126005,60,508,97
126006,108,550,107
126007,96,407,76
126008,54,491,94
126009,54,522,100
126010,72,568,113
126011,66,509,97
126012,72,607,124
126013,60,579,116
126014,66,542,106
126015,132,521,99
126016,54,586,118
126017,132,515,98
126018,72,561,111
126019,108,564,111
126020,24,445,85
127001,18,498,96
127002,132,521,99
127003,2,547,109
127004,78,602,122
127005,6,537,106
127006,36,642,134
127007,54,650,136
127008,14,653,138
127009,16,505,98
127010,12,470,91
127011,66,485,93
127012,20,503,97
127013,12,587,120
127014,42,593,120
127015,48,522,100
127016,66,588,118
127017,42,511,98
127018,4,506,98
127019,24,455,87
127020,32,547,108
127021,22,482,93
127022,84,576,115
127023,120,529,101
127024,54,552,109
127025,20,490,94
127026,6,481,93
127027,24,386,73
127028,42,599,122
127029,66,538,104
127030,10,518,101
127031,48,567,113
127032,42,596,121
127033,78,633,131
127034,132,535,103
127035,84,518,99
127036,10,535,105
127037,10,598,123
127038,24,497,96
127039,2,541,107
127040,14,608,126
127042,0,502,98
127141,6,506,98
128001,96,565,112
128002,132,506,96
128003,132,497,94
128004,96,583,117
128005,120,496,94
128006,132,535,103
128007,108,585,117
128008,72,652,136
128009,132,523,100
128010,108,512,98
128011,120,525,100
128013,54,722,156
128014,120,534,103
128019,84,613,125
128020,72,604,123
128021,78,575,115
128022,108,568,112
128023,132,520,99
128024,96,591,119
128025,120,530,102
129001,120,506,96
129002,84,536,104
129003,8,515,100
129004,36,445,85
129005,36,536,104
129006,84,544,106
129007,42,500,96
129008,36,530,103
129009,28,574,115
129010,54,483,92
129011,108,574,114
129012,84,546,106
129013,120,548,107
129014,36,523,101
129015,48,477,91
129016,78,498,95
129017,66,522,100
129018,24,458,88
129019,48,623,129
129020,16,456,88
129021,48,487,93
129022,78,589,119
129023,36,627,130
129024,36,561,111
129025,48,532,103
129026,22,587,119
129027,108,556,109
129028,36,443,84
129029,78,408,77
129030,132,535,103
130001,60,598,121
130002,96,574,114
130003,60,626,129
130004,60,518,99
130005,72,610,125
130006,72,561,111
130007,84,550,108
130008,72,625,129
130009,72,580,116
130010,72,532,103
130011,84,539,104
130012,84,568,113
130013,84,573,114
130014,84,532,102
130015,54,650,136
130016,84,577,115
130017,84,511,98
130018,96,593,119
130019,96,584,117
130020,96,571,113
130021,96,600,121
130022,108,479,91
130023,108,579,115
130024,108,565,111
130025,108,571,113
130026,120,556,109
130027,120,561,110
130028,132,522,99
130029,132,526,100
131001,2,467,90
131002,10,518,101
131003,0,521,102
131004,66,537,104
131005,54,435,83
131006,36,432,82
131007,10,508,98
131008,42,464,89
131009,36,571,114
131010,28,528,102
131011,4,561,113
131012,84,608,124
131013,12,585,119
131014,42,520,100
131015,84,523,100
131016,96,535,103
131017,78,549,107
131018,132,505,96
131019,108,508,97
131020,20,428,82
131021,20,464,89
131022,36,494,95
131023,14,554,110
131024,48,599,122
131025,16,526,102
131026,0,447,86
131027,10,552,110
131028,96,557,109
131029,66,625,129
131030,12,528,103
131031,10,557,112
131032,10,552,110
131033,204,500,95
131034,36,583,118
131035,2,513,100
131036,22,535,105
131037,0,501,97
131038,4,504,98
131040,96,539,104
131041,42,562,112
131042,48,558,110
131043,42,528,102
131044,10,541,107
131045,2,526,103
131046,108,546,106
131047,84,550,108
131048,14,567,114
131049,0,455,88
131050,4,488,95
131051,14,495,96
131052,14,517,100
131053,6,536,106
131054,4,481,93
131055,42,507,97
131056,96,561,110
131057,72,556,109
131058,42,566,113
131059,84,591,119
131060,12,500,97
132002,6,506,98
132003,120,482,91
132006,78,645,134
132007,48,711,153
132008,22,554,110
132010,108,585,117
132011,32,496,95
132012,10,545,108
132015,72,600,122
132016,132,529,101
132017,132,510,97
132018,96,585,117
132019,54,566,113
132021,84,565,112
132022,96,611,124
132023,54,491,94
132024,132,503,96
132025,108,551,108
132026,108,557,109
132027,48,525,101
132028,16,449,86
132029,108,564,111
132030,42,662,140
133001,78,496,95
133002,120,501,95
133003,84,561,111
133004,42,541,106
133005,66,579,116
133006,96,623,128
133007,132,535,103
133010,24,522,101
133011,120,495,94
133012,84,529,102
133013,54,486,93
133015,78,623,128
133016,48,608,124
133019,96,587,118
133020,96,595,120
133022,32,488,94
133023,8,501,97
133025,96,552,108
133026,72,527,101
133028,108,535,103
133029,96,570,113
133030,78,522,100
134001,132,507,96
134002,132,523,100
134003,96,569,113
134004,96,561,110
134005,96,500,95
134006,84,604,123
134007,72,526,101
134008,132,519,99
134009,132,510,97
134010,96,491,93
134011,96,531,102
134012,96,475,90
134013,96,539,104
134014,96,556,109
134016,72,549,107
134017,72,448,85
134018,72,537,104
134019,78,564,112
134020,132,526,100
134021,132,508,97
134022,66,571,114
134023,96,589,118
134024,96,504,96
134025,96,495,94
134026,84,545,106
134027,22,579,117
134028,22,408,78
134029,22,416,79
134030,20,567,114
134031,24,484,93
134032,12,610,126
134033,28,473,91
134034,96,531,102
134035,72,611,125
134036,24,545,107
134037,24,476,91
134039,108,528,101
134040,22,468,90
134041,32,464,89
134042,24,500,96
134043,14,594,122
134044,108,576,115
134046,32,402,76
134047,10,590,121
135001,96,586,117
135002,36,571,114
135003,120,488,93
135004,66,548,107
135005,14,545,108
135006,54,656,138
135007,54,651,136
135008,78,563,111
135009,66,493,94
135010,96,566,112
135012,72,473,90
135013,42,428,81
135014,6,519,101
135015,96,547,107
135016,204,500,95
135017,132,529,101
135018,204,500,95
135019,66,510,98
135020,132,511,97
135021,120,521,99
135022,10,443,85
135023,132,518,99
135024,120,526,100
135025,204,479,91
135026,84,514,98
135027,60,581,117
135028,32,529,103
135029,24,539,106
135030,4,528,104
136001,132,501,95
136002,6,506,98
136003,14,532,104
136004,132,520,99
136005,120,529,101
136006,60,609,124
136007,96,578,115
136008,8,507,98
136011,60,585,118
136012,2,473,92
136013,4,501,97
136014,12,571,115
136015,28,451,86
136016,28,455,87
136017,28,454,87
136019,24,407,77
136020,8,457,88
136021,6,494,96
136023,24,536,105
136024,6,524,103
136025,8,509,99
136030,16,549,109
137001,132,529,101
137002,108,591,119
137003,66,394,74
137004,36,423,80
137005,120,539,104
137006,84,636,132
137007,28,413,78
137008,48,541,106
137009,66,515,99
137010,36,482,92
137011,28,479,92
137012,54,516,99
137013,4,556,112
137014,12,610,126
137015,60,571,114
137016,0,518,101
137017,72,518,99
137018,48,481,92
137019,28,442,84
137020,96,498,95
137021,54,473,90
137022,16,480,92
137023,32,351,66
137024,4,534,105
137025,14,596,122
137026,66,613,126
137027,96,572,114
137028,72,545,106
137029,108,555,109
137030,78,632,131
137031,32,590,120
137032,84,547,107
137033,108,568,112
137034,48,632,131
137035,108,591,119
137036,66,636,132
137037,96,623,128
137038,72,697,149
137039,54,675,143
137040,72,497,95
137041,36,478,91
137042,10,592,121
137043,84,531,102
137044,18,581,118
137045,36,516,99
137046,18,558,111
137047,0,497,97
137051,66,502,96
137052,0,504,98
138001,132,530,101
138003,108,517,99
138004,84,531,102
138005,96,526,101
138006,204,498,94
138007,120,561,110
138008,78,485,92
138009,54,461,88
138010,132,535,103
138011,28,563,112
138012,132,464,88
138013,108,518,99
138014,2,538,107
138015,4,534,105
138016,120,498,95
138017,96,542,105
138018,12,522,102
138019,6,541,107
138020,12,501,97
138021,24,553,110
139001,8,559,112
139002,22,526,102
139003,48,661,139
139004,42,555,110
139005,18,507,98
139006,22,514,99
139007,16,550,109
139008,18,490,94
139009,48,509,98
139010,24,508,98
139011,6,485,94
139012,24,467,90
139013,42,525,101
139014,10,524,102
139015,42,535,104
139016,14,496,96
139017,10,528,103
139018,48,630,131
139019,32,635,132
139020,60,639,133
139021,48,545,107
139022,28,560,111
141001,14,607,125
141002,20,621,129
141003,16,658,139
141004,18,502,97
141005,14,646,136
141006,18,551,109
141007,22,587,119
141008,24,553,110
141009,20,619,128
141010,20,575,116
141011,22,609,125
141012,20,494,95
141013,24,599,122
141014,14,608,126
141015,18,706,153
141016,16,609,126
141017,16,727,159
141018,16,639,134
141019,14,692,149
141021,18,666,142
141022,22,650,137
141023,20,573,115
141024,22,648,136
141025,20,685,147
141026,28,594,121
141027,24,639,134
141028,32,549,108
141029,32,543,107
141030,28,488,94
141031,36,484,93
141032,36,526,102
141033,36,527,102
141034,42,477,91
141035,32,601,123
141036,42,499,96
141037,36,514,99
141038,42,436,83
141039,36,436,83
141040,42,450,86
141041,42,511,98
141042,42,514,99
141043,42,442,84
141044,54,456,87
141045,48,527,102
141046,54,434,82
141047,54,459,87
141048,48,523,101
141049,54,504,97
142001,22,541,106
142002,14,555,111
142003,22,646,136
142004,24,484,93
142005,24,509,98
142006,20,534,105
142007,10,541,107
142008,32,635,132
142009,0,487,95
142010,2,546,109
142011,8,495,96
142012,6,541,107
142013,32,456,87
142014,16,569,115
142015,16,561,112
142016,6,509,99
142017,32,550,109
142018,42,575,115
142019,6,548,109
142020,14,479,92
142021,16,614,127
142022,36,627,130
142023,60,619,127
142024,8,544,108
142025,20,558,111
142026,24,480,92
142027,4,447,86
142028,54,510,98
142029,36,392,74
142030,8,501,97
143001,132,535,103
143002,108,582,116
143003,48,593,120
143004,84,601,122
143005,84,576,115
143006,96,564,111
143007,72,543,106
143008,78,488,93
143009,60,513,98
143010,54,641,134
143011,32,553,109
143013,72,477,91
143017,60,617,127
143018,96,574,114
143019,132,520,99
143021,132,495,94
143022,132,521,99
143023,96,562,111
143024,32,446,85
143025,120,540,104
146001,0,523,103
146002,10,591,121
148001,84,426,80
148002,132,459,87
148003,66,436,83
148004,20,487,94
148005,54,572,114
148006,132,529,101
148007,108,544,106
148008,96,424,80
148009,132,482,91
148012,84,531,102
148013,84,515,98
148015,132,518,99
148016,48,482,92
148017,60,563,112
148018,28,495,95
148019,72,490,93
148020,14,544,108
148021,48,532,103
148022,108,421,79
148023,84,541,105
148024,42,508,97
148025,96,532,102
148026,78,507,97
148027,132,521,99
148028,60,531,103
148029,72,462,88
148030,84,492,94
148031,108,505,96
148032,20,521,101
151001,156,518,99
151002,120,551,107
151003,108,573,114
151004,156,514,98
151005,48,517,99
151006,36,434,83
151007,48,498,95
151008,78,457,87
151009,108,567,112
151010,42,370,70
151011,42,485,93
151012,84,448,85
151013,132,512,97
151014,36,436,83
151015,108,591,119
151016,78,394,74
151017,36,581,117
151018,132,535,103
151019,120,544,105
151020,132,535,103
151021,108,568,112
151022,132,504,96
151023,120,555,109
151024,132,526,100
151025,120,561,110
151026,120,556,109
151027,60,516,99
151028,66,488,93
151029,48,557,110
151030,66,455,86
151031,96,615,126
151032,96,505,96
151033,120,548,107
151034,120,548,107
151035,54,479,91
151036,96,587,118
