rawscore,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_156,mo_204
22,160,160,160,160,160,160,160,160,160,160,156,147,138,128,118,107,97,91,84,78,73,68,63,59,55,52,49,46,47,47
23,160,160,160,160,160,160,160,160,160,160,160,153,144,134,124,113,102,94,88,82,76,71,66,62,58,55,52,49,50,50
24,160,160,160,160,160,160,160,160,160,160,160,159,149,140,129,119,108,98,91,85,80,74,69,65,61,58,55,52,52,53
25,160,160,160,160,160,160,160,160,160,160,160,160,155,145,135,125,114,103,95,89,83,77,73,68,64,60,57,55,55,55
26,160,160,160,160,160,160,160,160,160,160,160,160,160,151,141,131,120,109,98,92,86,81,76,71,67,63,60,58,58,58
27,160,160,160,160,160,160,160,160,160,160,160,160,160,157,147,136,126,114,103,95,89,84,79,74,70,66,63,60,60,61
28,160,160,160,160,160,160,160,160,160,160,160,160,160,160,153,142,131,120,109,99,93,87,82,77,73,69,66,63,63,63
29,160,160,160,160,160,160,160,160,160,160,160,160,160,160,159,148,137,126,115,104,96,90,85,80,76,72,69,66,66,66
30,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,154,143,132,121,110,99,94,88,83,79,75,72,69,68,68
31,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,149,138,127,116,105,97,91,86,82,78,74,71,71,71
32,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,155,144,133,122,111,100,94,89,85,81,77,74,74,74
33,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,150,139,128,117,106,98,92,88,84,80,77,77,76
34,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,156,145,134,123,112,101,95,91,87,83,80,79,79
35,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,151,140,129,118,108,99,94,89,86,82,82,82
36,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,157,146,135,125,114,103,97,92,88,85,85,84
37,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,152,142,131,120,109,100,95,91,88,87,87
38,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,159,148,137,126,116,106,98,94,91,90,89
39,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,154,143,132,122,112,102,97,93,93,92
40,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,149,139,128,118,109,100,96,95,95
41,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,155,145,135,125,115,106,99,98,97
42,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,151,141,131,121,112,104,102,100
