scale,form,agestrat,rawscore,SS,descrange,Percentile
GDS,parent,066,230,51,Delayed,0.1
GDS,parent,066,231,51,Delayed,0.1
GDS,parent,066,232,51,Delayed,0.1
GDS,parent,066,233,51,Delayed,0.1
GDS,parent,066,234,51,Delayed,0.1
GDS,parent,066,235,51,Delayed,0.1
GDS,parent,066,236,52,Delayed,0.1
GDS,parent,066,237,52,Delayed,0.1
GDS,parent,066,238,52,Delayed,0.1
GDS,parent,066,239,52,Delayed,0.1
GDS,parent,066,240,52,Delayed,0.1
GDS,parent,066,241,52,Delayed,0.1
GDS,parent,066,242,53,Delayed,0.1
GDS,parent,066,243,53,Delayed,0.1
GDS,parent,066,244,53,Delayed,0.1
GDS,parent,066,245,53,Delayed,0.1
GDS,parent,066,246,53,Delayed,0.1
GDS,parent,066,247,53,Delayed,0.1
GDS,parent,066,248,54,Delayed,0.1
GDS,parent,066,249,54,Delayed,0.1
GDS,parent,066,250,54,Delayed,0.1
GDS,parent,066,251,54,Delayed,0.1
GDS,parent,066,252,54,Delayed,0.1
GDS,parent,066,253,55,Delayed,0.1
GDS,parent,066,254,55,Delayed,0.1
GDS,parent,066,255,55,Delayed,0.1
GDS,parent,066,256,55,Delayed,0.1
GDS,parent,066,257,55,Delayed,0.1
GDS,parent,066,258,55,Delayed,0.1
GDS,parent,066,259,56,Delayed,0.2
GDS,parent,066,260,56,Delayed,0.2
GDS,parent,066,261,56,Delayed,0.2
GDS,parent,066,262,56,Delayed,0.2
GDS,parent,066,263,56,Delayed,0.2
GDS,parent,066,264,56,Delayed,0.2
GDS,parent,066,265,57,Delayed,0.2
GDS,parent,066,266,57,Delayed,0.2
GDS,parent,066,267,57,Delayed,0.2
GDS,parent,066,268,57,Delayed,0.2
GDS,parent,066,269,57,Delayed,0.2
GDS,parent,066,270,58,Delayed,0.3
GDS,parent,066,271,58,Delayed,0.3
GDS,parent,066,272,58,Delayed,0.3
GDS,parent,066,273,58,Delayed,0.3
GDS,parent,066,274,58,Delayed,0.3
GDS,parent,066,275,58,Delayed,0.3
GDS,parent,066,276,59,Delayed,0.3
GDS,parent,066,277,59,Delayed,0.3
GDS,parent,066,278,59,Delayed,0.3
GDS,parent,066,279,59,Delayed,0.3
GDS,parent,066,280,59,Delayed,0.3
GDS,parent,066,281,59,Delayed,0.3
GDS,parent,066,282,60,Delayed,0.4
GDS,parent,066,283,60,Delayed,0.4
GDS,parent,066,284,60,Delayed,0.4
GDS,parent,066,285,60,Delayed,0.4
GDS,parent,066,286,60,Delayed,0.4
GDS,parent,066,287,61,Delayed,0.5
GDS,parent,066,288,61,Delayed,0.5
GDS,parent,066,289,61,Delayed,0.5
GDS,parent,066,290,61,Delayed,0.5
GDS,parent,066,291,61,Delayed,0.5
GDS,parent,066,292,61,Delayed,0.5
GDS,parent,066,293,62,Delayed,1
GDS,parent,066,294,62,Delayed,1
GDS,parent,066,295,62,Delayed,1
GDS,parent,066,296,62,Delayed,1
GDS,parent,066,297,62,Delayed,1
GDS,parent,066,298,62,Delayed,1
GDS,parent,066,299,63,Delayed,1
GDS,parent,066,300,63,Delayed,1
GDS,parent,066,301,63,Delayed,1
GDS,parent,066,302,63,Delayed,1
GDS,parent,066,303,63,Delayed,1
GDS,parent,066,304,63,Delayed,1
GDS,parent,066,305,64,Delayed,1
GDS,parent,066,306,64,Delayed,1
GDS,parent,066,307,64,Delayed,1
GDS,parent,066,308,64,Delayed,1
GDS,parent,066,309,64,Delayed,1
GDS,parent,066,310,65,Delayed,1
GDS,parent,066,311,65,Delayed,1
GDS,parent,066,312,65,Delayed,1
GDS,parent,066,313,65,Delayed,1
GDS,parent,066,314,65,Delayed,1
GDS,parent,066,315,65,Delayed,1
GDS,parent,066,316,66,Delayed,1
GDS,parent,066,317,66,Delayed,1
GDS,parent,066,318,66,Delayed,1
GDS,parent,066,319,66,Delayed,1
GDS,parent,066,320,66,Delayed,1
GDS,parent,066,321,66,Delayed,1
GDS,parent,066,322,67,Delayed,1
GDS,parent,066,323,67,Delayed,1
GDS,parent,066,324,67,Delayed,1
GDS,parent,066,325,67,Delayed,1
GDS,parent,066,326,67,Delayed,1
GDS,parent,066,327,68,Delayed,2
GDS,parent,066,328,68,Delayed,2
GDS,parent,066,329,68,Delayed,2
GDS,parent,066,330,68,Delayed,2
GDS,parent,066,331,68,Delayed,2
GDS,parent,066,332,68,Delayed,2
GDS,parent,066,333,69,Delayed,2
GDS,parent,066,334,69,Delayed,2
GDS,parent,066,335,69,Delayed,2
GDS,parent,066,336,69,Delayed,2
GDS,parent,066,337,69,Delayed,2
GDS,parent,066,338,69,Delayed,2
GDS,parent,066,339,70,Below average,2
GDS,parent,066,340,70,Below average,2
GDS,parent,066,341,70,Below average,2
GDS,parent,066,342,70,Below average,2
GDS,parent,066,343,70,Below average,2
GDS,parent,066,344,70,Below average,2
GDS,parent,066,345,71,Below average,3
GDS,parent,066,346,71,Below average,3
GDS,parent,066,347,71,Below average,3
GDS,parent,066,348,71,Below average,3
GDS,parent,066,349,71,Below average,3
GDS,parent,066,350,72,Below average,3
GDS,parent,066,351,72,Below average,3
GDS,parent,066,352,72,Below average,3
GDS,parent,066,353,72,Below average,3
GDS,parent,066,354,72,Below average,3
GDS,parent,066,355,72,Below average,3
GDS,parent,066,356,73,Below average,4
GDS,parent,066,357,73,Below average,4
GDS,parent,066,358,73,Below average,4
GDS,parent,066,359,73,Below average,4
GDS,parent,066,360,73,Below average,4
GDS,parent,066,361,73,Below average,4
GDS,parent,066,362,74,Below average,4
GDS,parent,066,363,74,Below average,4
GDS,parent,066,364,74,Below average,4
GDS,parent,066,365,74,Below average,4
GDS,parent,066,366,74,Below average,4
GDS,parent,066,367,75,Below average,5
GDS,parent,066,368,75,Below average,5
GDS,parent,066,369,75,Below average,5
GDS,parent,066,370,75,Below average,5
GDS,parent,066,371,75,Below average,5
GDS,parent,066,372,75,Below average,5
GDS,parent,066,373,76,Below average,5
GDS,parent,066,374,76,Below average,5
GDS,parent,066,375,76,Below average,5
GDS,parent,066,376,76,Below average,5
GDS,parent,066,377,76,Below average,5
GDS,parent,066,378,76,Below average,5
GDS,parent,066,379,77,Below average,6
GDS,parent,066,380,77,Below average,6
GDS,parent,066,381,77,Below average,6
GDS,parent,066,382,77,Below average,6
GDS,parent,066,383,77,Below average,6
GDS,parent,066,384,77,Below average,6
GDS,parent,066,385,78,Below average,7
GDS,parent,066,386,78,Below average,7
GDS,parent,066,387,78,Below average,7
GDS,parent,066,388,78,Below average,7
GDS,parent,066,389,78,Below average,7
GDS,parent,066,390,79,Below average,8
GDS,parent,066,391,79,Below average,8
GDS,parent,066,392,79,Below average,8
GDS,parent,066,393,79,Below average,8
GDS,parent,066,394,79,Below average,8
GDS,parent,066,395,79,Below average,8
GDS,parent,066,396,80,Below average,9
GDS,parent,066,397,80,Below average,9
GDS,parent,066,398,80,Below average,9
GDS,parent,066,399,80,Below average,9
GDS,parent,066,400,80,Below average,9
GDS,parent,066,401,80,Below average,9
GDS,parent,066,402,81,Below average,10
GDS,parent,066,403,81,Below average,10
GDS,parent,066,404,81,Below average,10
GDS,parent,066,405,81,Below average,10
GDS,parent,066,406,81,Below average,10
GDS,parent,066,407,82,Below average,12
GDS,parent,066,408,82,Below average,12
GDS,parent,066,409,82,Below average,12
GDS,parent,066,410,82,Below average,12
GDS,parent,066,411,82,Below average,12
GDS,parent,066,412,82,Below average,12
GDS,parent,066,413,83,Below average,13
GDS,parent,066,414,83,Below average,13
GDS,parent,066,415,83,Below average,13
GDS,parent,066,416,83,Below average,13
GDS,parent,066,417,83,Below average,13
GDS,parent,066,418,83,Below average,13
GDS,parent,066,419,84,Below average,14
GDS,parent,066,420,84,Below average,14
GDS,parent,066,421,84,Below average,14
GDS,parent,066,422,84,Below average,14
GDS,parent,066,423,84,Below average,14
GDS,parent,066,424,85,Average,16
GDS,parent,066,425,85,Average,16
GDS,parent,066,426,85,Average,16
GDS,parent,066,427,85,Average,16
GDS,parent,066,428,85,Average,16
GDS,parent,066,429,85,Average,16
GDS,parent,066,430,86,Average,18
GDS,parent,066,431,86,Average,18
GDS,parent,066,432,86,Average,18
GDS,parent,066,433,86,Average,18
GDS,parent,066,434,86,Average,18
GDS,parent,066,435,86,Average,18
GDS,parent,066,436,87,Average,19
GDS,parent,066,437,87,Average,19
GDS,parent,066,438,87,Average,19
GDS,parent,066,439,87,Average,19
GDS,parent,066,440,87,Average,19
GDS,parent,066,441,87,Average,19
GDS,parent,066,442,88,Average,21
GDS,parent,066,443,88,Average,21
GDS,parent,066,444,88,Average,21
GDS,parent,066,445,88,Average,21
GDS,parent,066,446,88,Average,21
GDS,parent,066,447,89,Average,23
GDS,parent,066,448,89,Average,23
GDS,parent,066,449,89,Average,23
GDS,parent,066,450,89,Average,23
GDS,parent,066,451,89,Average,23
GDS,parent,066,452,89,Average,23
GDS,parent,066,453,90,Average,25
GDS,parent,066,454,90,Average,25
GDS,parent,066,455,90,Average,25
GDS,parent,066,456,90,Average,25
GDS,parent,066,457,90,Average,25
GDS,parent,066,458,90,Average,25
GDS,parent,066,459,91,Average,27
GDS,parent,066,460,91,Average,27
GDS,parent,066,461,91,Average,27
GDS,parent,066,462,91,Average,27
GDS,parent,066,463,91,Average,27
GDS,parent,066,464,92,Average,30
GDS,parent,066,465,92,Average,30
GDS,parent,066,466,92,Average,30
GDS,parent,066,467,92,Average,30
GDS,parent,066,468,92,Average,30
GDS,parent,066,469,92,Average,30
GDS,parent,066,470,93,Average,32
GDS,parent,066,471,93,Average,32
GDS,parent,066,472,93,Average,32
GDS,parent,066,473,93,Average,32
GDS,parent,066,474,93,Average,32
GDS,parent,066,475,93,Average,32
GDS,parent,066,476,94,Average,34
GDS,parent,066,477,94,Average,34
GDS,parent,066,478,94,Average,34
GDS,parent,066,479,94,Average,34
GDS,parent,066,480,94,Average,34
GDS,parent,066,481,94,Average,34
GDS,parent,066,482,95,Average,37
GDS,parent,066,483,95,Average,37
GDS,parent,066,484,95,Average,37
GDS,parent,066,485,95,Average,37
GDS,parent,066,486,95,Average,37
GDS,parent,066,487,96,Average,39
GDS,parent,066,488,96,Average,39
GDS,parent,066,489,96,Average,39
GDS,parent,066,490,96,Average,39
GDS,parent,066,491,96,Average,39
GDS,parent,066,492,96,Average,39
GDS,parent,066,493,97,Average,42
GDS,parent,066,494,97,Average,42
GDS,parent,066,495,97,Average,42
GDS,parent,066,496,97,Average,42
GDS,parent,066,497,97,Average,42
GDS,parent,066,498,97,Average,42
GDS,parent,066,499,98,Average,45
GDS,parent,066,500,98,Average,45
GDS,parent,066,501,98,Average,45
GDS,parent,066,502,98,Average,45
GDS,parent,066,503,98,Average,45
GDS,parent,066,504,99,Average,47
GDS,parent,066,505,99,Average,47
GDS,parent,066,506,99,Average,47
GDS,parent,066,507,99,Average,47
GDS,parent,066,508,99,Average,47
GDS,parent,066,509,99,Average,47
GDS,parent,066,510,100,Average,50
GDS,parent,066,511,100,Average,50
GDS,parent,066,512,100,Average,50
GDS,parent,066,513,100,Average,50
GDS,parent,066,514,100,Average,50
GDS,parent,066,515,100,Average,50
GDS,parent,066,516,101,Average,53
GDS,parent,066,517,101,Average,53
GDS,parent,066,518,101,Average,53
GDS,parent,066,519,101,Average,53
GDS,parent,066,520,101,Average,53
GDS,parent,066,521,102,Average,55
GDS,parent,066,522,102,Average,55
GDS,parent,066,523,102,Average,55
GDS,parent,066,524,102,Average,55
GDS,parent,066,525,102,Average,55
GDS,parent,066,526,102,Average,55
GDS,parent,066,527,103,Average,58
GDS,parent,066,528,103,Average,58
GDS,parent,066,529,103,Average,58
GDS,parent,066,530,103,Average,58
GDS,parent,066,531,103,Average,58
GDS,parent,066,532,103,Average,58
GDS,parent,066,533,104,Average,61
GDS,parent,066,534,104,Average,61
GDS,parent,066,535,104,Average,61
GDS,parent,066,536,104,Average,61
GDS,parent,066,537,104,Average,61
GDS,parent,066,538,104,Average,61
GDS,parent,066,539,105,Average,63
GDS,parent,066,540,105,Average,63
GDS,parent,066,541,105,Average,63
GDS,parent,066,542,105,Average,63
GDS,parent,066,543,105,Average,63
GDS,parent,066,544,106,Average,66
GDS,parent,066,545,106,Average,66
GDS,parent,066,546,106,Average,66
GDS,parent,066,547,106,Average,66
GDS,parent,066,548,106,Average,66
GDS,parent,066,549,106,Average,66
GDS,parent,066,550,107,Average,68
GDS,parent,066,551,107,Average,68
GDS,parent,066,552,107,Average,68
GDS,parent,066,553,107,Average,68
GDS,parent,066,554,107,Average,68
GDS,parent,066,555,107,Average,68
GDS,parent,066,556,108,Average,70
GDS,parent,066,557,108,Average,70
GDS,parent,066,558,108,Average,70
GDS,parent,066,559,108,Average,70
GDS,parent,066,560,108,Average,70
GDS,parent,066,561,109,Average,73
GDS,parent,066,562,109,Average,73
GDS,parent,066,563,109,Average,73
GDS,parent,066,564,109,Average,73
GDS,parent,066,565,109,Average,73
GDS,parent,066,566,109,Average,73
GDS,parent,066,567,110,Average,75
GDS,parent,066,568,110,Average,75
GDS,parent,066,569,110,Average,75
GDS,parent,066,570,110,Average,75
GDS,parent,066,571,110,Average,75
GDS,parent,066,572,110,Average,75
GDS,parent,066,573,111,Average,77
GDS,parent,066,574,111,Average,77
GDS,parent,066,575,111,Average,77
GDS,parent,066,576,111,Average,77
GDS,parent,066,577,111,Average,77
GDS,parent,066,578,111,Average,77
GDS,parent,066,579,112,Average,79
GDS,parent,066,580,112,Average,79
GDS,parent,066,581,112,Average,79
GDS,parent,066,582,112,Average,79
GDS,parent,066,583,112,Average,79
GDS,parent,066,584,113,Average,81
GDS,parent,066,585,113,Average,81
GDS,parent,066,586,113,Average,81
GDS,parent,066,587,113,Average,81
GDS,parent,066,588,113,Average,81
GDS,parent,066,589,113,Average,81
GDS,parent,066,590,114,Average,82
GDS,parent,066,591,114,Average,82
GDS,parent,066,592,114,Average,82
GDS,parent,066,593,114,Average,82
GDS,parent,066,594,114,Average,82
GDS,parent,066,595,114,Average,82
GDS,parent,066,596,115,Average,84
GDS,parent,066,597,115,Average,84
GDS,parent,066,598,115,Average,84
GDS,parent,066,599,115,Average,84
GDS,parent,066,600,115,Average,84
GDS,parent,066,601,116,Above average,86
GDS,parent,066,602,116,Above average,86
GDS,parent,066,603,116,Above average,86
GDS,parent,066,604,116,Above average,86
GDS,parent,066,605,116,Above average,86
GDS,parent,066,606,116,Above average,86
GDS,parent,066,607,117,Above average,87
GDS,parent,066,608,117,Above average,87
GDS,parent,066,609,117,Above average,87
GDS,parent,066,610,117,Above average,87
GDS,parent,066,611,117,Above average,87
GDS,parent,066,612,117,Above average,87
GDS,parent,066,613,118,Above average,88
GDS,parent,066,614,118,Above average,88
GDS,parent,066,615,118,Above average,88
GDS,parent,066,616,118,Above average,88
GDS,parent,066,617,118,Above average,88
GDS,parent,066,618,119,Above average,90
GDS,parent,066,619,119,Above average,90
GDS,parent,066,620,119,Above average,90
GDS,parent,066,621,119,Above average,90
GDS,parent,066,622,119,Above average,90
GDS,parent,066,623,119,Above average,90
GDS,parent,066,624,120,Above average,91
GDS,parent,066,625,120,Above average,91
GDS,parent,066,626,120,Above average,91
GDS,parent,066,627,120,Above average,91
GDS,parent,066,628,120,Above average,91
GDS,parent,066,629,120,Above average,91
GDS,parent,066,630,121,Above average,92
GDS,parent,066,631,121,Above average,92
GDS,parent,066,632,121,Above average,92
GDS,parent,066,633,121,Above average,92
GDS,parent,066,634,121,Above average,92
GDS,parent,066,635,121,Above average,92
GDS,parent,066,636,122,Above average,93
GDS,parent,066,637,122,Above average,93
GDS,parent,066,638,122,Above average,93
GDS,parent,066,639,122,Above average,93
GDS,parent,066,640,122,Above average,93
GDS,parent,066,641,123,Above average,94
GDS,parent,066,642,123,Above average,94
GDS,parent,066,643,123,Above average,94
GDS,parent,066,644,123,Above average,94
GDS,parent,066,645,123,Above average,94
GDS,parent,066,646,123,Above average,94
GDS,parent,066,647,124,Above average,95
GDS,parent,066,648,124,Above average,95
GDS,parent,066,649,124,Above average,95
GDS,parent,066,650,124,Above average,95
GDS,parent,066,651,124,Above average,95
GDS,parent,066,652,124,Above average,95
GDS,parent,066,653,125,Above average,95
GDS,parent,066,654,125,Above average,95
GDS,parent,066,655,125,Above average,95
GDS,parent,066,656,125,Above average,95
GDS,parent,066,657,125,Above average,95
GDS,parent,066,658,126,Above average,96
GDS,parent,066,659,126,Above average,96
GDS,parent,066,660,126,Above average,96
GDS,parent,066,661,126,Above average,96
GDS,parent,066,662,126,Above average,96
GDS,parent,066,663,126,Above average,96
GDS,parent,066,664,127,Above average,96
GDS,parent,066,665,127,Above average,96
GDS,parent,066,666,127,Above average,96
GDS,parent,066,667,127,Above average,96
GDS,parent,066,668,127,Above average,96
GDS,parent,066,669,127,Above average,96
GDS,parent,066,670,128,Above average,97
GDS,parent,066,671,128,Above average,97
GDS,parent,066,672,128,Above average,97
GDS,parent,066,673,128,Above average,97
GDS,parent,066,674,128,Above average,97
GDS,parent,066,675,128,Above average,97
GDS,parent,066,676,129,Above average,97
GDS,parent,066,677,129,Above average,97
GDS,parent,066,678,129,Above average,97
GDS,parent,066,679,129,Above average,97
GDS,parent,066,680,129,Above average,97
GDS,parent,066,681,130,Above average,98
GDS,parent,066,682,130,Above average,98
GDS,parent,066,683,130,Above average,98
GDS,parent,066,684,130,Above average,98
GDS,parent,066,685,130,Above average,98
GDS,parent,066,686,130,Above average,98
GDS,parent,066,687,131,Well above average,98
GDS,parent,066,688,131,Well above average,98
GDS,parent,066,689,131,Well above average,98
GDS,parent,066,690,131,Well above average,98
GDS,parent,066,691,131,Well above average,98
GDS,parent,066,692,131,Well above average,98
GDS,parent,066,693,132,Well above average,98
GDS,parent,066,694,132,Well above average,98
GDS,parent,066,695,132,Well above average,98
GDS,parent,066,696,132,Well above average,98
GDS,parent,066,697,132,Well above average,98
GDS,parent,066,698,133,Well above average,99
GDS,parent,066,699,133,Well above average,99
GDS,parent,066,700,133,Well above average,99
GDS,parent,066,701,133,Well above average,99
GDS,parent,066,702,133,Well above average,99
GDS,parent,066,703,133,Well above average,99
GDS,parent,066,704,134,Well above average,99
GDS,parent,066,705,134,Well above average,99
GDS,parent,066,706,134,Well above average,99
GDS,parent,066,707,134,Well above average,99
GDS,parent,066,708,134,Well above average,99
GDS,parent,066,709,134,Well above average,99
GDS,parent,066,710,135,Well above average,99
GDS,parent,066,711,135,Well above average,99
GDS,parent,066,712,135,Well above average,99
GDS,parent,066,713,135,Well above average,99
GDS,parent,066,714,135,Well above average,99
GDS,parent,066,715,136,Well above average,99
GDS,parent,066,716,136,Well above average,99
GDS,parent,066,717,136,Well above average,99
GDS,parent,066,718,136,Well above average,99
GDS,parent,066,719,136,Well above average,99
GDS,parent,066,720,136,Well above average,99
GDS,parent,066,721,137,Well above average,99
GDS,parent,066,722,137,Well above average,99
GDS,parent,066,723,137,Well above average,99
GDS,parent,066,724,137,Well above average,99
GDS,parent,066,725,137,Well above average,99
GDS,parent,066,726,137,Well above average,99
GDS,parent,066,727,138,Well above average,99
GDS,parent,066,728,138,Well above average,99
GDS,parent,066,729,138,Well above average,99
GDS,parent,066,730,138,Well above average,99
GDS,parent,066,731,138,Well above average,99
GDS,parent,066,732,138,Well above average,99
GDS,parent,066,733,139,Well above average,99.5
GDS,parent,066,734,139,Well above average,99.5
GDS,parent,066,735,139,Well above average,99.5
GDS,parent,066,736,139,Well above average,99.5
GDS,parent,066,737,139,Well above average,99.5
GDS,parent,066,738,140,Well above average,99.6
GDS,parent,066,739,140,Well above average,99.6
GDS,parent,066,740,140,Well above average,99.6
GDS,parent,066,741,140,Well above average,99.6
GDS,parent,066,742,140,Well above average,99.6
GDS,parent,066,743,140,Well above average,99.6
GDS,parent,066,744,141,Well above average,99.7
GDS,parent,066,745,141,Well above average,99.7
GDS,parent,066,746,141,Well above average,99.7
GDS,parent,066,747,141,Well above average,99.7
GDS,parent,066,748,141,Well above average,99.7
GDS,parent,066,749,141,Well above average,99.7
GDS,parent,066,750,142,Well above average,99.7
GDS,parent,066,751,142,Well above average,99.7
GDS,parent,066,752,142,Well above average,99.7
GDS,parent,066,753,142,Well above average,99.7
GDS,parent,066,754,142,Well above average,99.7
GDS,parent,066,755,143,Well above average,99.8
GDS,parent,066,756,143,Well above average,99.8
GDS,parent,066,757,143,Well above average,99.8
GDS,parent,066,758,143,Well above average,99.8
GDS,parent,066,759,143,Well above average,99.8
GDS,parent,066,760,143,Well above average,99.8
GDS,parent,066,761,144,Well above average,99.8
GDS,parent,066,762,144,Well above average,99.8
GDS,parent,066,763,144,Well above average,99.8
GDS,parent,066,764,144,Well above average,99.8
GDS,parent,066,765,144,Well above average,99.8
GDS,parent,066,766,144,Well above average,99.8
GDS,parent,066,767,145,Well above average,99.9
GDS,parent,066,768,145,Well above average,99.9
GDS,parent,066,769,145,Well above average,99.9
GDS,parent,066,770,145,Well above average,99.9
GDS,parent,066,771,145,Well above average,99.9
GDS,parent,066,772,145,Well above average,99.9
GDS,parent,066,773,146,Well above average,99.9
GDS,parent,066,774,146,Well above average,99.9
GDS,parent,066,775,146,Well above average,99.9
GDS,parent,066,776,146,Well above average,99.9
GDS,parent,066,777,146,Well above average,99.9
GDS,parent,066,778,147,Well above average,99.9
GDS,parent,066,779,147,Well above average,99.9
GDS,parent,066,780,147,Well above average,99.9
GDS,parent,066,781,147,Well above average,99.9
GDS,parent,066,782,147,Well above average,99.9
GDS,parent,066,783,147,Well above average,99.9
GDS,parent,066,784,148,Well above average,99.9
GDS,parent,066,785,148,Well above average,99.9
GDS,parent,066,786,148,Well above average,99.9
GDS,parent,066,787,148,Well above average,99.9
GDS,parent,066,788,148,Well above average,99.9
GDS,parent,066,789,148,Well above average,99.9
GDS,parent,066,790,149,Well above average,99.9
GDS,parent,066,791,149,Well above average,99.9
GDS,parent,066,792,149,Well above average,99.9
GDS,parent,066,793,149,Well above average,99.9
GDS,parent,066,794,149,Well above average,99.9
GDS,parent,066,795,150,Well above average,>99.9
GDS,parent,066,796,150,Well above average,>99.9
GDS,parent,066,797,150,Well above average,>99.9
GDS,parent,066,798,150,Well above average,>99.9
GDS,parent,066,799,150,Well above average,>99.9
GDS,parent,066,800,150,Well above average,>99.9
GDS,parent,072,211,47,Delayed,<0.1
GDS,parent,072,212,47,Delayed,<0.1
GDS,parent,072,213,48,Delayed,<0.1
GDS,parent,072,214,48,Delayed,<0.1
GDS,parent,072,215,48,Delayed,<0.1
GDS,parent,072,216,48,Delayed,<0.1
GDS,parent,072,217,48,Delayed,<0.1
GDS,parent,072,218,48,Delayed,<0.1
GDS,parent,072,219,49,Delayed,<0.1
GDS,parent,072,220,49,Delayed,<0.1
GDS,parent,072,221,49,Delayed,<0.1
GDS,parent,072,222,49,Delayed,<0.1
GDS,parent,072,223,49,Delayed,<0.1
GDS,parent,072,224,49,Delayed,<0.1
GDS,parent,072,225,50,Delayed,<0.1
GDS,parent,072,226,50,Delayed,<0.1
GDS,parent,072,227,50,Delayed,<0.1
GDS,parent,072,228,50,Delayed,<0.1
GDS,parent,072,229,50,Delayed,<0.1
GDS,parent,072,230,51,Delayed,0.1
GDS,parent,072,231,51,Delayed,0.1
GDS,parent,072,232,51,Delayed,0.1
GDS,parent,072,233,51,Delayed,0.1
GDS,parent,072,234,51,Delayed,0.1
GDS,parent,072,235,51,Delayed,0.1
GDS,parent,072,236,52,Delayed,0.1
GDS,parent,072,237,52,Delayed,0.1
GDS,parent,072,238,52,Delayed,0.1
GDS,parent,072,239,52,Delayed,0.1
GDS,parent,072,240,52,Delayed,0.1
GDS,parent,072,241,52,Delayed,0.1
GDS,parent,072,242,53,Delayed,0.1
GDS,parent,072,243,53,Delayed,0.1
GDS,parent,072,244,53,Delayed,0.1
GDS,parent,072,245,53,Delayed,0.1
GDS,parent,072,246,53,Delayed,0.1
GDS,parent,072,247,53,Delayed,0.1
GDS,parent,072,248,54,Delayed,0.1
GDS,parent,072,249,54,Delayed,0.1
GDS,parent,072,250,54,Delayed,0.1
GDS,parent,072,251,54,Delayed,0.1
GDS,parent,072,252,54,Delayed,0.1
GDS,parent,072,253,55,Delayed,0.1
GDS,parent,072,254,55,Delayed,0.1
GDS,parent,072,255,55,Delayed,0.1
GDS,parent,072,256,55,Delayed,0.1
GDS,parent,072,257,55,Delayed,0.1
GDS,parent,072,258,55,Delayed,0.1
GDS,parent,072,259,56,Delayed,0.2
GDS,parent,072,260,56,Delayed,0.2
GDS,parent,072,261,56,Delayed,0.2
GDS,parent,072,262,56,Delayed,0.2
GDS,parent,072,263,56,Delayed,0.2
GDS,parent,072,264,56,Delayed,0.2
GDS,parent,072,265,57,Delayed,0.2
GDS,parent,072,266,57,Delayed,0.2
GDS,parent,072,267,57,Delayed,0.2
GDS,parent,072,268,57,Delayed,0.2
GDS,parent,072,269,57,Delayed,0.2
GDS,parent,072,270,58,Delayed,0.3
GDS,parent,072,271,58,Delayed,0.3
GDS,parent,072,272,58,Delayed,0.3
GDS,parent,072,273,58,Delayed,0.3
GDS,parent,072,274,58,Delayed,0.3
GDS,parent,072,275,58,Delayed,0.3
GDS,parent,072,276,59,Delayed,0.3
GDS,parent,072,277,59,Delayed,0.3
GDS,parent,072,278,59,Delayed,0.3
GDS,parent,072,279,59,Delayed,0.3
GDS,parent,072,280,59,Delayed,0.3
GDS,parent,072,281,59,Delayed,0.3
GDS,parent,072,282,60,Delayed,0.4
GDS,parent,072,283,60,Delayed,0.4
GDS,parent,072,284,60,Delayed,0.4
GDS,parent,072,285,60,Delayed,0.4
GDS,parent,072,286,60,Delayed,0.4
GDS,parent,072,287,61,Delayed,0.5
GDS,parent,072,288,61,Delayed,0.5
GDS,parent,072,289,61,Delayed,0.5
GDS,parent,072,290,61,Delayed,0.5
GDS,parent,072,291,61,Delayed,0.5
GDS,parent,072,292,61,Delayed,0.5
GDS,parent,072,293,62,Delayed,1
GDS,parent,072,294,62,Delayed,1
GDS,parent,072,295,62,Delayed,1
GDS,parent,072,296,62,Delayed,1
GDS,parent,072,297,62,Delayed,1
GDS,parent,072,298,62,Delayed,1
GDS,parent,072,299,63,Delayed,1
GDS,parent,072,300,63,Delayed,1
GDS,parent,072,301,63,Delayed,1
GDS,parent,072,302,63,Delayed,1
GDS,parent,072,303,63,Delayed,1
GDS,parent,072,304,63,Delayed,1
GDS,parent,072,305,64,Delayed,1
GDS,parent,072,306,64,Delayed,1
GDS,parent,072,307,64,Delayed,1
GDS,parent,072,308,64,Delayed,1
GDS,parent,072,309,64,Delayed,1
GDS,parent,072,310,65,Delayed,1
GDS,parent,072,311,65,Delayed,1
GDS,parent,072,312,65,Delayed,1
GDS,parent,072,313,65,Delayed,1
GDS,parent,072,314,65,Delayed,1
GDS,parent,072,315,65,Delayed,1
GDS,parent,072,316,66,Delayed,1
GDS,parent,072,317,66,Delayed,1
GDS,parent,072,318,66,Delayed,1
GDS,parent,072,319,66,Delayed,1
GDS,parent,072,320,66,Delayed,1
GDS,parent,072,321,66,Delayed,1
GDS,parent,072,322,67,Delayed,1
GDS,parent,072,323,67,Delayed,1
GDS,parent,072,324,67,Delayed,1
GDS,parent,072,325,67,Delayed,1
GDS,parent,072,326,67,Delayed,1
GDS,parent,072,327,68,Delayed,2
GDS,parent,072,328,68,Delayed,2
GDS,parent,072,329,68,Delayed,2
GDS,parent,072,330,68,Delayed,2
GDS,parent,072,331,68,Delayed,2
GDS,parent,072,332,68,Delayed,2
GDS,parent,072,333,69,Delayed,2
GDS,parent,072,334,69,Delayed,2
GDS,parent,072,335,69,Delayed,2
GDS,parent,072,336,69,Delayed,2
GDS,parent,072,337,69,Delayed,2
GDS,parent,072,338,69,Delayed,2
GDS,parent,072,339,70,Below average,2
GDS,parent,072,340,70,Below average,2
GDS,parent,072,341,70,Below average,2
