SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_156,mo_204
87,-,1,-,-,-,4,-,-,-,-,-,-,-,-,-,18,-,21,-,-,-,-,-,30,31,-,-,34,35,35
86,-,-,-,-,3,-,5,6,-,-,10,-,13,-,16,-,-,-,-,24,-,27,-,-,-,32,33,-,-,-
85,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,19,-,22,-,25,-,28,29,-,-,-,-,34,-
84,-,-,-,-,-,-,-,-,7,-,-,11,-,14,-,17,-,-,-,-,-,26,-,-,30,31,32,33,-,34
83,-,-,1,-,-,-,-,-,-,8,-,-,-,-,-,-,-,20,-,23,-,-,27,-,-,-,-,-,33,-
82,0,-,-,-,-,-,-,-,-,-,-,-,12,-,15,-,18,-,21,-,24,-,-,28,29,-,31,32,-,33
81,-,-,-,-,-,3,4,5,-,-,9,-,-,-,-,-,-,-,-,-,-,25,-,-,-,30,-,-,-,-
80,-,-,-,-,2,-,-,-,6,-,-,10,-,13,-,16,-,19,-,22,-,-,26,-,-,-,-,31,32,32
79,-,0,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,23,-,-,27,28,29,30,-,-,-
78,-,-,-,-,-,-,-,-,-,7,-,-,11,-,14,-,17,-,-,-,-,24,-,-,-,-,-,-,31,31
77,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,15,-,18,-,21,-,-,25,26,27,28,29,30,-,-
76,-,-,0,-,-,-,3,-,-,-,-,9,-,12,-,-,-,-,19,-,22,-,-,-,-,-,-,-,30,30
75,-,-,-,-,-,2,-,4,5,-,-,-,-,-,13,-,16,-,-,-,-,23,24,-,-,-,-,29,-,-
74,-,-,-,-,1,-,-,-,-,6,-,-,10,-,-,-,-,17,-,20,-,-,-,25,26,27,28,-,-,-
73,-,-,-,-,-,-,-,-,-,-,7,-,-,11,-,14,-,-,-,-,21,22,-,-,-,-,-,28,29,29
72,-,-,-,0,-,-,-,-,-,-,-,8,-,-,-,-,15,-,18,-,-,-,23,24,-,26,27,-,-,-
71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,16,-,19,-,-,-,-,25,-,-,-,28,28
70,-,-,-,-,-,1,2,3,4,-,-,-,9,-,-,13,-,-,-,-,20,21,-,-,-,-,26,27,-,-
69,-,-,-,-,-,-,-,-,-,5,6,-,-,10,-,-,14,-,17,-,-,-,22,23,24,25,-,-,27,27
68,-,-,-,-,0,-,-,-,-,-,-,7,-,-,11,-,-,-,-,18,19,-,-,-,-,-,-,26,-,-
67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,20,21,-,-,24,25,-,26,26
66,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,12,-,-,16,-,-,-,-,22,23,-,-,25,-,-
65,-,-,-,-,-,-,1,2,3,4,-,-,-,9,-,-,13,-,-,17,18,-,-,-,-,-,24,-,-,-
64,-,-,-,-,-,0,-,-,-,-,5,-,-,-,10,-,-,14,-,-,-,19,20,21,22,23,-,-,25,25
63,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,11,-,-,15,-,-,-,-,-,-,-,-,24,-,-
62,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,12,-,-,16,17,-,-,-,-,22,23,-,24,24
61,-,-,-,-,-,-,-,-,2,-,-,-,-,8,-,-,-,13,-,-,-,18,19,20,21,-,-,23,-,-
60,-,-,-,-,-,-,0,1,-,3,4,-,-,-,9,-,-,-,14,-,-,-,-,-,-,-,22,-,23,23
59,-,-,-,-,-,-,-,-,-,-,-,5,6,-,-,10,11,-,-,15,16,17,-,-,20,21,-,22,-,-
58,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,12,-,-,-,-,18,19,-,-,21,-,-,22
57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,13,-,-,-,-,-,-,20,-,-,22,-
56,-,-,-,-,-,-,-,-,1,2,3,-,-,-,-,9,-,-,-,14,15,16,17,18,19,-,-,21,-,21
55,-,-,-,-,-,-,-,0,-,-,-,4,5,-,-,-,10,11,-,-,-,-,-,-,-,-,20,-,21,-
54,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,12,-,-,-,-,-,18,19,-,20,-,-
53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,8,-,-,-,13,14,15,16,17,-,-,19,-,20,20
52,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,18,-,19,-,-
51,-,-,-,-,-,-,-,-,0,1,2,3,4,-,-,-,-,10,11,12,-,-,-,16,17,-,-,-,19,19
50,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,-,-,-,-,-,13,14,15,-,-,-,18,-,-,-
49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,8,-,-,-,-,-,-,-,16,17,-,18,-,18
48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,10,11,-,-,14,15,-,-,17,-,18,-
47,-,-,-,-,-,-,-,-,-,0,1,2,3,-,-,-,-,-,-,-,12,13,-,-,-,16,-,17,-,17
46,-,-,-,-,-,-,-,-,-,-,-,-,-,4,5,6,-,-,-,-,-,-,-,-,15,-,16,-,17,-
45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,8,9,10,11,12,13,14,-,-,-,-,-,-
44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,-,16,16,16
43,-,-,-,-,-,-,-,-,-,-,0,1,2,3,4,-,-,-,-,-,-,-,-,13,14,-,15,-,-,-
42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,7,8,9,10,11,12,-,-,14,-,15,15,15
41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,14,-,-,-
40,-,-,-,-,-,-,-,-,-,-,-,0,0-1,0-2,0-3,0-4,0-5,0-6,0-7,0-8,0-9,0-10,0-11,0-12,0-12,0-13,0-13,0-14,0-14,0-14
