ID,agestrat,PHYscore
224004,32,22
227002,32,17
227018,32,17
501022,32,14
505030,32,19
608013,32,23
101007,36,27
101013,36,25
104007,36,25
104015,36,27
104018,36,28
105001,36,18
105008,36,27
109009,36,30
109063,36,22
109081,36,25
111004,36,27
111012,36,30
111022,36,23
112004,36,31
112009,36,26
112021,36,31
112024,36,32
115031,36,25
116002,36,30
116003,36,31
116004,36,29
117012,36,23
117030,36,26
117042,36,25
117055,36,25
117065,36,28
118018,36,18
119001,36,25
119008,36,30
120011,36,29
121007,36,31
121020,36,24
122001,36,24
123021,36,26
123040,36,29
123071,36,23
123072,36,29
127006,36,32
129004,36,19
129005,36,27
129008,36,26
129014,36,25
129023,36,30
129024,36,31
129028,36,24
131006,36,22
131009,36,31
131022,36,28
131034,36,30
135002,36,29
137004,36,16
137010,36,22
137041,36,17
137045,36,26
141031,36,20
141032,36,23
141033,36,23
141037,36,22
141039,36,19
142022,36,28
142029,36,17
151006,36,25
151014,36,21
151017,36,30
151041,36,30
151045,36,20
154031,36,26
202044,36,30
202080,36,19
207023,36,24
216007,36,24
221001,36,24
223006,36,30
224011,36,29
224012,36,25
505003,36,15
505023,36,2
505025,36,16
506011,36,17
508019,36,11
508021,36,10
527001,36,11
608005,36,29
612003,36,28
101039,42,24
105013,42,18
105014,42,20
105042,42,17
107049,42,32
109008,42,18
109018,42,27
109035,42,25
109054,42,27
111002,42,25
111010,42,29
111019,42,24
111020,42,19
111024,42,30
115037,42,23
115047,42,30
115118,42,30
116008,42,33
116017,42,26
117009,42,32
117062,42,28
118009,42,26
120015,42,27
120029,42,29
120062,42,31
121016,42,30
123033,42,25
123034,42,24
123063,42,25
123073,42,33
127014,42,32
127017,42,24
127028,42,28
127032,42,29
129007,42,24
131008,42,29
131014,42,32
131041,42,29
131043,42,27
131055,42,30
131058,42,30
132030,42,34
133004,42,27
135013,42,21
139004,42,29
139013,42,30
139015,42,27
141034,42,23
141036,42,22
141038,42,18
141040,42,19
141041,42,25
141042,42,24
141043,42,18
142018,42,28
148024,42,26
151010,42,18
151011,42,29
154009,42,32
154042,42,26
201052,42,30
202009,42,23
202014,42,20
202026,42,28
202028,42,27
202032,42,27
202037,42,32
202038,42,33
202042,42,32
202049,42,25
202062,42,30
202066,42,26
202087,42,22
202092,42,24
206001,42,25
211007,42,25
216015,42,28
220003,42,29
223001,42,25
224016,42,25
505008,42,17
505024,42,18
505038,42,23
505039,42,19
506016,42,25
508008,42,29
508015,42,13
508022,42,10
508033,42,13
517018,42,22
608001,42,28
608009,42,30
608010,42,29
101008,48,25
101019,48,35
101027,48,31
101036,48,23
104028,48,27
105002,48,21
105012,48,23
105020,48,19
108033,48,30
108038,48,27
109014,48,33
109038,48,24
109060,48,33
109066,48,27
109090,48,33
109096,48,34
111028,48,30
111030,48,31
111049,48,28
112012,48,34
112022,48,32
113010,48,31
115001,48,27
115015,48,21
117024,48,28
117029,48,23
118006,48,29
120017,48,34
120042,48,31
120064,48,31
122012,48,25
125002,48,26
125003,48,26
127015,48,28
127031,48,29
129015,48,27
129019,48,29
129021,48,26
129025,48,28
131024,48,30
131042,48,31
132007,48,35
132027,48,28
133016,48,29
137008,48,29
137018,48,27
137034,48,28
139003,48,32
139009,48,29
139018,48,34
139021,48,28
141045,48,24
141048,48,25
143003,48,30
148016,48,31
148021,48,26
151005,48,26
151007,48,26
151029,48,33
154064,48,31
154073,48,30
202003,48,21
202018,48,27
202047,48,30
202058,48,27
202060,48,26
202061,48,33
202088,48,28
202101,48,33
207010,48,29
207012,48,22
208002,48,30
208004,48,26
208005,48,31
215002,48,32
216004,48,34
216018,48,34
218004,48,25
220016,48,25
220033,48,33
224007,48,31
224015,48,25
224018,48,22
501002,48,20
501006,48,17
501008,48,20
501010,48,22
501032,48,29
505013,48,28
505035,48,26
507001,48,13
526001,48,10
526003,48,7
608002,48,27
101025,54,30
104003,54,33
104040,54,30
105006,54,22
105010,54,16
107046,54,28
108015,54,32
109080,54,27
111038,54,35
112023,54,29
114001,54,30
114004,54,31
114007,54,31
114008,54,28
114009,54,29
114010,54,29
114012,54,30
114014,54,32
114015,54,25
114018,54,28
115120,54,26
117014,54,33
117022,54,33
117023,54,33
120012,54,31
120049,54,30
121023,54,27
123006,54,32
123007,54,26
123079,54,34
125004,54,27
125006,54,25
125009,54,32
125015,54,31
125018,54,27
126008,54,31
126009,54,32
126016,54,32
127007,54,33
127024,54,31
128013,54,35
129010,54,30
130015,54,35
131005,54,29
132019,54,30
132023,54,25
133013,54,31
135006,54,34
135007,54,34
137012,54,32
137021,54,26
137039,54,35
138009,54,26
141044,54,24
141046,54,23
141047,54,25
141049,54,27
142028,54,32
143010,54,33
148005,54,29
151035,54,27
154052,54,34
201020,54,27
201043,54,28
201056,54,33
202006,54,29
202021,54,30
202056,54,33
202067,54,28
202071,54,34
208001,54,37
208003,54,34
208008,54,30
NA,54,36
211006,54,31
213002,54,23
220007,54,27
220023,54,32
505036,54,25
505037,54,24
506001,54,4
506014,54,23
507005,54,32
508013,54,17
508027,54,18
508032,54,14
517003,54,14
608003,54,33
609003,54,22
612002,54,33
101015,60,32
101029,60,31
101031,60,30
101034,60,30
101037,60,35
101043,60,34
101050,60,33
104005,60,28
104024,60,33
104025,60,32
107037,60,33
107048,60,34
108009,60,36
108010,60,36
108025,60,30
108031,60,27
109005,60,18
111009,60,34
111029,60,34
111032,60,33
111052,60,32
113006,60,26
114006,60,35
114022,60,29
115007,60,29
115029,60,31
115033,60,34
115126,60,34
117064,60,32
119020,60,28
120018,60,35
120031,60,24
120053,60,31
122002,60,33
122005,60,31
122016,60,28
125005,60,34
125007,60,30
125008,60,33
125010,60,31
125012,60,27
125013,60,29
125014,60,28
125019,60,30
125021,60,32
125022,60,33
125023,60,24
125024,60,33
125031,60,34
125033,60,30
125046,60,32
125047,60,30
125048,60,33
126005,60,32
126013,60,34
130001,60,36
130003,60,34
130004,60,32
135027,60,33
136006,60,34
136011,60,33
137015,60,33
139020,60,35
142023,60,33
143009,60,31
143017,60,32
148017,60,28
148028,60,34
151027,60,34
154036,60,25
154050,60,34
201005,60,30
201006,60,34
201034,60,34
201041,60,30
202029,60,36
202031,60,32
202093,60,33
202106,60,31
207002,60,34
207021,60,32
208007,60,31
211002,60,32
211017,60,34
218003,60,31
219003,60,36
220012,60,32
220015,60,33
224013,60,34
224014,60,27
224017,60,28
501001,60,24
501005,60,18
501020,60,30
501023,60,34
501029,60,24
505005,60,23
505028,60,3
505040,60,27
508001,60,21
508002,60,26
508031,60,18
517002,60,25
517013,60,33
526005,60,19
602002,60,21
607005,60,30
608007,60,32
612001,60,34
104006,66,31
104030,66,28
105033,66,34
105043,66,26
109026,66,33
109055,66,37
109091,66,33
112007,66,34
112031,66,25
113007,66,34
116025,66,36
116036,66,34
117002,66,32
117006,66,30
117037,66,28
117043,66,31
118001,66,32
118012,66,33
118017,66,31
120032,66,36
120059,66,31
120067,66,32
123027,66,32
123046,66,36
123052,66,36
125011,66,33
125016,66,33
126001,66,33
126011,66,32
126014,66,32
127011,66,33
127016,66,35
127029,66,31
129017,66,33
131004,66,33
131029,66,34
133005,66,34
134022,66,32
135004,66,35
135009,66,28
135019,66,34
137003,66,27
137009,66,34
137026,66,33
137036,66,34
137051,66,28
148003,66,32
151028,66,33
151030,66,27
154041,66,35
154055,66,27
201003,66,33
201004,66,37
201011,66,34
201013,66,34
201015,66,34
201022,66,32
201033,66,30
201040,66,34
201047,66,33
201053,66,31
201054,66,30
202005,66,26
202103,66,35
206002,66,30
208006,66,37
208117,66,34
208118,66,31
211024,66,36
216006,66,33
219010,66,37
220010,66,32
220011,66,33
220013,66,32
220017,66,31
221012,66,33
224003,66,35
224020,66,35
227003,66,31
503001,66,25
503006,66,8
503007,66,21
505014,66,17
505016,66,26
507002,66,27
507006,66,21
508011,66,17
517023,66,36
517028,66,32
529026,66,37
529029,66,24
602003,66,20
602004,66,28
608011,66,29
608014,66,34
101023,72,33
101024,72,33
101047,72,36
102001,72,35
102009,72,33
104004,72,33
105034,72,31
105035,72,19
107021,72,31
107036,72,37
108016,72,33
109007,72,27
109033,72,37
109064,72,33
109097,72,36
110007,72,37
111044,72,32
112002,72,28
112032,72,32
113014,72,29
114002,72,34
115121,72,30
116043,72,33
117061,72,32
120027,72,35
120030,72,34
120038,72,34
120050,72,37
120065,72,33
123042,72,35
123048,72,36
123057,72,36
125017,72,34
125028,72,34
125034,72,33
125037,72,37
126010,72,35
126012,72,35
126018,72,35
128008,72,35
128020,72,31
130005,72,34
130006,72,34
130008,72,35
130009,72,34
130010,72,32
131057,72,35
132015,72,35
133026,72,35
134007,72,34
134016,72,35
134017,72,31
134018,72,33
134035,72,33
135012,72,33
137017,72,34
137028,72,32
137038,72,37
137040,72,29
143007,72,32
143013,72,32
148019,72,33
148029,72,32
154037,72,29
154061,72,37
201007,72,34
201008,72,36
201009,72,37
201010,72,36
201012,72,32
201014,72,33
201030,72,37
201031,72,32
201050,72,36
202073,72,36
202090,72,34
206015,72,37
207001,72,33
211021,72,37
213003,72,18
218009,72,33
219007,72,37
220037,72,35
220044,72,33
221005,72,35
221006,72,34
221008,72,37
221009,72,32
223004,72,34
224006,72,34
224009,72,34
224019,72,35
501011,72,19
501013,72,28
501014,72,27
501019,72,30
501021,72,34
506005,72,30
506015,72,21
508009,72,25
508010,72,19
510004,72,27
517006,72,18
529001,72,37
529025,72,37
602007,72,29
611004,72,21
101002,78,36
101018,78,37
101045,78,36
104014,78,36
107008,78,24
107052,78,35
108007,78,36
108037,78,29
109003,78,33
109019,78,34
109020,78,35
109069,78,36
109086,78,34
110008,78,37
111006,78,33
112006,78,34
112034,78,23
112038,78,27
113009,78,33
114016,78,33
114017,78,34
115043,78,36
117036,78,36
117049,78,33
118011,78,35
119009,78,35
119015,78,37
120023,78,36
120056,78,34
120057,78,32
120070,78,32
121018,78,37
122015,78,31
123015,78,33
123053,78,36
125032,78,34
127004,78,37
127033,78,35
128021,78,35
129016,78,34
129022,78,36
129029,78,33
131017,78,37
132006,78,37
133001,78,29
133015,78,36
133030,78,36
134019,78,34
135008,78,36
137030,78,36
138008,78,32
143008,78,31
148026,78,34
151008,78,33
151016,78,33
154049,78,36
154059,78,34
154072,78,34
201016,78,34
202015,78,31
202027,78,33
202039,78,37
202052,78,36
202089,78,30
206003,78,33
206019,78,37
206020,78,33
211016,78,37
219001,78,34
220002,78,33
220018,78,36
220020,78,32
220024,78,37
224002,78,35
302005,78,37
302009,78,35
501012,78,31
501025,78,34
503004,78,18
506003,78,27
506022,78,20
517001,78,32
517020,78,36
602006,78,21
602008,78,16
607004,78,34
607007,78,32
608004,78,33
608012,78,34
611003,78,31
611007,78,32
612017,78,31
705002,78,18
101009,84,37
101014,84,37
101038,84,36
104017,84,37
107039,84,33
107054,84,37
108003,84,35
109043,84,37
109046,84,37
109051,84,36
109085,84,35
109089,84,36
110006,84,35
111001,84,36
112003,84,32
112018,84,33
112020,84,30
112033,84,31
112042,84,31
112050,84,29
112051,84,31
112052,84,33
112070,84,30
113005,84,36
114023,84,37
115002,84,33
115009,84,33
115034,84,32
115048,84,37
117041,84,37
117054,84,37
119011,84,37
119016,84,36
119019,84,32
120020,84,36
122006,84,36
123002,84,37
123009,84,35
125020,84,36
126004,84,35
127022,84,36
127035,84,35
128019,84,36
129002,84,33
129006,84,35
129012,84,37
130007,84,37
130011,84,35
130012,84,35
130013,84,37
130014,84,36
130016,84,34
130017,84,35
131012,84,37
131015,84,35
131047,84,36
131059,84,37
132021,84,31
133003,84,35
133012,84,34
134006,84,36
134026,84,36
135026,84,33
137006,84,37
137032,84,36
137043,84,36
138004,84,35
143004,84,37
143005,84,36
148001,84,26
148012,84,36
148013,84,34
148023,84,35
148030,84,35
151012,84,32
151042,84,31
151043,84,35
151044,84,34
151052,84,33
151053,84,33
151057,84,32
151058,84,33
151059,84,32
154005,84,34
154024,84,37
154038,84,30
154040,84,37
154063,84,35
154067,84,36
154078,84,35
202097,84,37
206005,84,35
206006,84,25
206008,84,33
206010,84,36
206017,84,37
206024,84,36
207007,84,36
207024,84,36
211009,84,34
215001,84,37
215004,84,37
216001,84,37
216009,84,37
216017,84,36
218005,84,35
219004,84,37
219005,84,37
220009,84,30
302006,84,37
501003,84,33
506009,84,32
508023,84,24
508024,84,26
508025,84,27
508028,84,25
508034,84,28
517011,84,35
517017,84,35
517026,84,37
602005,84,27
605004,84,16
701001,84,32
705004,84,19
101021,96,37
101030,96,36
101032,96,35
102010,96,36
102011,96,36
104023,96,37
108013,96,37
108020,96,34
108039,96,37
108043,96,36
109002,96,36
109021,96,37
109061,96,37
109065,96,37
109088,96,36
110004,96,37
112017,96,34
112036,96,34
112040,96,34
112047,96,35
112068,96,36
113008,96,37
115127,96,37
117048,96,34
118016,96,36
119007,96,37
119014,96,37
119018,96,37
119021,96,37
120044,96,37
120046,96,37
122010,96,35
123010,96,37
123039,96,36
123080,96,36
126007,96,33
128001,96,36
128004,96,37
128024,96,36
130002,96,37
130018,96,37
130019,96,37
130020,96,37
130021,96,37
131016,96,35
131028,96,36
131040,96,36
131056,96,35
132018,96,36
132022,96,37
133006,96,37
133019,96,37
133020,96,37
133025,96,35
133029,96,36
134003,96,37
134004,96,37
134005,96,37
134010,96,37
134011,96,34
134012,96,36
134013,96,37
134014,96,36
134023,96,37
134024,96,36
134025,96,37
134034,96,32
135001,96,36
135010,96,37
135015,96,36
136007,96,36
137020,96,36
137027,96,36
137037,96,37
138005,96,36
138017,96,37
143006,96,37
143018,96,37
143023,96,37
148008,96,31
148025,96,35
151031,96,37
151032,96,35
151036,96,37
151037,96,37
151046,96,37
151047,96,34
151049,96,35
151056,96,25
151060,96,36
202008,96,36
202048,96,34
202050,96,37
202051,96,36
202077,96,32
202091,96,36
202096,96,37
207004,96,36
207018,96,36
216005,96,37
216016,96,36
219006,96,37
219009,96,34
220019,96,37
220028,96,36
223005,96,37
223008,96,37
224001,96,37
224005,96,36
224010,96,37
302001,96,37
302008,96,37
503002,96,26
506004,96,33
508003,96,20
510001,96,30
517012,96,36
529008,96,37
529015,96,37
600006,96,36
605002,96,13
605003,96,33
609009,96,17
612012,96,35
101001,108,37
107020,108,37
107055,108,37
108014,108,37
108041,108,36
109004,108,37
109016,108,37
109050,108,37
109052,108,30
109068,108,37
109079,108,37
109084,108,36
109095,108,36
111011,108,37
111021,108,36
112044,108,37
112045,108,30
112046,108,32
113004,108,37
113013,108,36
115030,108,37
115035,108,35
115049,108,37
115122,108,36
116024,108,37
116041,108,37
117035,108,35
117038,108,37
119004,108,37
119012,108,37
120024,108,36
120028,108,37
120043,108,37
120051,108,37
120058,108,35
120073,108,37
123065,108,36
123068,108,36
123076,108,36
125001,108,37
126003,108,36
126006,108,37
126019,108,37
128007,108,37
128010,108,35
128022,108,37
129011,108,37
129027,108,37
130022,108,18
130023,108,37
130024,108,37
130025,108,37
131019,108,37
131046,108,37
132010,108,37
132025,108,37
132026,108,37
132029,108,36
133028,108,37
134039,108,35
134044,108,37
137002,108,37
137029,108,37
137033,108,37
137035,108,37
138003,108,37
138013,108,35
143002,108,37
148007,108,37
148022,108,34
148031,108,36
151003,108,37
151009,108,37
151015,108,37
151021,108,37
151038,108,37
151051,108,34
151054,108,34
154028,108,37
154029,108,37
154046,108,36
154056,108,37
154077,108,36
154081,108,36
202002,108,37
202004,108,33
202082,108,35
202098,108,37
211005,108,37
211020,108,37
211023,108,36
216008,108,37
219002,108,37
220001,108,37
220008,108,37
220025,108,37
223009,108,37
302002,108,37
501018,108,35
501027,108,36
501031,108,30
505010,108,17
508016,108,31
510005,108,35
517004,108,37
527004,108,21
600009,108,37
600010,108,34
607003,108,28
612008,108,36
612013,108,36
101010,120,37
101020,120,37
101035,120,37
104020,120,36
107019,120,37
108008,120,37
108028,120,37
109012,120,36
109015,120,37
109023,120,37
109037,120,36
109042,120,37
109049,120,36
109094,120,37
111003,120,35
111014,120,37
111035,120,36
111043,120,37
112035,120,37
112041,120,34
112056,120,37
112071,120,37
115032,120,37
115036,120,37
115044,120,37
115050,120,31
115128,120,37
116046,120,37
116058,120,37
116061,120,37
117003,120,35
117005,120,37
118010,120,37
120071,120,37
122007,120,37
123014,120,37
123023,120,37
123032,120,37
123049,120,37
123056,120,37
123061,120,37
123069,120,37
123078,120,37
127023,120,37
128005,120,34
128011,120,37
128014,120,37
128025,120,37
129001,120,35
129013,120,37
130026,120,37
130027,120,37
132003,120,36
133002,120,36
133011,120,37
135003,120,34
135021,120,37
135024,120,36
136005,120,37
137005,120,37
138007,120,37
138016,120,37
143025,120,37
151002,120,37
151019,120,37
151023,120,37
151025,120,37
151026,120,37
151033,120,37
151034,120,37
151039,120,37
151048,120,37
151055,120,36
154010,120,37
154018,120,37
154047,120,36
154058,120,36
154060,120,37
154080,120,36
202017,120,37
202076,120,37
202094,120,37
207009,120,37
207017,120,37
211003,120,37
215005,120,37
216012,120,37
219008,120,37
220032,120,37
220036,120,37
302007,120,37
501026,120,35
505011,120,22
506008,120,37
506013,120,20
508014,120,24
508026,120,37
510008,120,36
517009,120,37
517021,120,37
527002,120,8
600007,120,36
600008,120,36
602001,120,35
611001,120,23
612007,120,26
612014,120,35
102018,132,37
107004,132,37
107016,132,37
107026,132,37
107027,132,36
107030,132,37
107032,132,37
107040,132,37
107041,132,33
107042,132,37
108001,132,37
108027,132,37
108045,132,37
109027,132,36
109029,132,37
109073,132,37
111007,132,37
111025,132,37
111034,132,37
111042,132,37
112030,132,35
112067,132,37
115123,132,36
116011,132,37
116016,132,37
116022,132,37
116057,132,37
117032,132,37
120045,132,37
120066,132,37
121019,132,37
123008,132,36
123019,132,37
123026,132,37
123029,132,37
123035,132,37
123041,132,37
123043,132,37
123054,132,37
123055,132,37
123060,132,37
123062,132,37
123064,132,37
123067,132,37
123070,132,37
123074,132,37
123077,132,37
130028,132,36
131018,132,37
132016,132,37
134001,132,36
134002,132,37
134008,132,37
134020,132,37
134021,132,37
135020,132,37
138001,132,37
138010,132,37
138012,132,35
143019,132,37
143021,132,36
148009,132,35
148015,132,37
151018,132,37
154017,132,37
154025,132,37
154039,132,37
154044,132,35
154048,132,37
154068,132,35
154071,132,35
202012,132,35
202099,132,37
202107,132,37
211004,132,37
211008,132,37
216003,132,37
220031,132,36
220035,132,37
302011,132,37
501009,132,36
505021,132,35
505032,132,26
505033,132,26
529022,132,37
529023,132,37
600001,132,37
608008,132,36
701004,132,28
104002,132,37
107006,132,37
107038,132,37
109034,132,37
109048,132,36
110005,132,37
111036,132,36
112013,132,37
112053,132,37
112069,132,37
114003,132,36
115003,132,36
115008,132,36
116015,132,37
116021,132,37
116037,132,37
116040,132,37
116042,132,37
116044,132,37
116045,132,37
116048,132,37
116051,132,37
116054,132,37
116059,132,37
116060,132,37
116069,132,37
116071,132,37
116072,132,37
116077,132,37
116078,132,37
117007,132,37
117034,132,37
117050,132,34
118004,132,36
118008,132,37
119002,132,37
119003,132,37
119013,132,37
119017,132,37
120021,132,37
120025,132,37
120047,132,37
120072,132,36
123037,132,37
123038,132,37
123047,132,37
123050,132,37
123051,132,37
123058,132,37
123059,132,37
123075,132,37
126002,132,37
126015,132,37
126017,132,37
127002,132,37
127034,132,37
