PHYscore,ADPscore,SOCscore,COGscore,COMscore,TOTALscore,PHYscoreP,ADPscoreP,SOCscoreP,COGscoreP,COMscoreP,TOTALscoreP,PHYscoreT,ADPscoreT,SOCscoreT,COGscoreT,COMscoreT,TOTALscoreT,PHYscoreCR,ADPscoreCR,SOCscoreCR,COGscoreCR,COMscoreCR,TOTALscoreCR,ID,agestrat
24,20,13,17,22,96, , , , , , ,24,22,21,19,22,108, , , , , , ,221001,36
30,24,29,25,25,133, , , , , , ,25,20,17,21,22,105, , , , , , ,223006,36
29,25,20,22,26,122, , , , , , ,23,17,17,17,21,95, , , , , , ,224011,36
25,23,18,19,24,109, , , , , , ,14,13,15,17,21,80, , , , , , ,224012,36
15,12,7,9,7,50, , , , , , , , , , , , , , , , , , ,505003,36
2,8,12,8,7,37, , , , , , , , , , , , , , , , , , ,505023,36
16,9,4,4,3,36, , , , , , , , , , , , , , , , , , ,505025,36
17,18,16,13,18,82, , , , , , ,11,15,12,15,15,68, , , , , , ,506011,36
11,10,9,6,14,50,11,10,10,8,16,55,11,9,7,8,14,49, , , , , , ,508019,36
10,10,11,10,12,53,10,8,10,10,15,53,10,11,10,10,14,55, , , , , , ,508021,36
11,5,13,7,10,46,9,8,13,7,8,45, , , , , , , , , , , , ,527001,36
29,30,28,22,23,132,31,29,28,23,26,137,21,21,20,20,21,103, , , , , , ,608005,36
28,19,14,12,19,92, , , , , , ,13,12,12,14,12,63, , , , , , ,612003,36
25,23,15,19,21,103,26,23,15,18,22,104,25,25,19,19,23,111,22,17,21,18,20,98,101003,32
21,22,15,18,21,97,23,20,17,19,23,102,23,23,21,23,26,116,22,21,16,15,22,96,101017,32
21,16,14,19,21,91,21,15,12,18,20,86,25,19,25,18,25,112,34,36,25,29,26,150,101033,32
19,23,15,14,18,89,19,18,17,16,19,89, , , , , , ,21,15,11,18,14,79,101049,32
12,10,8,13,18,61,14,10,12,13,19,68,13,8,12,13,19,65,30,30,33,36,29,158,102006,32
14,11,19,16,16,76, , , , , , ,19,25,25,23,23,115,33,27,18,21,22,121,107035,32
21,18,18,16,18,91, , , , , , , , , , , , ,37,35,31,32,29,164,108004,32
33,26,25,19,22,125,32,27,26,21,21,127,32,30,29,19,22,132, , , , , , ,109022,32
29,25,20,23,25,122, , , , , , ,23,22,19,23,24,111, , , , , , ,109078,32
20,15,14,15,19,83,20,15,19,17,19,90,20,15,21,17,20,93, , , , , , ,109087,32
22,14,14,17,21,88, , , , , , ,22,13,15,20,21,91, , , , , , ,111054,32
30,20,25,19,24,118, , , , , , ,29,19,23,22,24,117, , , , , , ,111055,32
26,21,21,28,26,122, , , , , , ,24,19,20,26,23,112, , , , , , ,112001,32
22,18,15,23,22,100, , , , , , ,21,20,20,19,22,102, , , , , , ,112025,32
19,12,14,15,12,72, , , , , , ,6,6,7,5,5,29, , , , , , ,112026,32
23,20,16,16,20,95, , , , , , , , , , , , , , , , , , ,115006,32
21,15,13,16,16,81, , , , , , , , , , , , , , , , , , ,115117,32
28,23,18,13,22,104,30,22,18,16,24,110,26,20,18,15,20,99, , , , , , ,116006,32
34,21,19,24,24,122,34,21,20,26,23,124,32,22,21,26,24,125, , , , , , ,116020,32
20,11,13,11,12,67,21,17,13,13,12,76,18,19,14,14,15,80, , , , , , ,116026,32
20,20,18,18,21,97, , , , , , ,20,19,18,17,20,94, , , , , , ,116050,32
20,19,17,16,20,92, , , , , , ,20,19,16,17,20,92, , , , , , ,116056,32
20,20,14,15,20,89, , , , , , ,20,19,14,14,20,87, , , , , , ,116073,32
21,19,16,18,19,93, , , , , , ,20,19,14,16,20,89, , , , , , ,116080,32
21,13,15,18,16,83, , , , , , ,21,18,16,20,20,95, , , , , , ,117001,32
26,26,23,24,27,126, , , , , , ,27,23,23,24,29,126, , , , , , ,117045,32
22,20,15,20,21,98,19,20,13,19,21,92,22,21,22,22,22,109, , , , , , ,118002,32
23,26,22,21,22,114,23,24,24,19,20,110,19,19,23,21,22,104, , , , , , ,120052,32
24,21,17,19,23,104, , , , , , ,21,16,15,20,21,93, , , , , , ,125040,32
22,23,19,21,24,109,22,24,20,18,23,107,29,28,27,21,26,131, , , , , , ,127020,32
25,21,17,18,18,99, , , , , , , , , , , , , , , , , , ,132011,32
25,17,18,14,22,96, , , , , , , , , , , , , , , , , , ,133022,32
20,22,15,17,18,92, , , , , , ,25,16,15,16,18,90, , , , , , ,134041,32
16,15,15,13,18,77, , , , , , ,22,15,18,18,19,92, , , , , , ,134046,32
24,20,22,18,22,106, , , , , , , , , , , , , , , , , , ,135028,32
12,9,10,16,18,65, , , , , , , , , , , , , , , , , , ,137023,32
29,22,22,20,23,116, , , , , , , , , , , , , , , , , , ,137031,32
29,27,22,21,25,124, , , , , , ,20,15,12,15,21,83, , , , , , ,139019,32
21,23,20,22,23,109, , , , , , ,21,23,19,22,22,107, , , , , , ,141028,32
21,23,20,21,23,108, , , , , , ,22,23,19,21,21,106, , , , , , ,141029,32
26,25,18,25,24,118, , , , , , ,23,23,20,24,22,112, , , , , , ,141035,32
30,23,23,20,27,123, , , , , , , , , , , , , , , , , , ,142008,32
20,15,15,17,22,89, , , , , , , , , , , , , , , , , , ,142013,32
23,18,23,22,23,109, , , , , , , , , , , , , , , , , , ,142017,32
20,26,21,20,23,110, , , , , , ,32,33,31,32,25,153, , , , , , ,143011,32
19,17,16,16,20,88, , , , , , ,20,23,24,20,23,110, , , , , , ,143024,32
28,19,18,20,22,107,25,21,24,23,18,111,29,30,24,23,23,129, , , , , , ,154002,32
27,20,27,21,24,119,27,20,28,21,24,120,25,19,26,21,21,112, , , , , , ,202043,32
28,23,25,24,26,126,28,23,25,24,26,126,26,21,23,25,26,121, , , , , , ,202055,32
20,23,17,19,20,99, , , , , , ,20,19,14,13,18,84, , , , , , ,207020,32
24,23,25,18,23,113, , , , , , , , , , , , , , , , , , ,213001,32
21,15,12,18,21,87, , , , , , , , , , , , , , , , , , ,220041,32
27,21,20,16,18,102, , , , , , ,18,18,15,14,21,86, , , , , , ,221007,32
22,20,18,17,20,97, , , , , , ,21,18,16,15,20,90, , , , , , ,224004,32
17,15,13,15,20,80, , , , , , ,17,5,15,17,20,74, , , , , , ,227002,32
17,16,12,14,19,78, , , , , , ,17,20,14,14,19,84, , , , , , ,227018,32
14,11,11,12,9,57, , , , , , , , , , , , , , , , , , ,501022,32
19,15,9,10,10,63, , , , , , , , , , , , , , , , , , ,505030,32
23,20,19,12,13,87,23,19,18,13,13,86,21,15,10,9,12,67, , , , , , ,608013,32
20,22,16,20,21,99,21,21,15,22,22,101, , , , , , ,17,10,4,11,7,49,101042,28
29,28,29,18,26,130,29,27,29,19,25,129, , , , , , ,20,22,22,19,20,103,101048,28
21,22,16,20,21,100,22,22,16,21,20,101, , , , , , ,26,17,8,15,18,84,101051,28
19,11,11,13,19,73,19,10,11,13,19,72,14,11,11,13,18,67,9,9,6,6,5,35,102029,28
22,14,15,19,19,89, , , , , , , , , , , , ,2,8,12,8,7,37,104016,28
14,14,12,14,15,69, , , , , , , , , , , , ,37,39,36,40,34,186,108017,28
19,16,17,18,17,87, , , , , , , , , , , , ,37,26,19,28,25,135,108026,28
20,15,18,17,20,90, , , , , , , , , , , , ,21,19,14,14,19,87,108029,28
25,20,12,10,19,86,34,25,14,20,19,112,25,21,20,18,19,103,21,16,13,13,14,77,109006,28
17,15,14,17,18,81, , , , , , ,19,16,17,20,22,94, , , , , , ,111047,28
27,23,23,20,25,118, , , , , , ,28,18,12,19,20,97, , , , , , ,112008,28
25,24,19,22,25,115, , , , , , ,27,19,16,21,23,106, , , , , , ,114013,28
15,17,11,17,20,80, , , , , , , , , , , , , , , , , , ,115119,28
23,17,13,13,18,84,23,17,16,14,20,90,21,17,13,13,19,83, , , , , , ,116010,28
23,21,15,14,18,91,21,19,14,13,18,85,20,19,16,14,19,88, , , , , , ,116014,28
19,16,13,13,19,80,19,15,14,14,20,82,19,18,14,11,19,81, , , , , , ,116027,28
22,19,18,16,20,95, , , , , , ,21,19,17,17,20,94, , , , , , ,116049,28
20,18,18,16,20,92, , , , , , ,20,20,18,16,20,94, , , , , , ,116055,28
20,20,14,17,19,90, , , , , , ,20,19,16,17,21,93, , , , , , ,116079,28
21,12,16,16,20,85, , , , , , ,17,11,11,21,19,79, , , , , , ,117015,28
17,14,16,19,23,89, , , , , , , , , , , , , , , , , , ,117028,28
24,21,18,16,21,100,24,16,18,16,20,94,27,24,28,18,22,119, , , , , , ,120016,28
30,28,21,26,25,130,27,22,20,13,23,105,21,23,16,16,21,97, , , , , , ,120048,28
23,18,14,16,18,89, , , , , , ,23,20,20,17,21,101, , , , , , ,125026,28
18,15,13,12,16,74, , , , , , , , , , , , , , , , , , ,125045,28
20,20,14,22,23,99, , , , , , , , , , , , , , , , , , ,125059,28
24,21,14,19,25,103, , , , , , , , , , , , , , , , , , ,125060,28
23,21,19,20,23,106, , , , , , ,22,18,18,20,23,101, , , , , , ,129009,28
23,19,17,21,18,98, , , , , , , , , , , , , , , , , , ,131010,28
20,19,17,13,18,87, , , , , , ,26,18,14,15,17,90, , , , , , ,134033,28
18,13,14,16,20,81,16,16,15,16,18,81, , , , , , , , , , , , ,136015,28
18,13,15,16,20,82,17,16,14,15,18,80, , , , , , , , , , , , ,136016,28
20,13,14,16,19,82,19,15,13,15,18,80, , , , , , , , , , , , ,136017,28
21,11,12,13,16,73, , , , , , ,20,16,23,17,22,98, , , , , , ,137007,28
17,21,16,15,19,88, , , , , , , , , , , , , , , , , , ,137011,28
14,15,15,15,20,79, , , , , , , , , , , , , , , , , , ,137019,28
19,22,22,19,22,104,19,22,21,20,21,103,28,13,13,18,20,92, , , , , , ,138011,28
19,22,18,20,24,103, , , , , , , , , , , , , , , , , , ,139022,28
22,23,20,22,23,110, , , , , , ,25,23,18,22,24,112, , , , , , ,141026,28
17,20,16,18,19,90, , , , , , ,17,19,18,19,20,93, , , , , , ,141030,28
16,18,17,19,21,91,17,18,17,19,22,93,17,20,17,19,23,96, , , , , , ,148018,28
16,15,11,17,16,75, , , , , , ,15,9,12,9,13,58, , , , , , ,154043,28
25,29,17,16,22,109, , , , , , , , , , , , , , , , , , ,154074,28
19,12,13,12,17,73,20,16,15,13,13,77,17,16,18,15,14,80, , , , , , ,202022,28
22,16,16,14,18,86, , , , , , ,23,21,17,14,19,94, , , , , , ,202035,28
7,10,18,18,10,63,18,18,21,10,17,84,31,22,29,18,23,123, , , , , , ,202068,28
14,11,11,11,12,59,12,13,12,9,17,63,17,10,11,12,14,64, , , , , , ,202095,28
23,26,23,21,24,117, , , , , , ,25,24,22,22,27,120, , , , , , ,211014,28
26,26,19,18,22,111, , , , , , , , , , , , , , , , , , ,211018,28
31,27,27,20,23,128, , , , , , , , , , , , , , , , , , ,220040,28
24,19,10,16,19,88, , , , , , , , , , , , , , , , , , ,220043,28
16,20,15,18,22,91, , , , , , ,23,18,18,19,23,101, , , , , , ,221004,28
19,11,9,12,14,65, , , , , , ,17,12,10,20,15,74, , , , , , ,223010,28
21,24,24,17,21,107, , , , , , ,16,17,15,13,17,78, , , , , , ,224008,28
20,18,15,14,17,84, , , , , , ,21,16,14,15,20,86, , , , , , ,227007,28
21,17,12,15,18,83, , , , , , ,22,17,14,19,19,91, , , , , , ,227010,28
18,17,15,15,18,83, , , , , , ,16,12,10,13,15,66, , , , , , ,227012,28
23,24,20,23,24,114, , , , , , , , , , , , , , , , , , ,228003,28
11,8,11,7,10,47, , , , , , , , , , , , , , , , , , ,505001,28
8,8,12,10,12,50, , , , , , , , , , , , , , , , , , ,505002,28
14,9,11,8,10,52,12,9,13,10,10,54,15,10,11,10,12,58, , , , , , ,608006,28
21,15,15,14,17,82,17,14,13,14,15,73,21,12,11,13,15,72, , , , , , ,612005,28
20,20,17,18,22,97,20,23,14,14,20,91,25,18,15,18,19,95, , , , , , ,612006,28
21,11,12,10,9,63,20,11,9,12,10,62,15,10,8,7,8,48, , , , , , ,612010,28
18,14,14,15,18,79,18,14,14,15,18,79,29,20,19,16,21,105,28,27,25,23,25,128,101040,24
22,19,16,16,20,93,21,16,15,18,17,87, , , , , , ,33,39,34,40,30,176,101046,24
15,9,12,14,19,69,19,10,11,13,19,72,12,9,12,13,19,65,19,20,13,24,19,95,102002,24
13,10,12,13,18,66,13,11,12,13,19,68, , , , , , ,31,29,22,27,23,132,102037,24
19,14,13,12,14,72, , , , , , , , , , , , ,25,20,16,16,21,98,104052,24
19,13,11,13,13,69, , , , , , , , , , , , ,36,35,28,36,28,163,104053,24
25,19,27,21,27,119, , , , , , ,18,19,21,20,24,102,36,33,24,27,25,145,107034,24
25,17,16,18,22,98, , , , , , ,24,20,27,18,22,111,37,39,36,42,31,185,107051,24
19,15,11,16,13,74, , , , , , , , , , , , ,37,39,35,40,34,185,108022,24
19,12,13,9,14,67, , , , , , , , , , , , ,37,41,36,42,34,190,108024,24
25,17,13,16,12,83, , , , , , , , , , , , , , , , , , ,111023,24
22,15,15,12,12,76, , , , , , ,22,11,10,11,12,66, , , , , , ,112010,24
24,22,28,21,25,120, , , , , , ,14,10,9,12,12,57, , , , , , ,112011,24
20,19,15,13,21,88, , , , , , , , , , , , , , , , , , ,114020,24
18,18,19,23,21,99, , , , , , , , , , , , , , , , , , ,115011,24
17,16,16,13,18,80, , , , , , , , , , , , , , , , , , ,115046,24
23,21,15,17,20,96,25,21,15,20,20,101,26,19,16,20,21,102, , , , , , ,116001,24
20,17,18,13,20,88, , , , , , ,20,19,13,14,18,84, , , , , , ,116062,24
20,18,14,5,18,75, , , , , , ,20,18,15,17,18,88, , , , , , ,116063,24
18,18,23,13,23,95, , , , , , , , , , , , , , , , , , ,117004,24
20,12,13,13,16,74, , , , , , , , , , , , , , , , , , ,117013,24
20,18,14,17,19,88, , , , , , , , , , , , , , , , , , ,117016,24
19,16,13,14,16,78, , , , , , , , , , , , , , , , , , ,121010,24
16,13,15,12,16,72, , , , , , , , , , , , , , , , , , ,122017,24
21,15,14,10,18,78, , , , , , ,18,14,13,11,18,74, , , , , , ,125055,24
19,16,8,13,17,73, , , , , , ,18,11,12,12,13,66, , , , , , ,126020,24
17,12,13,15,18,75,18,13,14,15,18,78,25,23,22,18,22,110, , , , , , ,127019,24
13,9,12,13,13,60,13,11,11,13,15,63, , , , , , , , , , , , ,127027,24
20,16,16,16,17,85,21,15,16,15,17,84, , , , , , , , , , , , ,127038,24
17,12,14,13,19,75, , , , , , , , , , , , , , , , , , ,129018,24
22,15,17,16,19,89, , , , , , , , , , , , , , , , , , ,133010,24
22,18,14,12,15,81, , , , , , ,23,15,12,12,18,80, , , , , , ,134031,24
20,21,17,16,20,94, , , , , , ,23,22,15,17,22,99, , , , , , ,134036,24
17,12,12,20,18,79, , , , , , ,16,12,13,16,17,74, , , , , , ,134037,24
20,17,15,14,19,85, , , , , , ,25,18,13,14,17,87, , , , , , ,134042,24
17,16,17,17,24,91, , , , , , , , , , , , , , , , , , ,135029,24
15,9,13,13,14,64,15,12,9,12,15,63, , , , , , , , , , , , ,136019,24
21,18,17,16,20,92,20,16,17,16,20,89, , , , , , , , , , , , ,136023,24
22,17,22,15,19,95, , , , , , ,18,14,16,15,19,82, , , , , , ,138021,24
19,18,13,16,20,86, , , , , , , , , , , , , , , , , , ,139010,24
17,11,14,16,19,77, , , , , , , , , , , , , , , , , , ,139012,24
18,22,17,18,20,95, , , , , , , , , , , , , , , , , , ,141008,24
19,21,20,22,21,103, , , , , , , , , , , , , , , , , , ,141013,24
22,24,20,22,22,110, , , , , , ,23,23,20,22,23,111, , , , , , ,141027,24
18,20,13,13,17,81, , , , , , , , , , , , , , , , , , ,142004,24
18,21,15,15,18,87, , , , , , , , , , , , , , , , , , ,142005,24
20,16,13,15,17,81, , , , , , , , , , , , , , , , , , ,142026,24
12,1,12,16,16,57, , , , , , ,14,13,11,16,14,68, , , , , , ,151050,24
21,23,21,21,22,108,21,21,18,15,22,97,21,22,27,17,22,109, , , , , , ,202024,24
17,16,17,15,16,81,18,18,17,16,16,85,21,15,14,14,14,78, , , , , , ,202069,24
13,11,10,6,5,45,15,10,10,6,7,48, , , , , , , , , , , , ,202079,24
15,8,6,4,4,37,14,12,12,12,9,59,12,13,14,14,18,71, , , , , , ,202081,24
20,14,12,15,18,79, , , , , , ,19,17,15,15,19,85, , , , , , ,202105,24
17,23,17,16,22,95, , , , , , ,22,13,15,20,20,90, , , , , , ,207013,24
27,21,17,17,23,105, , , , , , ,18,10,13,13,16,70, , , , , , ,207015,24
17,15,13,13,18,76, , , , , , ,19,15,14,14,18,80, , , , , , ,211012,24
17,18,16,12,11,74, , , , , , , , , , , , , , , , , , ,215007,24
20,17,15,20,21,93, , , , , , , , , , , , , , , , , , ,215010,24
24,18,16,23,22,103, , , , , , ,24,19,18,22,18,101, , , , , , ,218007,24
23,22,17,17,18,97, , , , , , , , , , , , , , , , , , ,218012,24
15,15,12,13,20,75, , , , , , ,18,12,10,13,16,69, , , , , , ,220004,24
28,22,13,19,18,100, , , , , , ,24,23,21,20,21,109, , , , , , ,220021,24
28,20,11,13,17,89, , , , , , ,24,19,15,15,12,85, , , , , , ,220022,24
19,21,11,15,19,85, , , , , , ,20,24,17,15,20,96, , , , , , ,223002,24
19,13,15,16,17,80, , , , , , ,15,17,14,17,15,78, , , , , , ,223007,24
20,17,15,15,15,82, , , , , , ,21,17,15,16,14,83, , , , , , ,227014,24
23,18,13,16,20,90, , , , , , , , , , , , , , , , , , ,228004,24
15,10,14,14,13,66, , , , , , , , , , , , , , , , , , ,505004,24
9,8,12,9,12,50, , , , , , ,8,6,11,7,7,39, , , , , , ,527005,24
22,15,15,13,19,84, , , , , , ,20,15,13,13,14,75, , , , , , ,612004,24
11,6,5,10,8,40,11,6,5,11,8,41,14,9,8,7,10,48, , , , , , ,612009,24
17,10,12,13,19,71, , , , , , , , , , , , ,14,9,6,8,9,46,102003,22
15,11,11,13,16,66, , , , , , , , , , , , , , , , , , ,111051,22
19,14,14,13,17,77, , , , , , , , , , , , , , , , , , ,113012,22
17,9,11,8,14,59,15,7,13,8,13,56, , , , , , , , , , , , ,116005,22
14,9,12,15,17,67, , , , , , , , , , , , , , , , , , ,117026,22
19,10,17,15,14,75, , , , , , , , , , , , , , , , , , ,117059,22
21,10,12,12,16,71, , , , , , , , , , , , , , , , , , ,121012,22
18,15,14,12,17,76, , , , , , , , , , , , , , , , , , ,125038,22
19,11,12,14,17,73,19,14,12,14,19,78, , , , , , , , , , , , ,127021,22
19,20,16,17,21,93, , , , , , , , , , , , , , , , , , ,129026,22
21,15,10,18,19,83, , , , , , , , , , , , , , , , , , ,131036,22
22,18,16,13,18,87, , , , , , , , , , , , , , , , , , ,132008,22
23,17,15,16,20,91, , , , , , , , , , , , , , , , , , ,134027,22
16,15,10,8,9,58, , , , , , , , , , , , , , , , , , ,134028,22
17,15,10,9,9,60, , , , , , , , , , , , , , , , , , ,134029,22
20,15,11,11,13,70, , , , , , , , , , , , , , , , , , ,134040,22
17,18,14,14,19,82, , , , , , , , , , , , , , , , , , ,139002,22
20,16,15,13,16,80, , , , , , , , , , , , , , , , , , ,139006,22
19,19,15,19,21,93, , , , , , , , , , , , , , , , , , ,141007,22
21,22,15,19,20,97, , , , , , , , , , , , , , , , , , ,141011,22
21,21,18,22,22,104, , , , , , , , , , , , , , , , , , ,141022,22
18,22,20,22,22,104, , , , , , , , , , , , , , , , , , ,141024,22
23,12,15,18,16,84, , , , , , , , , , , , , , , , , , ,142001,22
22,20,20,20,21,103, , , , , , , , , , , , , , , , , , ,142003,22
19,16,15,12,17,79, , , , , , , , , , , , , , , , , , ,202013,22
15,8,8,10,15,56, , , , , , , , , , , , , , , , , , ,206004,22
15,14,9,14,14,66, , , , , , , , , , , , , , , , , , ,220006,22
20,12,14,14,19,79, , , , , , , , , , , , , , , , , , ,221011,22
22,19,16,14,19,90, , , , , , , , , , , , , , , , , , ,227017,22
20,13,14,9,13,69, , , , , , ,19,15,12,12,14,72, , , , , , ,302004,22
21,11,22,15,19,88, , , , , , , , , , , , ,31,30,24,30,26,141,107050,20
12,12,13,12,13,62, , , , , , , , , , , , ,14,21,2,8,13,58,108034,20
16,12,13,14,16,71, , , , , , , , , , , , , , , , , , ,111037,20
25,16,14,12,16,83, , , , , , , , , , , , , , , , , , ,111045,20
18,12,12,13,10,65,16,11,11,13,11,62, , , , , , , , , , , , ,116019,20
13,11,8,6,9,47,13,7,10,6,5,41, , , , , , , , , , , , ,120022,20
21,17,13,13,12,76, , , , , , , , , , , , , , , , , , ,121009,20
14,9,12,12,12,59, , , , , , , , , , , , , , , , , , ,121014,20
15,10,12,12,15,64, , , , , , , , , , , , , , , , , , ,121015,20
17,13,12,16,18,76, , , , , , , , , , , , , , , , , , ,122003,20
19,13,14,12,13,71, , , , , , , , , , , , , , , , , , ,122008,20
16,14,14,17,18,79, , , , , , , , , , , , , , , , , , ,122011,20
19,15,13,15,16,78, , , , , , , , , , , , , , , , , , ,125035,20
18,15,12,12,13,70,16,11,12,11,9,59, , , , , , , , , , , , ,127012,20
13,12,12,13,17,67,13,13,14,13,16,69, , , , , , , , , , , , ,127025,20
13,10,12,9,12,56, , , , , , , , , , , , , , , , , , ,131020,20
13,10,13,12,15,63, , , , , , , , , , , , , , , , , , ,131021,20
20,17,15,16,14,82, , , , , , , , , , , , , , , , , , ,134030,20
19,18,14,19,21,91, , , , , , , , , , , , , , , , , , ,141002,20
18,19,15,20,19,91, , , , , , , , , , , , , , , , , , ,141009,20
17,16,12,20,18,83, , , , , , , , , , , , , , , , , , ,141010,20
15,12,12,12,17,68, , , , , , , , , , , , , , , , , , ,141012,20
15,18,16,17,17,83, , , , , , , , , , , , , , , , , , ,141023,20
18,23,19,21,22,103, , , , , , , , , , , , , , , , , , ,141025,20
17,15,14,13,17,76, , , , , , , , , , , , , , , , , , ,142006,20
17,18,16,15,15,81, , , , , , , , , , , , , , , , , , ,142025,20
17,11,13,13,13,67,17,11,13,13,13,67, , , , , , , , , , , , ,148004,20
11,16,16,13,17,73,11,16,16,13,17,73, , , , , , , , , , , , ,148032,20
13,9,11,11,10,54, , , , , , , , , , , , , , , , , , ,154035,20
14,17,14,14,15,74, , , , , , , , , , , , , , , , , , ,202036,20
17,13,14,14,21,79,17,13,14,14,21,79, , , , , , , , , , , , ,202045,20
18,11,13,12,11,65,19,10,11,11,14,65, , , , , , , , , , , , ,202063,20
15,14,12,13,13,67, , , , , , , , , , , , , , , , , , ,207006,20
16,15,14,13,14,72, , , , , , , , , , , , , , , , , , ,207011,20
11,17,17,14,14,73, , , , , , , , , , , , , , , , , , ,218010,20
18,12,13,13,13,69, , , , , , , , , , , , , , , , , , ,218019,20
21,19,19,13,17,89, , , , , , , , , , , , , , , , , , ,220038,20
19,10,13,14,17,73, , , , , , , , , , , , , , , , , , ,227009,20
13,9,12,8,11,53, , , , , , , , , , , , , , , , , , ,109053,18
17,14,12,14,19,76, , , , , , , , , , , , , , , , , , ,111031,18
15,12,13,11,14,65, , , , , , , , , , , , , , , , , , ,117056,18
21,14,14,13,14,76, , , , , , , , , , , , , , , , , , ,119005,18
19,14,14,14,13,74,20,14,14,10,13,71, , , , , , , , , , , , ,120026,18
19,20,15,13,15,82, , , , , , , , , , , , , , , , , , ,121005,18
15,8,13,8,12,56, , , , , , , , , , , , , , , , , , ,125030,18
13,9,16,11,14,63,11,10,12,12,15,60, , , , , , , , , , , , ,127001,18
19,16,14,13,15,77, , , , , , , , , , , , , , , , , , ,137044,18
14,14,13,16,16,73, , , , , , , , , , , , , , , , , , ,137046,18
15,11,15,10,13,64, , , , , , , , , , , , , , , , , , ,139005,18
13,10,11,12,15,61, , , , , , , , , , , , , , , , , , ,139008,18
10,7,13,19,14,63, , , , , , , , , , , , , , , , , , ,141004,18
11,15,13,14,18,71, , , , , , , , , , , , , , , , , , ,141006,18
19,22,18,20,20,99, , , , , , , , , , , , , , , , , , ,141015,18
20,19,16,19,18,92, , , , , , , , , , , , , , , , , , ,141021,18
14,10,9,7,10,50, , , , , , , , , , , , , , , , , , ,154075,18
17,15,15,13,14,74, , , , , , , , , , , , , , , , , , ,202041,18
18,14,14,16,16,78,17,14,14,16,16,77, , , , , , , , , , , , ,202057,18
12,8,10,7,12,49,12,8,10,7,12,49, , , , , , , , , , , , ,202059,18
18,12,13,10,15,68,18,12,13,10,15,68, , , , , , , , , , , , ,202074,18
10,11,9,13,13,56, , , , , , , , , , , , , , , , , , ,207025,18
14,8,11,13,15,61, , , , , , , , , , , , , , , , , , ,215003,18
17,13,13,13,15,71, , , , , , , , , , , , , , , , , , ,215009,18
20,19,16,16,16,87, , , , , , , , , , , , , , , , , , ,216019,18
20,20,19,17,16,92, , , , , , , , , , , , , , , , , , ,218015,18
20,17,12,14,14,77, , , , , , , , , , , , , , , , , , ,218026,18
18,12,14,13,16,73, , , , , , , , , , , , , , , , , , ,218028,18
23,13,16,16,11,79, , , , , , , , , , , , , , , , , , ,218032,18
13,9,6,7,9,44, , , , , , , , , , , , , , , , , , ,221002,18
12,8,12,11,12,55, , , , , , , , , , , , , , , , , , ,221003,18
16,15,12,12,18,73, , , , , , , , , , , , , , , , , , ,227006,18
21,16,14,13,15,79, , , , , , , , , , , , , , , , , , ,227020,18
13,9,13,13,17,65, , , , , , , , , , , , , , , , , , ,229006,18
12,8,12,13,18,63, , , , , , , , , , , , ,26,25,24,28,28,131,102005,16
12,8,9,11,10,50,12,8,9,8,12,49, , , , , , ,30,24,22,26,25,127,102023,16
21,10,10,12,11,64, , , , , , , , , , , , ,26,28,16,28,21,119,104022,16
11,7,11,8,10,47, , , , , , , , , , , , ,4,5,13,5,6,33,104029,16
13,10,10,12,13,58, , , , , , , , , , , , ,37,35,26,25,21,144,108005,16
14,8,9,6,9,46, , , , , , , , , , , , ,37,37,35,34,32,175,108006,16
14,7,8,11,10,50, , , , , , ,22,12,19,15,15,83,37,41,36,42,34,190,108021,16
18,13,11,7,12,61,14,9,7,11,8,49, , , , , , , , , , , , ,109013,16
18,9,13,10,15,65, , , , , , , , , , , , , , , , , , ,110001,16
16,11,13,12,15,67, , , , , , , , , , , , , , , , , , ,111027,16
15,10,11,13,12,61, , , , , , , , , , , , , , , , , , ,111050,16
14,11,13,11,14,63,14,9,12,10,13,58, , , , , , , , , , , , ,120014,16
11,9,10,12,14,56, , , , , , , , , , , , , , , , , , ,127009,16
8,10,10,8,11,47, , , , , , , , , , , , , , , , , , ,129020,16
15,9,13,9,14,60, , , , , , , , , , , , , , , , , , ,131025,16
12,9,10,7,9,47, , , , , , , , , , , , , , , , , , ,132028,16
14,11,14,11,14,64,16,11,14,13,12,66, , , , , , , , , , , , ,136030,16
11,8,12,10,11,52, , , , , , , , , , , , , , , , , , ,137022,16
17,12,13,10,12,64, , , , , , , , , , , , , , , , , , ,139007,16
17,16,13,18,19,83, , , , , , , , , , , , , , , , , , ,141003,16
16,19,11,15,14,75, , , , , , , , , , , , , , , , , , ,141016,16
18,22,18,19,19,96, , , , , , , , , , , , , , , , , , ,141017,16
12,15,17,18,18,80, , , , , , , , , , , , , , , , , , ,141018,16
18,15,13,8,14,68, , , , , , , , , , , , , , , , , , ,142014,16
16,12,12,12,14,66, , , , , , , , , , , , , , , , , , ,142015,16
19,13,14,12,17,75, , , , , , , , , , , , , , , , , , ,142021,16
17,10,12,12,12,63,16,10,12,12,12,62, , , , , , , , , , , , ,202046,16
12,9,10,8,9,48, , , , , , , , , , , , , , , , , , ,202104,16
14,13,15,10,15,67, , , , , , ,19,13,18,10,14,74, , , , , , ,211015,16
18,14,12,10,11,65, , , , , , , , , , , , , , , , , , ,218001,16
13,11,11,9,12,56, , , , , , , , , , , , , , , , , , ,218034,16
13,10,11,9,12,55, , , , , , , , , , , , , , , , , , ,218035,16
