ID,agestrat,ADPscore
112010,24,15
112011,24,22
112012,48,28
112013,132,40
112014,204,38
112015,204,38
112016,204,41
112017,96,30
112018,84,31
112019,204,41
112020,84,25
112021,36,26
112022,48,28
112023,54,30
112024,36,29
112025,32,18
112026,32,12
112027,156,41
112028,204,39
112029,156,41
112030,132,33
112031,66,23
112032,72,35
112033,84,28
112034,78,23
112035,120,34
112036,96,31
112037,204,41
112038,78,29
112039,156,41
112040,96,28
112041,120,33
112042,84,26
112043,156,41
112044,108,31
112045,108,29
112046,108,41
112047,96,32
112048,204,41
112049,204,41
112050,84,27
112051,84,27
112052,84,27
112053,132,38
112054,204,41
112055,156,41
112056,120,41
112057,204,41
112058,204,41
112059,204,41
112060,204,41
112061,204,41
112062,156,41
112063,204,41
112064,204,41
112065,204,41
112066,204,41
112067,132,41
112068,96,29
112069,132,41
112070,84,26
112071,120,36
112072,156,41
112073,204,41
112074,204,41
112075,156,41
113001,204,37
113002,156,41
113003,204,41
113004,108,41
113005,84,39
113006,60,24
113007,66,35
113008,96,41
113009,78,32
113010,48,29
113012,22,14
113013,108,36
113014,72,34
114001,54,25
114002,72,29
114003,132,36
114004,54,29
114005,4,1
114006,60,32
114007,54,28
114008,54,26
114009,54,28
114010,54,32
114011,2,2
114012,54,29
114013,28,24
114014,54,35
114015,54,32
114016,78,34
114017,78,36
114018,54,31
114020,24,19
114022,60,26
114023,84,30
115001,48,24
115002,84,38
115003,132,34
115004,156,41
115005,156,40
115006,32,20
115007,60,29
115008,132,39
115009,84,34
115010,4,3
115011,24,18
115012,156,38
115013,156,39
115014,204,39
115015,48,21
115029,60,31
115030,108,36
115031,36,22
115032,120,41
115033,60,36
115034,84,38
115035,108,36
115036,120,40
115037,42,19
115038,156,38
115039,156,40
115040,12,8
115041,156,41
115042,156,41
115043,78,33
115044,120,38
115045,156,41
115046,24,16
115047,42,25
115048,84,39
115049,108,39
115050,120,34
115116,14,9
115117,32,15
115118,42,30
115119,28,17
115120,54,28
115121,72,30
115122,108,40
115123,132,41
115124,156,41
115125,204,41
115126,60,29
115127,96,41
115128,120,41
116001,24,21
116002,36,23
116003,36,21
116004,36,20
116005,22,9
116006,32,23
116007,14,11
116008,42,23
116009,14,7
116010,28,17
116011,132,37
116012,12,7
116013,10,7
116014,28,21
116015,132,40
116016,132,41
116017,42,22
116018,12,7
116019,20,12
116020,32,21
116021,132,41
116022,132,41
116023,156,41
116024,108,36
116025,66,32
116026,32,11
116027,28,16
116028,6,4
116029,156,41
116030,204,41
116031,12,7
116032,156,41
116033,12,7
116034,156,41
116035,156,41
116036,66,29
116037,132,41
116038,8,6
116040,132,41
116041,108,34
116042,132,41
116043,72,30
116044,132,41
116045,132,41
116046,120,36
116047,204,41
116048,132,41
116049,28,19
116050,32,20
116051,132,41
116052,204,41
116053,204,41
116054,132,41
116055,28,18
116056,32,19
116057,132,41
116058,120,41
116059,132,41
116060,132,41
116061,120,37
116062,24,17
116063,24,18
116064,204,41
116065,204,41
116069,132,41
116071,132,41
116072,132,41
116073,32,20
116074,204,41
116075,204,41
116076,204,41
116077,132,41
116078,132,41
116079,28,20
116080,32,19
117001,32,13
117002,66,30
117003,120,39
117004,24,18
117005,120,40
117006,66,33
117007,132,39
117008,10,7
117009,42,35
117010,10,7
117011,6,5
117012,36,17
117013,24,12
117014,54,28
117015,28,12
117016,24,18
117017,4,4
117018,4,5
117019,4,5
117020,6,6
117021,10,7
117022,54,26
117023,54,27
117024,48,25
117025,4,3
117026,22,9
117027,4,3
117028,28,14
117029,48,20
117030,36,26
117031,14,10
117032,132,38
117033,4,2
117034,132,38
117035,108,40
117036,78,37
117037,66,28
117038,108,41
117040,8,8
117041,84,34
117042,36,20
117043,66,30
117044,8,6
117045,32,26
117046,0,0
117047,0,0
117048,96,36
117049,78,36
117050,132,33
117053,8,7
117054,84,32
117055,36,21
117056,18,12
117059,22,10
117060,8,7
117061,72,28
117062,42,24
117063,10,5
117064,60,28
117065,36,22
118001,66,25
118002,32,20
118003,156,41
118004,132,41
118005,2,3
118006,48,27
118007,156,41
118008,132,41
118009,42,23
118010,120,40
118011,78,33
118012,66,37
118015,2,1
118016,96,35
118017,66,30
118018,36,18
118019,2,2
119001,36,24
119002,132,41
119003,132,41
119004,108,41
119005,18,14
119006,12,9
119007,96,41
119008,36,25
119009,78,33
119010,10,7
119011,84,40
119012,108,40
119013,132,40
119014,96,41
119015,78,39
119016,84,34
119017,132,41
119018,96,38
119019,84,31
119020,60,27
119021,96,41
119022,2,2
119023,2,5
120009,156,41
120010,204,41
120011,36,21
120012,54,28
120013,12,11
120014,16,11
120015,42,23
120016,28,21
120017,48,28
120018,60,30
120020,84,41
120021,132,41
120022,20,11
120023,78,32
120024,108,37
120025,132,36
120026,18,14
120027,72,35
120028,108,40
120029,42,25
120030,72,29
120031,60,26
120032,66,30
120037,10,8
120038,72,32
120041,0,4
120042,48,24
120043,108,40
120044,96,35
120045,132,41
120046,96,41
120047,132,41
120048,28,28
120049,54,25
120050,72,36
120051,108,40
120052,32,26
120053,60,28
120056,78,27
120057,78,28
120058,108,32
120059,66,38
120061,8,8
120062,42,31
120063,6,6
120064,48,30
120065,72,34
120066,132,41
120067,66,34
120069,8,4
120070,78,33
120071,120,40
120072,132,39
120073,108,38
121001,10,10
121002,156,41
121003,156,41
121005,18,20
121006,6,5
121007,36,29
121009,20,17
121010,24,16
121011,10,10
121012,22,10
121013,2,3
121014,20,9
121015,20,10
121016,42,28
121017,12,9
121018,78,40
121019,132,41
121020,36,21
121022,14,9
121023,54,27
122001,36,25
122002,60,32
122003,20,13
122004,0,2
122005,60,34
122006,84,37
122007,120,37
122008,20,13
122010,96,29
122011,20,14
122012,48,22
122013,2,4
122015,78,37
122016,60,37
122017,24,13
123001,204,41
123002,84,38
123003,156,41
123004,204,41
123005,156,41
123006,54,29
123007,54,29
123008,132,38
123009,84,39
123010,96,40
123011,204,39
123012,156,39
123013,156,41
123014,120,40
123015,78,32
123016,204,41
123017,156,38
123018,156,41
123019,132,38
123020,156,41
123021,36,22
123022,156,41
123023,120,39
123024,156,41
123025,156,41
123026,132,41
123027,66,32
123028,156,41
123029,132,41
123030,204,41
123031,156,41
123032,120,38
123033,42,23
123034,42,23
123035,132,41
123036,156,40
123037,132,41
123038,132,38
123039,96,36
123040,36,25
123041,132,41
123042,72,31
123043,132,41
123044,204,41
123045,204,41
123046,66,29
123047,132,41
123048,72,31
123049,120,37
123050,132,40
123051,132,41
123052,66,30
123053,78,29
123054,132,41
123055,132,41
123056,120,40
123057,72,30
123058,132,41
123059,132,40
123060,132,41
123061,120,39
123062,132,41
123063,42,22
123064,132,41
123065,108,38
123066,204,41
123067,132,41
123068,108,39
123069,120,40
123070,132,41
123071,36,20
123072,36,25
123073,42,29
123074,132,39
123075,132,41
123076,108,40
123077,132,41
123078,120,40
123079,54,29
123080,96,36
125001,108,38
125002,48,26
125003,48,25
125004,54,31
125005,60,34
125006,54,30
125007,60,32
125008,60,29
125009,54,33
125010,60,29
125011,66,32
125012,60,27
125013,60,29
125014,60,26
125015,54,30
125016,66,35
125017,72,33
125018,54,28
125019,60,29
125020,84,34
125021,60,30
125022,60,27
125023,60,29
125024,60,33
125025,0,3
125026,28,18
125027,14,11
125028,72,39
125029,10,9
125030,18,8
125031,60,33
125032,78,34
125033,60,30
125034,72,33
125035,20,15
125036,14,11
125037,72,40
125038,22,15
125039,2,2
125040,32,21
125041,14,9
125043,10,6
125044,10,7
125045,28,15
125046,60,29
125047,60,34
125048,60,30
125049,14,10
125053,8,6
125055,24,15
125057,14,9
125058,4,3
125059,28,20
125060,28,21
125061,4,6
125062,2,3
126001,66,34
126002,132,41
126003,108,35
126004,84,36
126005,60,28
126006,108,40
126007,96,28
126008,54,23
126009,54,25
126010,72,35
126011,66,29
126012,72,36
126013,60,33
126014,66,31
126015,132,40
126016,54,29
126017,132,40
126018,72,34
126019,108,41
126020,24,16
127001,18,9
127002,132,41
127003,2,4
127004,78,34
127005,6,4
127006,36,26
127007,54,32
127008,14,15
127009,16,9
127010,12,6
127011,66,27
127012,20,15
127013,12,10
127014,42,29
127015,48,24
127016,66,33
127017,42,26
127018,4,4
127019,24,12
127020,32,23
127021,22,11
127022,84,35
127023,120,40
127024,54,30
127025,20,12
127026,6,3
127027,24,9
127028,42,30
127029,66,32
127030,10,9
127031,48,24
127032,42,29
127033,78,39
127034,132,41
127035,84,34
127036,10,8
127037,10,10
127038,24,16
127039,2,4
127040,14,12
127042,0,2
127141,6,5
128001,96,38
128002,132,41
128003,132,40
128004,96,41
128005,120,40
128006,132,41
128007,108,41
128008,72,40
128009,132,40
128010,108,36
128011,120,38
128013,54,36
128014,120,41
128019,84,41
128020,72,39
128021,78,33
128022,108,41
128023,132,41
128024,96,41
128025,120,40
129001,120,40
129002,84,33
129003,8,6
129004,36,19
129005,36,23
129006,84,32
129007,42,23
129008,36,26
129009,28,21
129010,54,26
129011,108,41
129012,84,33
129013,120,41
129014,36,19
129015,48,22
129016,78,29
129017,66,30
129018,24,12
129019,48,29
129020,16,10
129021,48,26
129022,78,36
129023,36,27
129024,36,26
129025,48,29
129026,22,20
129027,108,41
129028,36,21
129029,78,27
129030,132,41
130001,60,34
130002,96,41
130003,60,33
130004,60,29
130005,72,35
130006,72,33
130007,84,39
130008,72,36
130009,72,33
130010,72,30
130011,84,35
130012,84,38
130013,84,38
130014,84,32
130015,54,32
130016,84,38
130017,84,35
130018,96,41
130019,96,40
130020,96,38
130021,96,41
130022,108,41
130023,108,40
130024,108,41
130025,108,41
130026,120,41
130027,120,41
130028,132,41
130029,132,41
131001,2,1
131002,10,6
131003,0,3
131004,66,36
131005,54,24
131006,36,17
131007,10,8
131008,42,20
131009,36,23
131010,28,19
131011,4,6
131012,84,41
131013,12,8
131014,42,21
131015,84,37
131016,96,40
131017,78,32
131018,132,40
131019,108,38
131020,20,10
131021,20,10
131022,36,19
131023,14,9
131024,48,30
131025,16,9
131026,0,0
131027,10,9
131028,96,38
131029,66,33
131030,12,9
131031,10,9
131032,10,9
131033,204,41
131034,36,26
131035,2,2
131036,22,15
131037,0,2
131038,4,2
131040,96,38
131041,42,23
131042,48,25
131043,42,24
131044,10,9
131045,2,4
131046,108,39
131047,84,37
131048,14,12
131049,0,1
131050,4,3
131051,14,9
131052,14,9
131053,6,6
131054,4,4
131055,42,24
131056,96,41
131057,72,34
131058,42,24
131059,84,40
131060,12,9
132002,6,5
132003,120,35
132006,78,38
132007,48,36
132008,22,18
132010,108,41
132011,32,21
132012,10,8
132015,72,34
132016,132,41
132017,132,41
132018,96,41
132019,54,26
132021,84,37
132022,96,41
132023,54,25
132024,132,41
132025,108,40
132026,108,40
132027,48,30
132028,16,9
132029,108,40
132030,42,31
133001,78,35
133002,120,39
133003,84,35
133004,42,25
133005,66,30
133006,96,41
133007,132,41
133010,24,15
133011,120,38
133012,84,34
133013,54,28
133015,78,38
133016,48,31
133019,96,41
133020,96,41
133022,32,17
133023,8,6
133025,96,38
133026,72,32
133028,108,36
133029,96,38
133030,78,31
134001,132,41
134002,132,41
134003,96,38
134004,96,38
134005,96,34
134006,84,41
134007,72,33
134008,132,41
134009,132,41
134010,96,35
134011,96,38
134012,96,31
134013,96,36
134014,96,38
134016,72,31
134017,72,30
134018,72,31
134019,78,36
134020,132,41
134021,132,40
134022,66,36
134023,96,41
134024,96,37
134025,96,35
134026,84,36
134027,22,17
134028,22,15
134029,22,15
134030,20,17
134031,24,18
134032,12,11
134033,28,19
134034,96,38
134035,72,37
134036,24,21
134037,24,12
134039,108,40
134040,22,15
134041,32,22
134042,24,17
134043,14,14
134044,108,41
134046,32,15
134047,10,10
135001,96,41
135002,36,27
135003,120,37
135004,66,33
135005,14,13
135006,54,30
135007,54,31
135008,78,34
135009,66,30
135010,96,39
135012,72,30
135013,42,19
135014,6,4
135015,96,37
135016,204,41
135017,132,41
135018,204,41
135019,66,31
135020,132,40
135021,120,40
135022,10,7
135023,132,40
135024,120,41
135025,204,40
135026,84,37
135027,60,32
135028,32,20
135029,24,16
135030,4,5
136001,132,40
136002,6,6
136003,14,8
136004,132,41
136005,120,36
136006,60,33
136007,96,40
136008,8,6
136011,60,29
136012,2,0
136013,4,5
136014,12,10
136015,28,13
136016,28,13
136017,28,13
136019,24,9
136020,8,5
136021,6,4
136023,24,18
136024,6,6
136025,8,6
136030,16,11
137001,132,41
137002,108,41
137003,66,26
137004,36,20
137005,120,41
137006,84,41
137007,28,11
137008,48,28
137009,66,26
137010,36,18
137011,28,21
137012,54,28
137013,4,6
137014,12,11
137015,60,28
137016,0,4
137017,72,29
137018,48,25
137019,28,15
137020,96,30
137021,54,16
137022,16,8
137023,32,9
137024,4,4
137025,14,10
137026,66,36
137027,96,41
137028,72,33
137029,108,41
137030,78,40
137031,32,22
137032,84,37
137033,108,40
137034,48,31
137035,108,41
137036,66,32
137037,96,41
137038,72,41
137039,54,36
137040,72,27
137041,36,19
137042,10,10
137043,84,35
137044,18,16
137045,36,23
137046,18,14
137047,0,1
137051,66,34
137052,0,1
138001,132,40
138003,108,39
138004,84,35
138005,96,35
138006,204,41
138007,120,41
138008,78,31
138009,54,26
138010,132,41
138011,28,22
138012,132,37
138013,108,37
138014,2,4
138015,4,5
138016,120,38
138017,96,36
138018,12,8
138019,6,5
138020,12,9
138021,24,17
139001,8,8
139002,22,18
139003,48,31
139004,42,23
139005,18,11
139006,22,16
139007,16,12
139008,18,10
139009,48,27
139010,24,18
139011,6,5
139012,24,11
139013,42,22
139014,10,8
139015,42,23
139016,14,8
139017,10,8
139018,48,29
139019,32,27
139020,60,34
139021,48,29
139022,28,22
141001,14,9
141002,20,18
141003,16,16
141004,18,7
141005,14,11
141006,18,15
141007,22,19
141008,24,22
141009,20,19
141010,20,16
141011,22,22
141012,20,12
141013,24,21
141014,14,8
141015,18,22
141016,16,19
141017,16,22
141018,16,15
141019,14,19
141021,18,19
141022,22,21
141023,20,18
141024,22,22
141025,20,23
141026,28,23
141027,24,24
141028,32,23
141029,32,23
141030,28,20
141031,36,24
141032,36,23
141033,36,23
141034,42,23
141035,32,25
141036,42,27
141037,36,24
141038,42,23
141039,36,18
141040,42,23
141041,42,24
141042,42,23
141043,42,21
141044,54,26
141045,48,27
141046,54,27
141047,54,27
141048,48,26
141049,54,27
142001,22,12
142002,14,8
142003,22,20
142004,24,20
142005,24,21
142006,20,15
142007,10,10
142008,32,23
142009,0,2
142010,2,3
142011,8,6
142012,6,7
142013,32,15
142014,16,15
142015,16,12
142016,6,5
142017,32,18
142018,42,22
142019,6,6
142020,14,8
142021,16,13
142022,36,27
142023,60,35
142024,8,7
142025,20,18
142026,24,16
142027,4,2
142028,54,27
142029,36,15
142030,8,6
143001,132,41
143002,108,41
143003,48,31
143004,84,41
143005,84,38
143006,96,40
143007,72,33
143008,78,35
143009,60,31
143010,54,33
143011,32,26
143013,72,32
143017,60,34
143018,96,37
143019,132,41
143021,132,39
143022,132,40
143023,96,33
143024,32,17
143025,120,39
146001,0,3
146002,10,8
148001,84,30
148002,132,38
148003,66,27
148004,20,11
148005,54,30
148006,132,41
148007,108,40
148008,96,31
148009,132,39
148012,84,35
148013,84,34
148015,132,38
148016,48,25
148017,60,30
148018,28,18
148019,72,30
148020,14,9
148021,48,25
148022,108,29
148023,84,39
148024,42,26
148025,96,36
148026,78,35
148027,132,40
148028,60,26
148029,72,31
148030,84,36
148031,108,37
148032,20,16
151001,156,41
151002,120,41
151003,108,40
151004,156,40
151005,48,27
151006,36,16
151007,48,26
151008,78,28
151009,108,41
151010,42,17
151011,42,23
151012,84,23
151013,132,39
151014,36,18
151015,108,41
151016,78,25
151017,36,24
151018,132,41
151019,120,41
151020,132,41
151021,108,41
151022,132,41
151023,120,41
151024,132,41
151025,120,41
151026,120,41
151027,60,30
151028,66,27
151029,48,27
151030,66,26
151031,96,41
151032,96,36
151033,120,41
151034,120,41
151035,54,22
151036,96,41
151037,96,40
151038,108,41
151039,120,41
151040,132,41
151041,36,25
151042,84,29
151043,84,30
151044,84,32
151045,36,14
151046,96,37
151047,96,31
151048,120,39
151049,96,36
151050,24,1
151051,108,32
151052,84,33
151053,84,34
151054,108,34
151055,120,39
151056,96,26
151057,84,33
151058,84,34
151059,84,31
151060,96,37
154001,204,41
154002,32,19
154003,10,7
154004,204,41
154005,84,39
154006,10,9
154007,204,41
154008,204,41
154009,42,25
154010,120,41
154011,204,41
154012,204,41
154013,204,41
154014,204,41
154015,204,41
154016,204,40
154017,132,37
154018,120,38
154019,204,41
154020,204,41
154021,132,40
154022,132,32
154023,204,40
154024,84,41
154025,132,37
154026,204,41
154027,204,41
154028,108,40
154029,108,40
154030,132,39
154031,36,27
154032,12,9
154033,8,7
154035,20,9
154036,60,24
154037,72,30
154038,84,30
154039,132,38
154040,84,40
154041,66,27
154042,42,22
154043,28,15
154044,132,41
154045,132,41
154046,108,38
154047,120,41
154048,132,40
154049,78,33
154050,60,33
154051,6,6
154052,54,35
154054,8,4
154055,66,30
154056,108,41
154057,132,39
154058,120,39
154059,78,32
154060,120,35
154061,72,35
154062,14,9
154063,84,36
154064,48,30
154065,0,2
154066,0,2
154067,84,37
154068,132,39
154069,132,35
154070,132,37
154071,132,40
154072,78,31
154073,48,27
154074,28,29
154075,18,10
154076,132,40
154077,108,39
154078,84,34
154079,132,41
154080,120,41
154081,108,39
201003,66,29
201004,66,32
201005,60,29
201006,60,30
201007,72,29
201008,72,30
201009,72,38
201010,72,38
201011,66,30
201012,72,32
201013,66,28
201014,72,30
201015,66,32
201016,78,34
201020,54,31
201022,66,28
201030,72,41
201031,72,30
201033,66,27
201034,60,32
201040,66,34
201041,60,32
201043,54,31
201047,66,33
201050,72,37
201052,42,26
201053,66,34
201054,66,34
201056,54,35
202001,132,41
202002,108,39
202003,48,19
202004,108,36
202005,66,32
202006,54,27
202007,4,4
202008,96,40
202009,42,27
202010,4,4
202011,8,0
202012,132,40
202013,22,16
202014,42,12
202015,78,27
202016,10,8
202017,120,38
202018,48,23
202019,8,6
202020,6,7
202021,54,29
202022,28,12
202023,8,7
202024,24,23
202025,4,5
202026,42,29
202027,78,35
202028,42,23
202029,60,32
202030,2,2
202031,60,40
202032,42,26
202033,4,4
202034,6,5
202035,28,16
202036,20,17
202037,42,32
202038,42,34
202039,78,41
202040,6,4
202041,18,15
202042,42,26
202043,32,20
202044,36,26
202045,20,13
202046,16,10
202047,48,23
202048,96,39
202049,42,23
202050,96,38
202051,96,40
202052,78,35
202053,2,0
202054,6,6
202055,32,23
202056,54,33
202057,18,14
202058,48,25
202059,18,8
202060,48,21
202061,48,24
202062,42,32
202063,20,11
202064,0,1
202065,14,8
202066,42,23
202067,54,31
202068,28,10
202069,24,16
202070,6,6
202071,54,35
202072,8,6
202073,72,34
202074,18,12
202075,8,6
202076,120,41
202077,96,25
202078,12,9
202079,24,11
202080,36,15
202081,24,8
202082,108,35
202083,132,39
202085,132,37
202086,12,7
202087,42,14
202088,48,24
202089,78,27
202090,72,28
202091,96,39
202092,42,22
202093,60,26
202094,120,41
202095,28,11
202096,96,40
202097,84,39
202098,108,41
202099,132,41
202100,0,2
202101,48,28
202102,0,2
202103,66,39
202104,16,9
202105,24,14
202106,60,31
202107,132,41
202108,8,8
202109,132,41
202110,132,41
206001,42,19
206002,66,27
206003,78,33
206004,22,8
206005,84,35
206006,84,19
206008,84,32
206010,84,33
206015,72,34
206017,84,40
206019,78,37
206020,78,36
206024,84,34
207001,72,29
207002,60,26
207003,10,12
207004,96,36
207005,8,6
207006,20,14
207007,84,28
207008,10,6
207009,120,41
207010,48,25
207011,20,15
207012,48,22
207013,24,23
207014,8,5
207015,24,21
207016,12,8
207017,120,36
207018,96,38
207019,6,5
207020,32,23
207021,60,31
207022,8,7
207023,36,21
207024,84,27
207025,18,11
208001,54,30
208002,48,30
208003,54,41
208004,48,23
208005,48,33
208006,66,41
208007,60,28
208008,54,32
208009,54,29
208117,66,39
208118,66,29
211002,60,35
211003,120,40
211004,132,41
211005,108,41
211006,54,27
211007,42,22
211008,132,41
211009,84,31
211012,24,15
211014,28,26
211015,16,13
211016,78,38
211017,60,35
211018,28,26
211020,108,38
211021,72,38
211022,156,40
211023,108,40
211024,66,39
213001,32,23
213002,54,23
213003,72,22
215001,84,38
215002,48,31
215003,18,8
215004,84,36
215005,120,40
215006,2,4
215007,24,18
215008,4,2
215009,18,13
215010,24,17
216001,84,41
216002,132,41
216003,132,41
216004,48,31
216005,96,39
216006,66,33
216007,36,19
216008,108,40
216009,84,39
216011,132,41
216012,120,37
216013,132,39
216014,8,7
216015,42,24
216016,96,41
216017,84,36
216018,48,31
216019,18,19
218001,16,14
218003,60,36
218004,48,25
218005,84,35
218006,4,5
218007,24,18
218008,6,4
218009,72,35
218010,20,17
218011,10,7
218012,24,22
218013,8,7
218014,8,6
218015,18,20
218016,6,6
218017,12,9
218018,14,17
218019,20,12
218020,4,4
218021,12,10
218022,4,5
218023,6,5
218024,6,5
218025,4,5
218026,18,17
218027,4,4
218028,18,12
218030,10,7
218031,10,8
218032,18,13
218033,4,2
218034,16,11
218035,16,10
218036,12,13
218037,12,10
219001,78,30
219002,108,40
219003,60,34
219004,84,38
219005,84,40
219006,96,41
219007,72,41
219008,120,39
219009,96,38
219010,66,31
220001,108,37
220002,78,36
220003,42,24
220004,24,15
220005,132,39
220006,22,14
220007,54,25
220008,108,41
220009,84,21
220010,66,32
220011,66,34
220012,60,25
220013,66,33
220015,60,35
220016,48,27
220017,66,33
220018,78,37
220019,96,38
220020,78,35
220021,24,22
220022,24,20
220023,54,33
220024,78,36
220025,108,41
220026,4,4
220027,6,6
220028,96,37
220029,14,9
220030,132,38
220031,132,39
220032,120,38
220033,48,31
220034,132,40
220035,132,41
220036,120,41
220037,72,37
220038,20,19
220039,12,12
220040,28,27
220041,32,15
220042,8,5
220043,28,19
220044,72,35
221001,36,20
221002,18,9
221003,18,8
221004,28,20
221005,72,35
221006,72,31
221007,32,21
221008,72,35
221009,72,33
221010,12,10
221011,22,12
221012,66,30
221013,12,11
221014,4,4
221015,2,4
223001,42,21
223002,24,21
223003,6,2
