ID,agestrat,ADPscore
218035,16,10
227013,16,13
109053,18,9
111031,18,14
117056,18,12
119005,18,14
120026,18,14
121005,18,20
125030,18,8
127001,18,9
137044,18,16
137046,18,14
139005,18,11
139008,18,10
141004,18,7
141006,18,15
141015,18,22
141021,18,19
154075,18,10
202041,18,15
202057,18,14
202059,18,8
202074,18,12
207025,18,11
215003,18,8
215009,18,13
216019,18,19
218015,18,20
218026,18,17
218028,18,12
218032,18,13
221002,18,9
221003,18,8
227006,18,15
227020,18,16
229006,18,9
107050,20,11
108034,20,12
111037,20,12
111045,20,16
116019,20,12
120022,20,11
121009,20,17
121014,20,9
121015,20,10
122003,20,13
122008,20,13
122011,20,14
125035,20,15
127012,20,15
127025,20,12
131020,20,10
131021,20,10
134030,20,17
141002,20,18
141009,20,19
141010,20,16
141012,20,12
141023,20,18
141025,20,23
142006,20,15
142025,20,18
148004,20,11
148032,20,16
154035,20,9
202036,20,17
202045,20,13
202063,20,11
207006,20,14
207011,20,15
218010,20,17
218019,20,12
220038,20,19
227009,20,10
102003,22,10
111051,22,11
113012,22,14
116005,22,9
117026,22,9
117059,22,10
121012,22,10
125038,22,15
127021,22,11
129026,22,20
131036,22,15
132008,22,18
134027,22,17
134028,22,15
134029,22,15
134040,22,15
139002,22,18
139006,22,16
141007,22,19
141011,22,22
141022,22,21
141024,22,22
142001,22,12
142003,22,20
202013,22,16
206004,22,8
220006,22,14
221011,22,12
227017,22,19
302004,22,13
101040,24,14
101046,24,19
102002,24,9
102037,24,10
104052,24,14
104053,24,13
107034,24,19
107051,24,17
108022,24,15
108024,24,12
111023,24,17
112010,24,15
112011,24,22
114020,24,19
115011,24,18
115046,24,16
116001,24,21
116062,24,17
116063,24,18
117004,24,18
117013,24,12
117016,24,18
121010,24,16
122017,24,13
125055,24,15
126020,24,16
127019,24,12
127027,24,9
127038,24,16
129018,24,12
133010,24,15
134031,24,18
134036,24,21
134037,24,12
134042,24,17
135029,24,16
136019,24,9
136023,24,18
138021,24,17
139010,24,18
139012,24,11
141008,24,22
141013,24,21
141027,24,24
142004,24,20
142005,24,21
142026,24,16
151050,24,1
202024,24,23
202069,24,16
202079,24,11
202081,24,8
202105,24,14
207013,24,23
207015,24,21
211012,24,15
215007,24,18
215010,24,17
218007,24,18
218012,24,22
220004,24,15
220021,24,22
220022,24,20
223002,24,21
223007,24,13
227014,24,17
228004,24,18
505004,24,10
527005,24,8
612004,24,15
612009,24,6
101042,28,22
101048,28,28
101051,28,22
102029,28,11
104016,28,14
108017,28,14
108026,28,16
108029,28,15
109006,28,20
111047,28,15
112008,28,23
114013,28,24
115119,28,17
116010,28,17
116014,28,21
116027,28,16
116049,28,19
116055,28,18
116079,28,20
117015,28,12
117028,28,14
120016,28,21
120048,28,28
125026,28,18
125045,28,15
125059,28,20
125060,28,21
129009,28,21
131010,28,19
134033,28,19
136015,28,13
136016,28,13
136017,28,13
137007,28,11
137011,28,21
137019,28,15
138011,28,22
139022,28,22
141026,28,23
141030,28,20
148018,28,18
154043,28,15
154074,28,29
202022,28,12
202035,28,16
202068,28,10
202095,28,11
211014,28,26
211018,28,26
220040,28,27
220043,28,19
221004,28,20
223010,28,11
224008,28,24
227007,28,18
227010,28,17
227012,28,17
228003,28,24
505001,28,8
505002,28,8
608006,28,9
612005,28,15
612006,28,20
612010,28,11
101003,32,23
101017,32,22
101033,32,16
101049,32,23
102006,32,10
107035,32,11
108004,32,18
109022,32,26
109078,32,25
109087,32,15
111054,32,14
111055,32,20
112001,32,21
112025,32,18
112026,32,12
115006,32,20
115117,32,15
116006,32,23
116020,32,21
116026,32,11
116050,32,20
116056,32,19
116073,32,20
116080,32,19
117001,32,13
117045,32,26
118002,32,20
120052,32,26
125040,32,21
127020,32,23
132011,32,21
133022,32,17
134041,32,22
134046,32,15
135028,32,20
137023,32,9
137031,32,22
139019,32,27
141028,32,23
141029,32,23
141035,32,25
142008,32,23
142013,32,15
142017,32,18
143011,32,26
143024,32,17
154002,32,19
202043,32,20
202055,32,23
207020,32,23
213001,32,23
220041,32,15
221007,32,21
224004,32,20
227002,32,15
227018,32,16
501022,32,11
505030,32,15
608013,32,20
101007,36,29
101013,36,24
104007,36,25
104015,36,26
104018,36,26
105001,36,14
105008,36,22
109009,36,28
109063,36,24
109081,36,21
111004,36,25
111012,36,27
111022,36,22
112004,36,24
112009,36,21
112021,36,26
112024,36,29
115031,36,22
116002,36,23
116003,36,21
116004,36,20
117012,36,17
117030,36,26
117042,36,20
117055,36,21
117065,36,22
118018,36,18
119001,36,24
119008,36,25
120011,36,21
121007,36,29
121020,36,21
122001,36,25
123021,36,22
123040,36,25
123071,36,20
123072,36,25
127006,36,26
129004,36,19
129005,36,23
129008,36,26
129014,36,19
129023,36,27
129024,36,26
129028,36,21
131006,36,17
131009,36,23
131022,36,19
131034,36,26
135002,36,27
137004,36,20
137010,36,18
137041,36,19
137045,36,23
141031,36,24
141032,36,23
141033,36,23
141037,36,24
141039,36,18
142022,36,27
142029,36,15
151006,36,16
151014,36,18
151017,36,24
151041,36,25
151045,36,14
154031,36,27
202044,36,26
202080,36,15
207023,36,21
216007,36,19
221001,36,20
223006,36,24
224011,36,25
224012,36,23
505003,36,12
505023,36,8
505025,36,9
506011,36,18
508019,36,10
508021,36,10
527001,36,5
608005,36,30
612003,36,19
101039,42,26
105013,42,13
105014,42,17
105042,42,10
107049,42,23
109008,42,25
109018,42,26
109035,42,29
109054,42,29
111002,42,22
111010,42,26
111019,42,28
111020,42,25
111024,42,24
115037,42,19
115047,42,25
115118,42,30
116008,42,23
116017,42,22
117009,42,35
117062,42,24
118009,42,23
120015,42,23
120029,42,25
120062,42,31
121016,42,28
123033,42,23
123034,42,23
123063,42,22
123073,42,29
127014,42,29
127017,42,26
127028,42,30
127032,42,29
129007,42,23
131008,42,20
131014,42,21
131041,42,23
131043,42,24
131055,42,24
131058,42,24
132030,42,31
133004,42,25
135013,42,19
139004,42,23
139013,42,22
139015,42,23
141034,42,23
141036,42,27
141038,42,23
141040,42,23
141041,42,24
141042,42,23
141043,42,21
142018,42,22
148024,42,26
151010,42,17
151011,42,23
154009,42,25
154042,42,22
201052,42,26
202009,42,27
202014,42,12
202026,42,29
202028,42,23
202032,42,26
202037,42,32
202038,42,34
202042,42,26
202049,42,23
202062,42,32
202066,42,23
202087,42,14
202092,42,22
206001,42,19
211007,42,22
216015,42,24
220003,42,24
223001,42,21
224016,42,25
505008,42,23
505024,42,15
505038,42,18
505039,42,15
506016,42,21
508008,42,27
508015,42,13
508022,42,8
508033,42,12
517018,42,18
608001,42,27
608009,42,29
608010,42,27
101008,48,23
101019,48,37
101027,48,27
101036,48,23
104028,48,27
105002,48,15
105012,48,15
105020,48,20
108033,48,24
108038,48,26
109014,48,26
109038,48,22
109060,48,32
109066,48,24
109090,48,28
109096,48,34
111028,48,32
111030,48,24
111049,48,27
112012,48,28
112022,48,28
113010,48,29
115001,48,24
115015,48,21
117024,48,25
117029,48,20
118006,48,27
120017,48,28
120042,48,24
120064,48,30
122012,48,22
125002,48,26
125003,48,25
127015,48,24
127031,48,24
129015,48,22
129019,48,29
129021,48,26
129025,48,29
131024,48,30
131042,48,25
132007,48,36
132027,48,30
133016,48,31
137008,48,28
137018,48,25
137034,48,31
139003,48,31
139009,48,27
139018,48,29
139021,48,29
141045,48,27
141048,48,26
143003,48,31
148016,48,25
148021,48,25
151005,48,27
151007,48,26
151029,48,27
154064,48,30
154073,48,27
202003,48,19
202018,48,23
202047,48,23
202058,48,25
202060,48,21
202061,48,24
202088,48,24
202101,48,28
207010,48,25
207012,48,22
208002,48,30
208004,48,23
208005,48,33
215002,48,31
216004,48,31
216018,48,31
218004,48,25
220016,48,27
220033,48,31
224007,48,28
224015,48,23
224018,48,19
501002,48,18
501006,48,17
501008,48,18
501010,48,21
501032,48,24
505013,48,25
505035,48,22
507001,48,12
526001,48,10
526003,48,14
608002,48,21
101025,54,30
104003,54,33
104040,54,29
105006,54,20
105010,54,13
107046,54,22
108015,54,32
109080,54,24
111038,54,36
112023,54,30
114001,54,25
114004,54,29
114007,54,28
114008,54,26
114009,54,28
114010,54,32
114012,54,29
114014,54,35
114015,54,32
114018,54,31
115120,54,28
117014,54,28
117022,54,26
117023,54,27
120012,54,28
120049,54,25
121023,54,27
123006,54,29
123007,54,29
123079,54,29
125004,54,31
125006,54,30
125009,54,33
125015,54,30
125018,54,28
126008,54,23
126009,54,25
126016,54,29
127007,54,32
127024,54,30
128013,54,36
129010,54,26
130015,54,32
131005,54,24
132019,54,26
132023,54,25
133013,54,28
135006,54,30
135007,54,31
137012,54,28
137021,54,16
137039,54,36
138009,54,26
141044,54,26
141046,54,27
141047,54,27
141049,54,27
142028,54,27
143010,54,33
148005,54,30
151035,54,22
154052,54,35
201020,54,31
201043,54,31
201056,54,35
202006,54,27
202021,54,29
202056,54,33
202067,54,31
202071,54,35
208001,54,30
208003,54,41
208008,54,32
NA,54,29
211006,54,27
213002,54,23
220007,54,25
220023,54,33
505036,54,22
505037,54,19
506001,54,5
506014,54,20
507005,54,28
508013,54,12
508027,54,13
508032,54,14
517003,54,6
608003,54,29
609003,54,18
612002,54,29
101015,60,31
101029,60,35
101031,60,31
101034,60,28
101037,60,40
101043,60,34
101050,60,31
104005,60,26
104024,60,30
104025,60,30
107037,60,31
107048,60,27
108009,60,37
108010,60,37
108025,60,28
108031,60,24
109005,60,27
111009,60,31
111029,60,26
111032,60,29
111052,60,29
113006,60,24
114006,60,32
114022,60,26
115007,60,29
115029,60,31
115033,60,36
115126,60,29
117064,60,28
119020,60,27
120018,60,30
120031,60,26
120053,60,28
122002,60,32
122005,60,34
122016,60,37
125005,60,34
125007,60,32
125008,60,29
125010,60,29
125012,60,27
125013,60,29
125014,60,26
125019,60,29
125021,60,30
125022,60,27
125023,60,29
125024,60,33
125031,60,33
125033,60,30
125046,60,29
125047,60,34
125048,60,30
126005,60,28
126013,60,33
130001,60,34
130003,60,33
130004,60,29
135027,60,32
136006,60,33
136011,60,29
137015,60,28
139020,60,34
142023,60,35
143009,60,31
143017,60,34
148017,60,30
148028,60,26
151027,60,30
154036,60,24
154050,60,33
201005,60,29
201006,60,30
201034,60,32
201041,60,32
202029,60,32
202031,60,40
202093,60,26
202106,60,31
207002,60,26
207021,60,31
208007,60,28
211002,60,35
211017,60,35
218003,60,36
219003,60,34
220012,60,25
220015,60,35
224013,60,31
224014,60,24
224017,60,27
501001,60,25
501005,60,20
501020,60,25
501023,60,24
501029,60,25
505005,60,16
505028,60,8
505040,60,25
508001,60,23
508002,60,23
508031,60,14
517002,60,13
517013,60,26
526005,60,22
602002,60,23
607005,60,31
608007,60,29
612001,60,32
104006,66,33
104030,66,25
105033,66,36
105043,66,28
109026,66,31
109055,66,38
109091,66,30
112007,66,31
112031,66,23
113007,66,35
116025,66,32
116036,66,29
117002,66,30
117006,66,33
117037,66,28
117043,66,30
118001,66,25
118012,66,37
118017,66,30
120032,66,30
120059,66,38
120067,66,34
123027,66,32
123046,66,29
123052,66,30
125011,66,32
125016,66,35
126001,66,34
126011,66,29
126014,66,31
127011,66,27
127016,66,33
127029,66,32
129017,66,30
131004,66,36
131029,66,33
133005,66,30
134022,66,36
135004,66,33
135009,66,30
135019,66,31
137003,66,26
137009,66,26
137026,66,36
137036,66,32
137051,66,34
148003,66,27
151028,66,27
151030,66,26
154041,66,27
154055,66,30
201003,66,29
201004,66,32
201011,66,30
201013,66,28
201015,66,32
201022,66,28
201033,66,27
201040,66,34
201047,66,33
201053,66,34
201054,66,34
202005,66,32
202103,66,39
206002,66,27
208006,66,41
208117,66,39
208118,66,29
211024,66,39
216006,66,33
219010,66,31
220010,66,32
220011,66,34
220013,66,33
220017,66,33
221012,66,30
224003,66,27
224020,66,33
227003,66,30
503001,66,28
503006,66,21
503007,66,18
505014,66,12
505016,66,23
507002,66,28
507006,66,21
508011,66,22
517023,66,31
517028,66,26
529026,66,27
529029,66,19
602003,66,22
602004,66,25
608011,66,33
608014,66,27
101023,72,37
101024,72,27
101047,72,33
102001,72,30
102009,72,25
104004,72,34
105034,72,31
105035,72,25
107021,72,33
107036,72,41
108016,72,31
109007,72,25
109033,72,36
109064,72,30
109097,72,37
110007,72,39
111044,72,30
112002,72,29
112032,72,35
113014,72,34
114002,72,29
115121,72,30
116043,72,30
117061,72,28
120027,72,35
120030,72,29
120038,72,32
120050,72,36
120065,72,34
123042,72,31
123048,72,31
123057,72,30
125017,72,33
125028,72,39
125034,72,33
125037,72,40
126010,72,35
126012,72,36
126018,72,34
128008,72,40
128020,72,39
130005,72,35
130006,72,33
130008,72,36
130009,72,33
130010,72,30
131057,72,34
132015,72,34
133026,72,32
134007,72,33
134016,72,31
134017,72,30
134018,72,31
134035,72,37
135012,72,30
137017,72,29
137028,72,33
137038,72,41
137040,72,27
143007,72,33
143013,72,32
148019,72,30
148029,72,31
154037,72,30
154061,72,35
201007,72,29
201008,72,30
201009,72,38
201010,72,38
201012,72,32
201014,72,30
201030,72,41
201031,72,30
201050,72,37
202073,72,34
202090,72,28
206015,72,34
207001,72,29
211021,72,38
213003,72,22
218009,72,35
219007,72,41
220037,72,37
220044,72,35
221005,72,35
221006,72,31
221008,72,35
221009,72,33
223004,72,36
224006,72,35
224009,72,34
224019,72,32
501011,72,13
501013,72,31
501014,72,24
501019,72,31
501021,72,30
506005,72,23
506015,72,21
508009,72,21
508010,72,19
510004,72,24
517006,72,13
529001,72,28
529025,72,28
602007,72,27
611004,72,18
101002,78,38
101018,78,39
101045,78,38
104014,78,38
107008,78,27
107052,78,34
108007,78,41
108037,78,30
109003,78,28
109019,78,32
109020,78,30
109069,78,38
109086,78,35
110008,78,34
111006,78,33
112006,78,35
112034,78,23
112038,78,29
113009,78,32
114016,78,34
114017,78,36
115043,78,33
117036,78,37
117049,78,36
118011,78,33
119009,78,33
119015,78,39
120023,78,32
120056,78,27
120057,78,28
120070,78,33
121018,78,40
122015,78,37
123015,78,32
123053,78,29
125032,78,34
127004,78,34
127033,78,39
128021,78,33
129016,78,29
129022,78,36
129029,78,27
131017,78,32
132006,78,38
133001,78,35
133015,78,38
133030,78,31
134019,78,36
135008,78,34
137030,78,40
138008,78,31
143008,78,35
148026,78,35
151008,78,28
151016,78,25
154049,78,33
154059,78,32
154072,78,31
201016,78,34
202015,78,27
202027,78,35
202039,78,41
202052,78,35
202089,78,27
206003,78,33
206019,78,37
206020,78,36
211016,78,38
219001,78,30
220002,78,36
220018,78,37
220020,78,35
220024,78,36
224002,78,33
302005,78,41
302009,78,37
501012,78,17
501025,78,31
503004,78,19
506003,78,26
506022,78,13
517001,78,29
517020,78,33
602006,78,22
602008,78,13
607004,78,27
607007,78,31
608004,78,34
608012,78,34
611003,78,17
611007,78,36
612017,78,29
705002,78,18
101009,84,38
101014,84,34
101038,84,41
104017,84,36
107039,84,26
107054,84,35
108003,84,37
109043,84,41
109046,84,39
109051,84,37
109085,84,36
109089,84,36
110006,84,34
111001,84,41
112003,84,28
112018,84,31
112020,84,25
112033,84,28
112042,84,26
112050,84,27
112051,84,27
112052,84,27
112070,84,26
113005,84,39
114023,84,30
115002,84,38
115009,84,34
115034,84,38
115048,84,39
117041,84,34
117054,84,32
119011,84,40
119016,84,34
119019,84,31
120020,84,41
122006,84,37
123002,84,38
123009,84,39
125020,84,34
126004,84,36
127022,84,35
127035,84,34
128019,84,41
129002,84,33
129006,84,32
129012,84,33
130007,84,39
130011,84,35
130012,84,38
130013,84,38
130014,84,32
130016,84,38
130017,84,35
131012,84,41
131015,84,37
131047,84,37
131059,84,40
132021,84,37
133003,84,35
133012,84,34
134006,84,41
134026,84,36
135026,84,37
137006,84,41
137032,84,37
137043,84,35
138004,84,35
143004,84,41
143005,84,38
148001,84,30
148012,84,35
148013,84,34
148023,84,39
148030,84,36
151012,84,23
151042,84,29
151043,84,30
151044,84,32
151052,84,33
151053,84,34
151057,84,33
151058,84,34
151059,84,31
154005,84,39
154024,84,41
154038,84,30
154040,84,40
154063,84,36
154067,84,37
154078,84,34
202097,84,39
206005,84,35
206006,84,19
206008,84,32
206010,84,33
206017,84,40
206024,84,34
207007,84,28
207024,84,27
211009,84,31
215001,84,38
215004,84,36
216001,84,41
216009,84,39
216017,84,36
218005,84,35
219004,84,38
219005,84,40
220009,84,21
302006,84,41
501003,84,32
506009,84,29
508023,84,19
508024,84,24
508025,84,24
508028,84,23
508034,84,26
517011,84,34
517017,84,29
517026,84,37
602005,84,24
605004,84,19
701001,84,31
705004,84,21
101021,96,40
101030,96,39
101032,96,40
102010,96,29
102011,96,38
104023,96,38
108013,96,33
108020,96,32
108039,96,40
108043,96,34
109002,96,38
109021,96,41
109061,96,40
109065,96,36
109088,96,35
110004,96,40
112017,96,30
112036,96,31
112040,96,28
112047,96,32
112068,96,29
113008,96,41
115127,96,41
117048,96,36
118016,96,35
119007,96,41
119014,96,41
119018,96,38
119021,96,41
120044,96,35
120046,96,41
122010,96,29
123010,96,40
123039,96,36
123080,96,36
126007,96,28
128001,96,38
128004,96,41
128024,96,41
130002,96,41
130018,96,41
130019,96,40
130020,96,38
130021,96,41
131016,96,40
131028,96,38
131040,96,38
131056,96,41
132018,96,41
132022,96,41
133006,96,41
133019,96,41
133020,96,41
133025,96,38
133029,96,38
134003,96,38
134004,96,38
134005,96,34
134010,96,35
134011,96,38
134012,96,31
134013,96,36
134014,96,38
134023,96,41
134024,96,37
134025,96,35
134034,96,38
135001,96,41
135010,96,39
135015,96,37
136007,96,40
137020,96,30
137027,96,41
137037,96,41
138005,96,35
138017,96,36
143006,96,40
143018,96,37
143023,96,33
148008,96,31
148025,96,36
151031,96,41
151032,96,36
151036,96,41
151037,96,40
151046,96,37
151047,96,31
151049,96,36
151056,96,26
151060,96,37
202008,96,40
202048,96,39
202050,96,38
202051,96,40
202077,96,25
202091,96,39
202096,96,40
207004,96,36
207018,96,38
216005,96,39
216016,96,41
219006,96,41
219009,96,38
220019,96,38
220028,96,37
223005,96,38
223008,96,33
224001,96,36
224005,96,41
224010,96,38
302001,96,41
302008,96,34
503002,96,26
506004,96,40
508003,96,18
510001,96,25
517012,96,32
529008,96,37
529015,96,34
600006,96,29
605002,96,19
605003,96,34
609009,96,14
612012,96,34
101001,108,41
107020,108,41
107055,108,36
108014,108,40
108041,108,38
109004,108,37
109016,108,39
109050,108,39
109052,108,36
109068,108,40
109079,108,35
109084,108,38
109095,108,41
111011,108,41
111021,108,38
112044,108,31
112045,108,29
112046,108,41
113004,108,41
113013,108,36
115030,108,36
115035,108,36
115049,108,39
115122,108,40
116024,108,36
116041,108,34
117035,108,40
117038,108,41
119004,108,41
119012,108,40
120024,108,37
120028,108,40
120043,108,40
120051,108,40
120058,108,32
120073,108,38
123065,108,38
123068,108,39
123076,108,40
125001,108,38
126003,108,35
126006,108,40
126019,108,41
128007,108,41
128010,108,36
128022,108,41
129011,108,41
129027,108,41
130022,108,41
130023,108,40
130024,108,41
130025,108,41
131019,108,38
131046,108,39
132010,108,41
132025,108,40
132026,108,40
132029,108,40
133028,108,36
134039,108,40
134044,108,41
137002,108,41
137029,108,41
137033,108,40
137035,108,41
138003,108,39
138013,108,37
143002,108,41
148007,108,40
148022,108,29
148031,108,37
151003,108,40
151009,108,41
151015,108,41
151021,108,41
151038,108,41
151051,108,32
151054,108,34
154028,108,40
154029,108,40
154046,108,38
154056,108,41
154077,108,39
154081,108,39
202002,108,39
202004,108,36
202082,108,35
202098,108,41
211005,108,41
211020,108,38
211023,108,40
216008,108,40
219002,108,40
220001,108,37
220008,108,41
220025,108,41
223009,108,39
302002,108,41
501018,108,38
501027,108,32
501031,108,26
505010,108,22
508016,108,27
510005,108,33
517004,108,40
527004,108,18
600009,108,26
600010,108,27
607003,108,21
612008,108,32
612013,108,33
101010,120,40
101020,120,41
101035,120,41
104020,120,41
107019,120,41
108008,120,41
108028,120,37
109012,120,41
109015,120,38
109023,120,41
109037,120,37
109042,120,40
109049,120,38
109094,120,41
111003,120,39
111014,120,41
111035,120,40
111043,120,38
112035,120,34
112041,120,33
112056,120,41
112071,120,36
115032,120,41
115036,120,40
115044,120,38
115050,120,34
115128,120,41
116046,120,36
116058,120,41
116061,120,37
117003,120,39
117005,120,40
118010,120,40
120071,120,40
122007,120,37
123014,120,40
123023,120,39
123032,120,38
123049,120,37
123056,120,40
123061,120,39
123069,120,40
123078,120,40
127023,120,40
128005,120,40
128011,120,38
128014,120,41
128025,120,40
129001,120,40
129013,120,41
130026,120,41
130027,120,41
132003,120,35
133002,120,39
133011,120,38
135003,120,37
135021,120,40
135024,120,41
136005,120,36
137005,120,41
138007,120,41
138016,120,38
143025,120,39
151002,120,41
151019,120,41
151023,120,41
151025,120,41
151026,120,41
151033,120,41
151034,120,41
151039,120,41
151048,120,39
151055,120,39
154010,120,41
154018,120,38
154047,120,41
154058,120,39
154060,120,35
154080,120,41
202017,120,38
202076,120,41
202094,120,41
207009,120,41
207017,120,36
211003,120,40
215005,120,40
216012,120,37
219008,120,39
220032,120,38
220036,120,41
302007,120,40
501026,120,35
505011,120,21
506008,120,38
506013,120,19
508014,120,24
508026,120,38
510008,120,35
517009,120,35
517021,120,39
527002,120,13
600007,120,28
600008,120,26
602001,120,30
611001,120,23
612007,120,30
612014,120,37
102018,132,41
107004,132,38
107016,132,41
107026,132,41
107027,132,40
107030,132,37
107032,132,38
107040,132,41
107041,132,41
107042,132,39
108001,132,41
108027,132,37
108045,132,41
109027,132,41
109029,132,40
109073,132,41
111007,132,41
111025,132,41
111034,132,41
111042,132,40
112030,132,33
112067,132,41
115123,132,41
116011,132,37
116016,132,41
116022,132,41
116057,132,41
117032,132,38
120045,132,41
120066,132,41
121019,132,41
123008,132,38
123019,132,38
123026,132,41
123029,132,41
123035,132,41
123041,132,41
123043,132,41
123054,132,41
123055,132,41
123060,132,41
123062,132,41
123064,132,41
123067,132,41
123070,132,41
123074,132,39
123077,132,41
130028,132,41
131018,132,40
132016,132,41
134001,132,41
134002,132,41
134008,132,41
134020,132,41
134021,132,40
135020,132,40
138001,132,40
138010,132,41
138012,132,37
143019,132,41
143021,132,39
148009,132,39
148015,132,38
151018,132,41
154017,132,37
154025,132,37
154039,132,38
154044,132,41
154048,132,40
154068,132,39
154071,132,40
202012,132,40
202099,132,41
202107,132,41
211004,132,41
211008,132,41
216003,132,41
220031,132,39
220035,132,41
302011,132,40
501009,132,39
505021,132,31
505032,132,28
505033,132,28
529022,132,40
529023,132,37
600001,132,34
608008,132,39
701004,132,30
104002,132,40
107006,132,41
107038,132,39
109034,132,41
109048,132,39
110005,132,41
111036,132,41
112013,132,40
112053,132,38
112069,132,41
114003,132,36
115003,132,34
115008,132,39
116015,132,40
116021,132,41
116037,132,41
116040,132,41
116042,132,41
116044,132,41
116045,132,41
116048,132,41
116051,132,41
116054,132,41
116059,132,41
116060,132,41
116069,132,41
116071,132,41
116072,132,41
116077,132,41
116078,132,41
117007,132,39
117034,132,38
117050,132,33
118004,132,41
118008,132,41
119002,132,41
119003,132,41
119013,132,40
119017,132,41
120021,132,41
120025,132,36
120047,132,41
120072,132,39
123037,132,41
123038,132,38
123047,132,41
123050,132,40
123051,132,41
123058,132,41
123059,132,40
123075,132,41
126002,132,41
126015,132,40
126017,132,40
127002,132,41
127034,132,41
