SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_144,mo_156,mo_180,mo_204,mo_228
117,-,-,-,-,8,-,-,-,12,-,15,-,-,20,-,-,-,-,-,-,-,-,-,38,-,-,-,-,-,-,-,-,-
116,-,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-
115,7,-,-,7,-,-,-,-,-,13,-,-,18,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-
114,-,-,-,-,-,-,9,-,-,-,-,16,-,-,-,-,-,-,29,-,-,-,36,-,39,-,-,-,-,-,-,-,-
113,-,-,-,-,-,8,-,10,-,-,-,-,-,-,-,-,25,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
112,-,-,-,-,7,-,-,-,11,-,14,-,-,-,-,23,-,-,-,-,-,-,-,-,-,40,-,42,-,-,-,-,-
111,6,6,6,-,-,-,-,-,-,-,-,-,-,19,21,-,-,-,-,-,-,34,-,-,-,-,41,-,-,-,-,-,-
110,-,-,-,6,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,32,-,-,37,-,-,-,-,-,-,-,-,-
109,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
108,-,-,-,-,-,7,8,9,-,-,-,15,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-,-
107,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,26,28,-,-,-,35,-,38,-,-,-,-,-,-,-,-
106,5,5,5,-,-,-,-,-,10,-,13,-,-,-,-,22,24,-,-,-,-,-,-,-,-,-,-,-,42,-,-,-,-
105,-,-,-,5,-,-,-,-,-,-,-,-,-,18,20,-,-,-,-,-,-,-,-,-,-,39,-,-,-,-,-,-,-
104,-,-,-,-,-,-,-,-,-,11,-,-,16,-,-,-,-,-,-,-,-,33,-,-,-,-,-,41,-,-,-,-,-
103,-,-,-,-,-,6,7,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,36,-,-,40,-,-,-,-,-,-
102,-,-,-,-,5,-,-,8,-,-,-,14,-,-,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-
101,4,4,4,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,42,-,-,-
100,-,-,-,4,-,-,-,-,-,-,12,-,-,-,19,21,23,25,-,-,-,-,34,-,37,-,-,-,-,-,42,42,42
99,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,32,-,-,-,38,-,-,41,-,-,-,-
98,-,-,-,-,-,5,6,-,-,10,-,-,15,-,-,-,-,-,-,-,30,-,-,35,-,-,39,40,-,-,-,-,-
97,-,-,-,-,-,-,-,7,-,-,-,13,-,-,-,-,-,-,26,28,-,-,-,-,-,-,-,-,-,41,41,41,41
96,-,3,3,-,4,-,-,-,8,-,11,-,-,-,-,20,22,24,-,-,-,-,33,-,36,-,-,-,40,-,-,-,-
95,3,-,-,-,-,-,-,-,-,-,-,-,-,16,18,-,-,-,-,-,-,31,-,-,-,37,38,39,-,-,-,-,-
94,-,-,-,3,-,-,-,-,-,9,-,-,14,-,-,-,-,-,-,-,29,-,-,34,-,-,-,-,-,40,40,40,40
93,-,-,-,-,-,-,5,-,-,-,-,12,-,-,-,-,-,-,25,27,-,-,32,-,35,-,-,-,-,-,-,-,-
92,-,-,-,-,-,4,-,6,-,-,-,-,-,-,-,19,21,23,-,-,-,-,-,-,-,36,-,38,39,-,-,-,-
91,-,-,-,-,3,-,-,-,7,-,10,-,-,-,17,-,-,-,-,-,-,30,-,33,-,-,37,-,-,39,39,39,39
90,-,2,2,-,-,-,-,-,-,-,-,-,13,15,-,-,-,-,-,26,28,-,-,-,-,-,-,-,-,-,-,-,-
89,2,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,24,-,-,-,31,-,34,-,-,-,38,-,-,-,-
88,-,-,-,2,-,-,4,-,-,-,-,11,-,-,-,-,20,22,-,-,-,29,-,-,-,35,36,37,-,38,38,38,38
87,-,-,-,-,-,3,-,5,-,-,9,-,-,-,16,18,-,-,-,-,27,-,-,32,-,-,-,-,-,-,-,-,-
86,-,-,-,-,2,-,-,-,6,-,-,-,-,14,-,-,-,-,-,25,-,-,-,-,33,-,-,-,37,-,-,-,-
85,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,23,-,-,-,30,-,-,34,35,36,-,-,-,37,37
84,-,1,1,-,-,-,-,-,-,7,-,10,-,-,-,-,19,21,-,-,-,28,-,31,-,-,-,-,-,37,37,-,-
83,1,-,-,1,-,-,3,-,-,-,-,-,-,-,15,17,-,-,-,-,26,-,-,-,-,-,-,-,36,-,-,-,-
82,-,-,-,-,-,2,-,4,-,-,8,-,-,13,-,-,-,-,-,24,-,-,29,-,32,33,-,35,-,-,-,36,36
81,-,-,-,-,-,-,-,-,5,-,-,-,11,-,-,-,-,20,22,-,-,-,-,-,-,-,34,-,-,36,36,-,-
80,-,-,-,-,1,-,-,-,-,6,-,-,-,-,-,-,18,-,-,-,-,27,-,30,-,-,-,-,35,-,-,-,-
79,-,-,0,-,-,-,-,-,-,-,-,9,-,-,14,16,-,-,-,-,25,-,-,-,31,-,-,34,-,-,-,-,35
78,-,0,-,-,-,-,2,-,-,-,-,-,-,12,-,-,-,-,-,23,-,-,28,-,-,32,33,-,-,35,35,35,-
77,0,-,-,0,-,1,-,3,-,-,7,-,-,-,-,-,-,19,21,-,-,26,-,29,-,-,-,-,-,-,-,-,-
76,-,-,-,-,-,-,-,-,4,-,-,-,10,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,34
75,-,-,-,-,0,-,-,-,-,5,-,8,-,-,-,15,-,-,-,-,24,-,27,-,30,31,32,33,-,34,34,34,-
74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-
73,-,-,-,-,-,-,-,-,-,-,6,-,-,11,-,-,-,18,20,-,-,25,-,28,-,-,-,-,33,-,-,-,33
72,-,-,-,-,-,0,1,2,3,-,-,-,9,-,-,-,16,-,-,-,23,-,-,-,29,-,-,32,-,33,33,33,-
71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,21,-,-,26,-,-,30,31,-,-,-,-,-,-
70,-,-,-,-,-,-,-,-,-,4,-,7,-,-,12,-,-,-,19,-,-,-,-,27,-,-,-,-,32,-,-,-,32
69,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,17,-,-,-,24,-,-,28,-,-,31,-,32,32,32,-
68,-,-,-,-,-,-,-,-,-,-,5,-,8,-,-,-,15,-,-,-,22,-,25,-,-,29,30,-,-,-,-,-,-
67,-,-,-,-,-,-,0,1,2,-,-,-,-,-,-,13,-,-,-,20,-,-,-,-,-,-,-,-,31,-,-,-,31
66,-,-,-,-,-,-,-,-,-,-,-,6,-,-,11,-,-,-,18,-,-,23,-,26,-,-,-,-,-,-,31,31,-
65,-,-,-,-,-,-,-,-,-,3,-,-,-,9,-,-,-,16,-,-,-,-,-,-,27,28,29,30,-,31,-,-,-
64,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,14,-,-,-,21,-,24,-,-,-,-,-,-,-,-,-,30
63,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,12,-,-,-,19,-,-,-,25,-,-,-,-,30,-,30,30,-
62,-,-,-,-,-,-,-,0,1,-,-,-,-,-,10,-,-,-,17,-,-,22,-,-,26,-,-,29,-,30,-,-,-
61,-,-,-,-,-,-,-,-,-,2,-,5,-,-,-,-,-,15,-,-,20,-,-,-,-,27,28,-,-,-,-,-,29
60,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,13,-,-,-,-,-,23,-,-,-,-,-,29,-,-,29,-
59,-,-,-,-,-,-,-,-,-,-,3,-,6,-,-,11,-,-,-,18,-,-,-,24,-,-,-,28,-,29,29,-,-
58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,21,-,-,25,26,27,-,-,-,-,-,28
57,-,-,-,-,-,-,-,-,0,-,-,4,-,-,9,-,-,14,-,-,19,-,22,-,-,-,-,-,28,-,-,28,-
56,-,-,-,-,-,-,-,-,-,1,-,-,-,7,-,-,12,-,-,-,-,-,-,23,-,-,-,27,-,28,28,-,-
55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,17,-,20,-,-,24,-,26,-,-,-,-,-,27
54,-,-,-,-,-,-,-,-,-,-,2,-,5,-,-,-,-,-,15,-,-,-,-,-,-,25,-,-,27,-,-,27,-
53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,13,-,-,18,-,21,-,-,-,-,-,-,27,27,-,-
52,-,-,-,-,-,-,-,-,-,-,-,3,-,6,-,-,11,-,-,16,-,-,-,22,-,-,-,26,-,-,-,-,26
51,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,19,-,-,23,24,25,-,26,-,-,26,-
50,-,-,-,-,-,-,-,-,-,-,1,-,4,-,-,9,-,-,14,-,-,-,20,-,-,-,-,-,-,26,26,-,-
49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,12,-,-,17,-,-,21,-,-,-,25,-,-,-,-,25
48,-,-,-,-,-,-,-,-,-,-,-,2,-,5,-,-,10,-,-,15,-,18,-,-,22,23,24,-,-,-,-,25,-
47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,25,-,-
46,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,8,-,-,13,-,16,-,19,-,-,-,-,24,-,25,-,-,24
45,-,-,-,-,-,-,-,-,-,-,0,-,-,-,6,-,-,11,-,-,-,-,-,20,-,-,23,-,-,-,-,24,-
44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,14,-,17,-,-,21,22,-,-,24,-,24,-,-
43,-,-,-,-,-,-,-,-,-,-,-,1,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,23
42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,12,-,15,-,18,-,-,-,-,23,-,-,-,23,-
41,-,-,-,-,-,-,-,-,-,-,-,-,2,-,5,-,-,10,-,-,-,-,-,19,20,21,22,-,23,-,23,-,-
40,-,-,-,-,-,-,-,-,-,-,-,0,0--1,0--3,0--4,0--6,0--8,0--9,0--11,0--13,0--14,0--16,0--17,0--18,0--19,0--20,0--21,0--22,0--22,0--23,0--22,0--22,0--22
