SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_144,mo_156,mo_180,mo_204,mo_228
137,7,8,-,11,-,14,-,-,-,-,21,-,-,-,-,27,28,-,30,31,-,-,-,34,-,-,-,-,-,-,-,-,-
136,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
135,-,-,-,-,-,-,-,-,18,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
134,-,-,9,-,12,-,15,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-
133,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
132,6,7,-,-,-,-,-,16,-,-,-,-,-,24,-,-,-,-,-,-,-,32,-,-,34,-,-,-,-,-,-,-,-
131,-,-,-,10,-,13,-,-,-,-,20,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
130,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-
129,-,-,8,-,-,-,14,-,17,-,-,21,-,-,-,-,27,28,29,30,-,-,-,-,-,-,-,-,-,-,-,-,-
128,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-,-
127,-,-,-,-,-,-,-,-,-,18,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-
126,5,6,-,9,-,12,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-
125,-,-,-,-,-,-,-,-,-,-,19,-,-,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-
123,-,-,7,-,10,-,13,-,16,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-,-,-
122,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,26,-,-,-,30,-,-,-,-,-,34,-,-,-,-,-,-
121,4,5,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,27,28,29,-,-,-,-,-,-,-,-,-,-,-,-,-
120,-,-,-,8,-,11,-,14,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
119,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-
118,-,-,6,-,-,-,-,-,-,-,18,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-
117,-,-,-,-,9,-,12,-,15,-,-,-,-,-,23,-,-,-,-,-,-,-,31,-,-,33,-,-,-,-,-,-,-
116,3,4,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
115,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-
114,-,-,-,-,-,10,-,13,-,16,-,-,20,-,-,-,25,26,-,-,29,-,-,-,-,-,-,-,34,-,-,-,-
113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27,28,-,-,-,-,32,-,-,-,-,-,-,-,-
112,-,-,5,-,-,-,-,-,-,-,17,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,33,-,-,-,-,-,-
111,2,-,-,-,8,-,11,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-
110,-,3,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-
109,-,-,-,6,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,34,-,-
108,-,-,-,-,-,9,-,12,-,15,-,-,-,-,-,23,-,-,-,-,-,-,30,-,-,32,-,33,-,-,-,-,-
107,-,-,4,-,-,-,-,-,-,-,-,-,19,-,-,-,24,-,-,-,-,29,-,-,-,-,-,-,-,-,-,34,34
106,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,25,26,-,28,-,-,-,-,-,-,-,-,-,-,-,-
105,1,2,-,-,-,-,10,-,13,-,16,-,-,20,-,-,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-
104,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,33,-,-,-,-
103,-,-,-,5,-,-,-,-,-,-,-,17,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
102,-,-,-,-,-,8,-,11,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,32,-,-,-,-,-,-
101,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
100,0,1,-,-,6,-,-,-,-,-,-,-,18,-,-,-,23,-,-,-,-,-,29,-,-,-,-,-,-,33,-,-,-
99,-,-,-,-,-,-,9,-,12,-,15,-,-,19,-,-,-,24,25,26,27,28,-,-,-,31,-,32,-,-,33,-,-
98,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,33,33
97,-,-,-,-,-,7,-,-,-,13,-,16,-,-,20,-,-,-,-,-,-,-,-,-,-,-,31,-,32,-,-,-,-
96,-,-,2,-,-,-,-,10,-,-,-,-,-,-,-,21,-,-,-,-,-,-,28,29,-,-,-,-,-,32,-,-,-
95,-,-,-,-,5,-,-,-,-,-,-,-,17,-,-,-,22,23,-,-,-,27,-,-,-,30,-,31,-,-,32,-,-
94,-,0,-,-,-,-,8,-,11,-,14,-,-,18,-,-,-,-,24,25,26,-,-,-,-,-,-,-,-,-,-,32,32
93,-,-,-,3,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,29,-,30,-,31,-,-,-,-
92,-,-,-,-,-,6,-,9,-,12,-,15,-,-,-,20,-,-,-,-,-,-,-,28,-,-,-,-,-,31,-,-,-
91,-,-,1,-,-,-,-,-,-,-,-,-,16,-,-,-,21,-,-,-,-,-,27,-,-,29,-,30,-,-,31,-,-
90,-,-,-,-,4,-,-,-,-,-,13,-,-,-,-,-,-,22,23,24,25,26,-,-,-,-,-,-,-,-,-,31,31
89,-,-,-,-,-,-,7,-,10,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,28,-,29,-,30,-,-,-,-
88,-,-,-,2,-,-,-,-,-,-,-,14,-,-,18,-,-,-,-,-,-,-,-,27,-,-,-,-,-,30,-,-,-
87,-,-,-,-,-,5,-,8,-,11,-,-,-,-,-,19,-,-,-,-,-,-,26,-,-,28,-,29,-,-,30,-,-
86,-,-,0,-,-,-,-,-,-,-,-,-,15,-,-,-,20,21,-,-,24,25,-,-,-,-,-,-,-,-,-,30,30
85,-,-,-,-,3,-,-,-,-,-,12,-,-,16,-,-,-,-,22,23,-,-,-,-,27,-,-,-,29,-,-,-,-
84,-,-,-,-,-,-,6,-,9,-,-,-,-,-,17,-,-,-,-,-,-,-,-,26,-,-,28,-,-,29,-,-,-
83,-,-,-,1,-,-,-,-,-,-,-,13,-,-,-,18,-,-,-,-,-,-,25,-,-,-,-,-,-,-,29,-,-
82,-,-,-,-,-,4,-,7,-,10,-,-,14,-,-,-,19,-,-,-,-,24,-,-,-,27,-,28,-,-,-,29,29
81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,21,22,23,-,-,-,26,-,-,-,28,-,-,-,-
80,-,-,-,-,2,-,5,-,8,-,11,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,27,-,-,28,-,-,-
79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,28,-,-
78,-,-,-,0,-,-,-,-,-,-,-,12,-,-,-,17,-,-,-,-,-,-,24,-,-,26,-,27,-,-,-,28,28
77,-,-,-,-,-,3,-,6,-,9,-,-,13,-,-,-,18,19,20,21,22,23,-,-,25,-,-,-,27,-,-,-,-
76,-,-,-,-,-,-,-,-,-,-,10,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,26,-,-,27,-,-,-
75,-,-,-,-,1,-,4,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,27,-,-
74,-,-,-,-,-,-,-,-,-,-,-,11,-,-,15,-,-,-,-,-,-,-,23,-,-,25,-,26,-,-,-,27,27
73,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,16,17,-,-,-,21,22,-,-,-,-,-,-,26,-,-,-,-
72,-,-,-,-,-,2,-,5,-,-,-,-,12,-,-,-,-,18,19,20,-,-,-,-,24,-,25,-,-,-,-,-,-
71,-,-,-,-,-,-,-,-,-,-,9,-,-,13,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,26,26,-,-
70,-,-,-,-,0,-,3,-,6,-,-,-,-,-,14,-,-,-,-,-,-,-,22,-,-,24,-,25,-,-,-,26,26
69,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,15,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-
68,-,-,-,-,-,1,-,-,-,7,-,-,11,-,-,-,16,17,18,19,20,-,-,-,23,-,24,-,25,-,-,-,-
67,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,25,25,-,-
66,-,-,-,-,-,-,-,-,-,-,8,-,-,12,-,-,-,-,-,-,-,-,-,-,-,23,-,24,-,-,-,25,25
65,-,-,-,-,-,-,2,-,5,-,-,-,-,-,13,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-
64,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,14,15,-,-,-,19,20,-,-,22,-,-,-,24,-,-,-,-
63,-,-,-,-,-,0,-,3,-,6,-,-,10,-,-,-,-,16,17,18,-,-,-,-,-,-,23,-,-,24,24,-,-
62,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,21,-,-,-,23,-,-,-,24,24
61,-,-,-,-,-,-,-,-,-,-,7,-,-,-,12,-,-,-,-,-,-,-,20,-,-,22,-,-,-,-,-,-,-
60,-,-,-,-,-,-,1,-,4,-,-,8,-,-,-,13,-,-,-,-,-,19,-,-,21,-,-,-,23,-,-,-,-
59,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,15,16,17,18,-,-,-,-,-,22,-,-,23,-,-,-
58,-,-,-,-,-,-,-,2,-,5,-,-,9,-,-,-,-,-,-,-,-,-,-,20,-,-,-,22,-,-,23,23,23
57,-,-,-,-,-,-,-,-,-,-,6,-,-,10,-,-,-,-,-,-,-,-,19,-,-,21,-,-,-,-,-,-,-
56,-,-,-,-,-,-,-,-,3,-,-,-,-,-,11,-,-,-,-,-,-,18,-,-,-,-,-,-,22,-,-,-,-
55,-,-,-,-,-,-,0,-,-,-,-,7,-,-,-,12,13,14,-,16,17,-,-,-,20,-,21,-,-,22,-,-,-
54,-,-,-,-,-,-,-,-,-,4,-,-,8,-,-,-,-,-,15,-,-,-,-,19,-,-,-,-,-,-,22,22,22
53,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,21,-,-,-,-,-
52,-,-,-,-,-,-,-,-,-,-,5,-,-,9,10,-,-,-,-,-,-,-,18,-,-,-,-,-,21,-,-,-,-
51,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,11,-,-,-,-,16,17,-,-,19,-,20,-,-,21,-,-,-
50,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,12,13,14,15,-,-,-,18,-,-,-,-,-,-,21,21,21
49,-,-,-,-,-,-,-,-,-,3,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,19,-,20,-,-,-,-,-
48,-,-,-,-,-,-,-,0,-,-,-,-,-,8,-,-,-,-,-,-,-,-,17,-,-,-,-,-,20,-,-,-,-
47,-,-,-,-,-,-,-,-,-,-,4,-,-,-,9,-,-,-,-,-,-,16,-,-,18,-,19,-,-,20,-,-,-
46,-,-,-,-,-,-,-,-,1,-,-,5,-,-,-,10,11,12,13,14,15,-,-,-,-,-,-,-,-,-,20,20,20
45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,18,-,19,-,-,-,-,-
44,-,-,-,-,-,-,-,-,-,2,-,-,6,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,19,-,-,-,-
43,-,-,-,-,-,-,-,-,-,-,3,-,-,7,-,-,-,-,-,-,-,15,-,-,17,-,18,-,-,19,-,-,-
42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,9,-,-,-,-,14,-,-,-,-,-,-,-,-,-,19,19,19
41,-,-,-,-,-,-,-,-,0,-,-,4,-,-,-,-,10,11,12,13,-,-,-,16,-,-,-,18,-,-,-,-,-
40,-,-,-,-,-,-,-,-,-,0--1,0--2,0--3,0--5,0--6,0--7,0--8,0--9,0--10,0--11,0--12,0--13,0--14,0--15,0--15,0--16,0--17,0--17,0--17,0--18,0--18,0--18,0--18,0--18
