SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_144,mo_156,mo_180,mo_204,mo_228
119,-,8,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,26,-,-,30,-,-,-,-,-,-,-,-,-,-,-,-
118,-,-,-,9,-,-,-,-,-,15,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-
117,-,-,8,-,-,-,-,-,-,-,16,-,-,-,-,23,-,-,27,-,-,31,-,-,-,-,-,-,-,-,-,-,-
116,7,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,32,33,34,35,-,-,-,-,-,-,-
115,-,7,-,-,9,10,11,12,-,-,-,17,-,-,-,-,24,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-
114,-,-,-,-,-,-,-,-,13,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
113,-,-,-,8,-,-,-,-,-,14,-,-,18,-,-,-,-,25,-,-,29,-,-,-,-,-,-,36,-,-,-,-,-
112,6,-,7,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
111,-,-,-,-,-,-,-,-,-,-,15,-,-,19,-,-,-,-,26,-,-,30,-,-,-,-,35,-,-,-,-,-,-
110,-,6,-,-,8,9,10,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31,32,-,34,-,-,-,-,-,-,-
109,-,-,-,7,-,-,-,-,12,-,-,16,-,-,-,-,23,-,-,27,-,-,-,-,33,-,-,-,36,-,-,-,-
108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
107,5,-,6,-,-,-,-,-,-,13,-,-,17,-,-,-,-,24,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-
106,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,35,-,36,-,-,-
105,-,5,-,-,-,8,9,-,-,-,-,-,-,18,-,-,-,-,25,-,-,29,-,-,-,-,-,-,-,-,-,-,-
104,-,-,-,6,7,-,-,10,-,-,-,15,-,-,-,-,22,-,-,-,-,-,30,-,-,-,34,-,-,-,36,-,-
103,-,-,-,-,-,-,-,-,11,-,-,-,-,-,19,-,-,-,-,26,-,-,-,31,32,33,-,-,-,-,-,36,36
102,4,-,5,-,-,-,-,-,-,12,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-
101,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,23,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-
100,-,4,-,-,-,7,8,-,-,-,-,-,-,17,-,20,-,-,-,-,-,28,-,-,-,-,-,34,-,35,-,-,-
99,-,-,-,-,6,-,-,9,-,-,-,14,-,-,-,-,21,-,24,-,-,-,29,30,31,32,33,-,-,-,35,35,35
98,-,-,-,5,-,-,-,-,10,-,-,-,-,-,18,-,-,-,-,25,-,-,-,-,-,-,-,-,34,-,-,-,-
97,-,-,-,-,-,-,-,-,-,11,-,-,15,-,-,19,-,22,-,-,26,27,-,-,-,-,32,33,-,34,34,-,34
96,3,-,4,-,-,-,-,-,-,-,12,-,-,16,-,-,-,-,23,-,-,-,28,29,30,31,-,-,33,-,-,34,-
95,-,-,-,-,-,-,7,-,-,-,-,13,-,-,17,-,20,-,-,24,-,-,-,-,-,-,-,32,-,33,-,-,-
94,-,-,-,-,5,6,-,8,9,-,-,-,14,-,-,-,-,21,-,-,25,26,-,-,-,30,31,-,32,-,33,33,33
93,-,3,-,-,-,-,-,-,-,10,-,-,-,-,-,18,-,-,22,-,-,-,27,28,29,-,-,-,-,32,-,-,-
92,-,-,-,4,-,-,-,-,-,-,11,-,-,15,-,-,19,-,-,23,-,-,-,-,-,-,30,31,-,-,32,32,32
91,-,-,-,-,-,-,-,-,-,-,-,12,-,-,16,-,-,20,-,-,24,25,26,-,28,29,-,-,31,-,-,-,-
90,-,-,3,-,-,-,6,7,-,-,-,-,13,-,-,17,-,-,21,-,-,-,-,27,-,-,-,30,-,31,31,31,31
89,-,-,-,-,-,5,-,-,8,9,-,-,-,-,-,-,18,-,-,22,-,-,-,-,-,-,29,-,30,-,-,-,-
88,2,-,-,-,4,-,-,-,-,-,10,-,-,14,-,-,-,19,-,-,23,24,25,26,27,28,-,29,-,30,-,-,30
87,-,-,-,-,-,-,-,-,-,-,-,11,-,-,15,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,30,30,-
86,-,2,-,3,-,-,-,-,-,-,-,-,12,-,-,16,-,-,-,21,-,-,-,-,-,27,28,-,29,29,-,-,-
85,-,-,-,-,-,-,-,6,7,-,-,-,-,13,-,-,17,-,-,-,22,23,24,25,26,-,-,28,-,-,29,29,29
84,-,-,-,-,-,4,5,-,-,8,-,-,-,-,14,-,-,18,-,-,-,-,-,-,-,-,27,-,28,-,-,-,-
83,-,-,2,-,-,-,-,-,-,-,9,10,-,-,-,15,-,-,19,20,-,-,-,-,25,26,-,27,-,28,28,28,28
82,-,-,-,-,3,-,-,-,-,-,-,-,11,-,-,-,16,-,-,-,21,22,23,24,-,-,-,-,27,-,-,-,-
81,1,-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,17,-,-,-,-,-,-,-,25,26,-,-,27,27,27,27
80,-,-,-,2,-,-,-,5,6,7,-,-,-,-,13,-,-,-,18,19,-,-,-,-,24,-,-,26,-,-,-,-,-
79,-,1,-,-,-,-,4,-,-,-,8,9,-,-,-,14,-,-,-,-,20,21,22,23,-,-,25,-,26,-,-,-,26
78,-,-,-,-,-,3,-,-,-,-,-,-,10,-,-,-,15,16,-,-,-,-,-,-,-,24,-,25,-,26,26,26,-
77,-,-,1,-,2,-,-,-,-,-,-,-,-,11,-,-,-,-,17,18,-,-,-,22,23,-,-,-,25,-,-,-,25
76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,13,-,-,-,-,19,20,21,-,-,-,24,-,-,25,25,25,-
75,-,-,-,-,-,-,-,4,5,6,7,-,-,-,-,-,14,-,-,-,-,-,-,-,22,23,-,24,-,-,-,-,-
74,0,-,-,1,-,-,3,-,-,-,-,8,9,-,-,-,-,15,16,17,-,-,20,21,-,-,23,-,24,24,24,24,24
73,-,-,-,-,-,2,-,-,-,-,-,-,-,10,11,-,-,-,-,-,18,19,-,-,-,22,-,23,-,-,-,-,-
72,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,12,13,-,-,-,-,-,-,-,21,-,-,-,23,-,-,23,23
71,-,-,0,-,1,-,-,-,4,5,6,-,-,-,-,-,-,14,15,-,-,-,19,20,-,-,22,-,-,23,23,-,-
70,-,-,-,-,-,-,-,3,-,-,-,7,8,9,-,-,-,-,-,16,17,18,-,-,-,21,-,22,-,-,-,-,22
69,-,-,-,-,-,-,2,-,-,-,-,-,-,-,10,11,-,-,-,-,-,-,-,-,20,-,21,-,22,22,22,22,-
68,-,-,-,0,-,1,-,-,-,-,-,-,-,-,-,-,12,13,14,-,-,17,18,19,-,-,-,21,-,-,-,-,21
67,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15,16,-,-,-,-,20,-,-,21,21,21,21,-
66,-,-,-,-,-,-,-,-,3,4,5,6,7,8,-,-,-,-,-,-,-,-,-,18,19,-,20,-,-,-,-,-,20
65,-,-,-,-,0,-,-,2,-,-,-,-,-,-,9,10,11,12,-,-,-,16,17,-,-,19,-,20,20,-,-,20,-
64,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,13,14,15,-,-,-,18,-,19,-,-,20,20,-,-
63,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,19,-,-,-,19,19
62,-,-,-,-,-,0,-,-,-,3,4,5,6,7,8,9,-,-,-,-,-,15,16,-,-,18,-,-,19,19,19,-,-
61,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,10,11,12,13,14,-,-,-,17,-,18,-,-,-,-,-,18
60,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,17,-,18,18,18,18,18,-
59,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,15,-,-,-,17,-,-,-,-,-,17
58,-,-,-,-,-,-,-,-,-,-,3,4,5,6,7,8,9,10,11,12,13,-,-,-,16,-,-,17,-,-,-,17,-
57,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,14,15,-,16,-,-,17,17,17,-,16
56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,15,-,16,-,-,-,-,16,-
55,-,-,-,-,-,-,-,0,-,-,-,-,-,-,6,7,8,9,10,11,12,-,-,14,-,-,-,16,16,16,16,-,15
54,-,-,-,-,-,-,-,-,-,-,2,3,4,5,-,-,-,-,-,-,-,-,13,-,-,15,-,-,-,-,-,-,-
53,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,12,-,-,14,-,15,15,-,-,15,15,-
52,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,9,10,11,-,-,13,-,14,-,-,15,15,-,-,14
51,-,-,-,-,-,-,-,-,-,-,-,-,-,4,5,6,7,8,-,-,-,-,12,-,-,-,14,-,-,-,14,14,-
50,-,-,-,-,-,-,-,-,-,-,-,2,3,-,-,-,-,-,-,-,-,11,-,-,13,-,-,14,14,14,-,-,13
49,-,-,-,-,-,-,-,-,-,0,1,-,-,-,-,-,-,-,-,9,10,-,-,12,-,13,-,-,-,-,-,13,-
48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,6,7,8,-,-,-,11,-,12,-,13,13,13,13,13,-,12
47,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,-,-,-,-,-,-,10,-,-,-,12,-,-,-,-,-,12,-
46,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,-,8,9,-,-,11,-,-,12,-,-,-,12,-,11
45,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,6,7,-,-,-,10,-,11,-,-,12,12,12,-,-,-
44,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,4,5,-,-,-,-,9,-,10,-,11,-,-,-,-,11,11,-
43,-,-,-,-,-,-,-,-,-,-,-,-,1,2,-,-,-,-,-,7,8,-,-,-,-,-,11,11,11,11,-,-,10
42,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,5,6,-,-,-,9,-,10,-,-,-,-,-,-,10,-
41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,8,-,9,-,10,10,-,-,10,10,-,9
40,-,-,-,-,-,-,-,-,-,-,-,-,0,0--1,0--2,0--3,0--3,0--4,0--5,0--6,0--7,0--7,0--8,0--8,0--9,0--9,0--9,0--10,0--10,0--9,0--9,0--9,0--8
