SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_144,mo_156,mo_180,mo_204,mo_228
123,-,-,-,-,-,-,12,-,-,16,-,-,-,-,-,26,-,-,-,-,-,36,-,-,40,41,-,-,-,-,-,-,-
122,7,-,8,-,-,-,-,13,-,-,-,19,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
121,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-,-,-
120,-,7,-,-,-,-,-,-,14,-,17,-,-,22,-,-,-,29,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-
119,-,-,-,8,9,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
118,-,-,-,-,-,-,11,-,-,15,-,-,20,-,-,-,27,-,-,32,-,-,-,38,-,-,-,-,-,-,-,-,-
117,6,-,7,-,-,-,-,12,-,-,-,18,-,-,-,25,-,-,-,-,-,35,-,-,39,-,41,-,-,-,-,-,-
116,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23,-,-,-,30,-,-,-,-,-,-,40,-,-,-,-,-,-,-
115,-,6,-,-,-,-,-,-,13,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
114,-,-,-,7,8,9,-,-,-,-,-,-,-,21,-,-,-,28,-,-,33,-,36,-,-,-,-,-,-,-,-,-,-
113,-,-,-,-,-,-,10,-,-,-,-,-,19,-,-,-,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
112,5,-,6,-,-,-,-,11,-,14,-,-,-,-,-,24,-,-,-,31,-,-,-,37,-,-,-,-,-,-,-,-,-
111,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,34,-,-,38,-,-,41,-,-,-,-,-
110,-,5,-,-,-,-,-,-,12,-,-,-,-,-,22,-,-,-,29,-,-,-,-,-,-,39,40,-,-,-,-,-,-
109,-,-,-,6,7,8,-,-,-,-,15,-,-,20,-,-,-,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
108,-,-,5,-,-,-,9,-,-,-,-,-,18,-,-,-,-,-,-,-,32,-,35,-,-,-,-,-,-,-,-,-,-
107,4,-,-,-,-,-,-,10,-,13,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-,-,-,-,41,-,-,-,-
106,-,4,-,-,-,-,-,-,-,-,-,16,-,-,-,23,-,-,-,30,-,-,-,36,-,-,-,-,-,-,-,-,-
105,-,-,-,-,-,-,-,-,11,-,-,-,-,-,21,-,-,-,-,-,-,33,-,-,37,-,-,40,-,-,-,-,-
104,-,-,-,5,6,7,-,-,-,-,14,-,-,-,-,-,-,-,28,-,-,-,-,-,-,38,39,-,-,41,-,-,-
103,3,-,4,-,-,-,8,-,-,-,-,-,-,19,-,-,-,26,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-
102,-,-,-,-,-,-,-,9,-,12,-,-,17,-,-,-,24,-,-,-,-,-,34,-,-,-,-,-,-,-,41,-,-
101,-,3,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,41
100,-,-,-,-,5,-,-,-,10,-,-,-,-,-,-,22,-,-,-,29,-,32,-,35,-,-,-,-,40,-,-,-,-
99,-,-,-,4,-,6,-,-,-,-,13,-,-,18,20,-,-,-,27,-,-,-,-,-,36,37,38,39,-,40,-,-,-
98,-,-,3,-,-,-,7,-,-,-,-,-,-,-,-,-,-,25,-,-,30,-,33,-,-,-,-,-,-,-,40,40,40
97,2,-,-,-,-,-,-,8,-,11,-,-,16,-,-,-,23,-,-,28,-,-,-,34,-,-,-,-,39,-,-,-,-
96,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,21,-,-,-,-,-,31,-,-,35,36,37,38,-,39,-,-,-
95,-,2,-,-,-,-,-,-,9,-,12,-,-,-,19,-,-,-,26,-,-,-,32,-,-,-,-,-,-,-,39,39,39
94,-,-,-,3,4,5,-,-,-,-,-,-,-,17,-,-,-,24,-,-,29,-,-,-,-,-,-,-,38,-,-,-,-
93,-,-,-,-,-,-,6,-,-,10,-,-,15,-,-,-,22,-,-,27,-,30,-,33,34,-,-,37,-,38,-,-,-
92,-,-,2,-,-,-,-,7,-,-,-,13,-,-,-,20,-,-,25,-,-,-,-,-,-,35,36,-,-,-,38,38,38
91,1,-,-,-,-,-,-,-,-,-,-,-,-,-,18,-,-,23,-,-,28,-,31,-,-,-,-,-,37,-,-,-,-
90,-,-,-,-,-,-,-,-,8,-,11,-,-,16,-,-,21,-,-,-,-,-,-,32,-,-,-,36,-,37,-,-,-
89,-,1,-,-,3,4,-,-,-,-,-,-,14,-,-,-,-,-,-,26,-,29,-,-,33,34,35,-,-,-,37,37,37
88,-,-,-,2,-,-,5,-,-,9,-,-,-,-,-,19,-,-,24,-,-,-,30,-,-,-,-,-,36,-,-,-,-
87,-,-,-,-,-,-,-,6,-,-,-,12,-,-,17,-,-,22,-,-,27,-,-,31,-,-,-,35,-,36,-,-,-
86,-,-,1,-,-,-,-,-,-,-,10,-,-,15,-,-,20,-,-,25,-,28,-,-,32,33,34,-,-,-,36,36,36
85,0,-,-,-,-,-,-,-,7,-,-,-,13,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-
84,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,23,-,26,-,29,-,-,-,-,34,-,35,-,-,35
83,-,0,-,-,2,-,4,-,-,8,-,11,-,-,16,-,-,21,-,-,-,-,-,30,31,32,33,-,-,-,35,35,-
82,-,-,-,1,-,-,-,5,-,-,-,-,-,14,-,-,19,-,-,24,-,27,-,-,-,-,-,-,34,-,-,-,-
81,-,-,-,-,-,-,-,-,6,-,9,-,-,-,-,17,-,-,22,-,-,-,28,-,-,-,-,33,-,34,-,34,34
80,-,-,0,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,25,-,-,29,30,31,32,-,-,-,34,-,-
79,-,-,-,-,-,-,-,-,-,7,-,10,-,-,15,-,-,20,-,23,-,26,-,-,-,-,-,-,33,-,-,-,-
78,-,-,-,-,1,2,3,-,-,-,-,-,-,13,-,-,18,-,-,-,-,-,27,-,-,-,-,32,-,33,33,33,33
77,-,-,-,0,-,-,-,4,-,-,8,-,-,-,-,16,-,-,21,-,24,-,-,28,-,-,31,-,-,-,-,-,-
76,-,-,-,-,-,-,-,-,5,-,-,-,11,-,-,-,-,19,-,-,-,-,-,-,29,30,-,-,32,-,-,-,-
75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,-,22,-,25,-,-,-,-,-,31,-,32,32,32,32
74,-,-,-,-,-,-,-,-,-,6,-,9,-,12,-,-,17,-,-,-,-,-,26,27,-,-,30,-,-,-,-,-,-
73,-,-,-,-,0,1,2,-,-,-,-,-,-,-,-,15,-,-,20,-,23,-,-,-,28,29,-,-,31,-,-,-,-
72,-,-,-,-,-,-,-,3,-,-,7,-,10,-,-,-,-,18,-,-,-,24,-,-,-,-,-,30,-,31,31,31,31
71,-,-,-,-,-,-,-,-,4,-,-,-,-,-,13,-,-,-,-,21,-,-,25,-,-,-,29,-,-,-,-,-,-
70,-,-,-,-,-,-,-,-,-,-,-,8,-,11,-,-,16,-,19,-,22,-,-,26,27,28,-,-,30,-,-,-,30
69,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,14,-,-,-,-,-,23,-,-,-,-,-,29,-,30,30,30,-
68,-,-,-,-,-,0,1,-,-,-,6,-,9,-,-,-,-,17,-,20,-,-,24,-,-,-,28,-,-,-,-,-,-
67,-,-,-,-,-,-,-,2,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,25,26,27,-,-,29,-,-,-,29
66,-,-,-,-,-,-,-,-,3,-,-,7,-,-,-,-,15,-,18,-,21,-,-,-,-,-,-,28,-,29,29,29,-
65,-,-,-,-,-,-,-,-,-,4,-,-,-,10,-,13,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-
64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,-,19,-,-,23,24,-,26,27,-,28,-,-,-,28
63,-,-,-,-,-,-,0,1,-,-,5,-,8,-,11,-,14,-,-,-,20,-,-,-,25,-,-,-,-,28,28,28,-
62,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,17,-,-,21,-,-,-,-,-,27,-,-,-,-,-
61,-,-,-,-,-,-,-,-,-,-,-,6,-,9,-,12,-,15,-,18,-,-,22,-,-,25,26,-,27,-,-,27,27
60,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,23,24,-,-,-,-,27,27,-,-
59,-,-,-,-,-,-,-,-,-,-,4,-,7,-,10,-,13,-,16,-,19,-,-,-,-,-,-,26,-,-,-,-,-
58,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,25,-,26,-,-,26,26
57,-,-,-,-,-,-,-,-,1,-,-,5,-,8,-,11,-,14,-,17,-,-,21,22,23,24,-,-,-,26,26,-,-
56,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,25,-,-,-,-,25
55,-,-,-,-,-,-,-,-,-,-,-,-,6,-,9,-,12,-,15,-,-,19,-,-,-,-,24,-,25,-,-,25,-
54,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,16,-,-,20,21,22,23,-,-,-,25,25,-,-
53,-,-,-,-,-,-,-,-,-,-,-,4,-,7,-,10,-,13,-,-,-,-,-,-,-,-,-,24,-,-,-,-,24
52,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,23,-,24,24,-,24,-
51,-,-,-,-,-,-,-,-,-,1,-,-,5,-,8,-,11,-,14,-,-,18,19,-,21,22,-,-,-,-,24,-,-
50,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,15,-,-,-,20,-,-,-,23,-,-,-,-,23
49,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,9,-,12,-,-,16,-,-,-,-,-,22,-,23,23,23,23,-
48,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,13,-,-,17,-,-,-,21,-,-,-,-,-,-,-
47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,10,-,-,-,-,-,18,19,20,-,-,22,-,-,-,-,22
46,-,-,-,-,-,-,-,-,-,0,-,-,4,-,-,-,-,11,-,14,-,-,-,-,-,-,21,-,22,22,22,22,-
45,-,-,-,-,-,-,-,-,-,-,1,-,-,5,-,8,-,-,-,-,15,-,-,-,-,20,-,-,-,-,-,-,-
44,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,12,-,-,16,17,18,19,-,-,21,-,-,-,21,21
43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,9,-,-,13,-,-,-,-,-,-,20,-,21,21,21,-,-
42,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,10,-,-,14,-,-,-,-,19,-,-,-,-,-,-,20
41,-,-,-,-,-,-,-,-,-,-,0,-,-,4,-,7,-,-,-,-,-,15,16,17,18,-,-,20,-,-,-,20,-
40,-,-,-,-,-,-,-,-,-,-,-,0--1,0--2,0--3,0--5,0--6,0--8,0--9,0--11,0--12,0--13,0--14,0--15,0--16,0--17,0--18,0--19,0--19,0--20,0--20,0--20,0--19,0--19
