SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_156,mo_204
143,-,-,-,-,-,-,-,17,-,20,-,-,-,-,-,30,-,-,-,37,-,-,-,-,-,-,-,-,-,-
142,10,-,-,-,-,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-,-,40,-,-,-,-,-,-,-,-
141,-,-,11,12,13,14,-,-,18,-,-,-,-,-,28,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-
140,-,-,-,-,-,-,15,-,-,-,21,-,-,26,-,-,-,33,-,-,38,-,-,-,-,-,-,-,-,-
139,-,10,-,-,-,-,-,-,-,-,-,-,24,-,-,-,31,-,-,-,-,-,41,-,-,-,-,-,-,-
138,-,-,-,-,-,-,-,16,-,19,-,-,-,-,-,29,-,-,-,36,-,-,-,-,-,-,-,-,-,-
137,9,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
136,-,-,-,11,12,-,-,-,17,-,-,-,-,-,27,-,-,-,34,-,-,39,-,-,-,-,-,-,-,-
135,-,-,10,-,-,13,-,-,-,-,20,-,-,25,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,-
134,-,9,-,-,-,-,14,-,-,-,-,-,-,-,-,-,30,-,-,-,37,-,40,-,-,-,-,-,-,-
133,-,-,-,-,-,-,-,15,-,18,-,-,23,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-
132,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-
131,8,-,-,10,11,-,-,-,-,-,-,-,-,-,26,-,-,-,33,-,-,38,-,41,-,-,-,-,-,-
130,-,-,9,-,-,12,-,-,16,-,19,-,-,24,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-
129,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-
128,-,8,-,-,-,-,-,-,-,17,-,-,22,-,-,-,29,-,-,-,-,-,39,-,-,-,-,-,-,-
127,-,-,-,-,-,-,-,14,-,-,-,20,-,-,-,27,-,-,-,34,-,-,-,-,-,-,-,-,-,-
126,7,-,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,32,-,-,37,-,40,-,-,-,-,-,-
125,-,-,8,9,10,11,-,-,15,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
124,-,-,-,-,-,-,12,-,-,-,-,-,-,23,-,-,-,30,-,-,35,-,-,-,41,-,-,-,-,-
123,-,7,-,-,-,-,-,-,-,-,-,-,21,-,-,-,28,-,-,-,-,-,38,-,-,-,-,-,-,-
122,-,-,-,-,-,-,-,13,-,16,-,-,-,-,-,26,-,-,-,33,-,-,-,-,-,-,-,-,-,-
121,6,-,-,-,-,-,-,-,-,-,-,19,-,-,24,-,-,-,31,-,-,36,-,39,-,-,-,-,-,-
120,-,-,-,8,9,10,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
119,-,-,7,-,-,-,-,-,-,-,17,-,-,22,-,-,-,29,-,-,34,-,-,-,40,-,-,-,-,-
118,-,6,-,-,-,-,11,-,-,-,-,-,20,-,-,-,27,-,-,-,-,-,37,-,-,41,-,-,-,-
117,-,-,-,-,-,-,-,12,-,15,-,-,-,-,-,25,-,-,-,32,-,-,-,-,-,-,-,-,-,-
116,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,35,-,38,-,-,-,-,-,-
115,5,-,-,7,8,-,-,-,-,-,-,-,-,-,23,-,-,-,30,-,-,-,-,-,-,-,-,-,-,-
114,-,-,6,-,-,9,-,-,13,-,16,-,-,21,-,-,-,28,-,-,33,-,-,-,39,-,-,-,-,-
113,-,-,-,-,-,-,10,-,-,-,-,-,19,-,-,-,26,-,-,-,-,-,36,-,-,-,-,-,-,-
112,-,5,-,-,-,-,-,-,-,14,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,40,41,-,-,-
111,-,-,-,-,-,-,-,11,-,-,-,17,-,-,-,24,-,-,-,-,-,34,-,37,-,-,-,-,-,-
110,4,-,-,-,7,-,-,-,-,-,-,-,-,-,22,-,-,-,29,-,-,-,-,-,-,-,-,-,-,-
109,-,-,5,6,-,8,-,-,12,-,15,-,-,20,-,-,-,27,-,-,32,-,-,-,38,-,-,-,-,-
108,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,35,-,-,-,-,-,-,-
107,-,4,-,-,-,-,-,-,-,13,-,-,18,-,-,-,-,-,-,30,-,-,-,-,-,39,40,-,-,-
106,-,-,-,-,-,-,-,10,-,-,-,16,-,-,-,23,-,-,-,-,-,-,-,36,-,-,-,41,-,-
105,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21,-,-,-,28,-,-,33,-,-,-,-,-,-,-,-
104,3,-,-,5,6,7,-,-,11,-,14,-,-,19,-,-,-,26,-,-,-,-,-,-,37,-,-,-,-,-
103,-,-,4,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,31,-,34,-,-,-,-,-,-,-
102,-,3,-,-,-,-,-,-,-,-,-,-,17,-,-,-,24,-,-,29,-,-,-,-,-,38,-,-,41,-
101,-,-,-,-,-,-,-,9,-,12,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,39,40,-,-
100,-,-,-,-,-,-,-,-,-,-,-,15,-,-,20,-,-,-,27,-,-,32,-,35,-,-,-,-,-,41
99,2,-,-,4,5,-,-,-,10,-,13,-,-,18,-,-,-,25,-,-,30,-,33,-,36,-,-,-,-,-
98,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,23,-,-,28,-,-,-,-,-,37,38,39,40,-
97,-,-,3,-,-,-,7,-,-,-,-,-,16,-,-,21,-,-,26,-,-,31,-,34,-,-,-,-,-,40
96,-,-,-,-,-,-,-,8,-,11,-,14,-,-,19,-,-,24,-,-,29,-,32,-,35,36,-,-,39,-
95,-,2,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,37,38,-,39
94,-,-,-,-,-,-,-,-,9,-,12,-,-,-,-,-,22,-,-,27,-,30,-,33,-,-,-,-,-,-
93,-,-,-,-,4,5,-,-,-,-,-,-,15,-,-,20,-,-,25,-,28,-,31,-,34,35,36,37,38,-
92,-,-,-,3,-,-,6,-,-,10,-,13,-,-,18,-,-,23,-,-,-,-,-,-,-,-,-,-,-,38
91,1,-,2,-,-,-,-,7,-,-,-,-,-,16,-,-,21,-,-,26,-,29,-,32,33,-,-,-,37,-
90,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,19,-,-,24,-,-,-,30,-,-,34,35,36,-,37
89,-,-,-,-,-,-,-,-,8,-,-,-,14,-,-,-,-,22,-,-,27,-,-,31,-,-,-,-,-,-
88,-,1,-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,25,-,28,-,-,32,-,-,-,36,-
87,-,-,-,-,3,4,-,-,-,9,-,12,-,15,-,-,20,-,-,-,-,-,29,-,-,33,34,35,-,36
86,-,-,-,2,-,-,5,-,-,-,-,-,-,-,-,18,-,-,23,-,26,-,-,30,-,-,-,-,-,-
85,-,-,-,-,-,-,-,6,-,-,10,-,13,-,-,-,-,21,-,24,-,27,-,-,31,32,33,34,35,35
84,-,-,1,-,-,-,-,-,7,-,-,-,-,-,16,-,19,-,-,-,-,-,28,-,-,-,-,-,-,-
83,0,-,-,-,-,-,-,-,-,-,-,11,-,14,-,-,-,-,22,-,25,-,-,29,-,-,-,-,34,-
82,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,17,-,20,-,-,-,26,-,-,30,31,32,33,-,34
81,-,0,-,-,2,3,4,-,-,-,9,-,12,-,15,-,-,-,-,23,-,-,27,-,-,-,-,-,-,-
80,-,-,-,1,-,-,-,5,-,-,-,-,-,-,-,-,18,-,21,-,24,-,-,28,-,-,-,32,33,33
79,-,-,-,-,-,-,-,-,6,-,-,10,-,13,-,-,-,-,-,-,-,25,-,-,29,30,31,-,-,-
78,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,16,-,19,-,22,-,-,26,-,-,-,-,-,32,-
77,-,-,0,-,-,-,-,-,-,-,-,-,11,-,14,-,-,-,-,-,23,-,-,27,-,-,-,31,-,32
76,-,-,-,-,-,2,3,-,-,-,8,-,-,-,-,-,17,-,20,-,-,-,-,-,28,29,30,-,-,-
75,-,-,-,-,1,-,-,4,-,-,-,-,-,12,-,15,-,18,-,21,-,24,25,-,-,-,-,-,31,31
74,-,-,-,-,-,-,-,-,5,-,-,9,-,-,-,-,-,-,-,-,-,-,-,26,27,28,29,30,-,-
73,-,-,-,0,-,-,-,-,-,6,-,-,10,-,13,-,16,-,19,-,22,-,-,-,-,-,-,-,30,-
72,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,20,-,23,24,-,-,-,-,29,-,30
71,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,14,-,17,-,-,-,-,-,25,26,27,28,-,-,-
70,-,-,-,-,-,1,2,3,-,-,-,8,-,-,-,-,-,-,18,-,21,-,-,-,-,-,-,-,29,29
69,-,-,-,-,0,-,-,-,4,-,-,-,-,-,12,-,15,-,-,-,-,22,23,-,-,-,-,28,-,-
68,-,-,-,-,-,-,-,-,-,5,-,-,9,-,-,-,-,16,-,19,-,-,-,24,25,26,27,-,-,-
67,-,-,-,-,-,-,-,-,-,-,6,-,-,10,-,13,-,-,-,-,20,-,-,-,-,-,-,-,28,28
66,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,14,-,17,-,-,21,22,-,-,-,26,27,-,-
65,-,-,-,-,-,-,1,2,-,-,-,-,-,-,11,-,-,-,-,18,-,-,-,23,24,25,-,-,27,27
64,-,-,-,-,-,0,-,-,3,4,-,-,8,-,-,12,-,15,-,-,19,-,-,-,-,-,-,26,-,-
63,-,-,-,-,-,-,-,-,-,-,5,-,-,9,-,-,-,-,16,-,-,20,21,-,-,-,25,-,-,-
62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,17,-,-,-,22,23,24,-,-,26,26
61,-,-,-,-,-,-,-,-,-,-,-,6,-,-,10,-,-,14,-,-,18,-,-,-,-,-,-,25,-,-
60,-,-,-,-,-,-,-,1,2,-,-,-,7,-,-,11,-,-,-,-,-,19,20,-,-,23,24,-,25,25
59,-,-,-,-,-,-,0,-,-,3,-,-,-,8,-,-,-,-,15,-,-,-,-,21,22,-,-,-,-,-
58,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,12,-,-,16,17,-,-,-,-,-,23,24,-,-
57,-,-,-,-,-,-,-,-,-,-,-,5,-,-,9,-,-,13,-,-,-,18,19,-,21,22,-,-,24,24
56,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,10,-,-,14,-,-,-,-,20,-,-,-,23,-,-
55,-,-,-,-,-,-,-,0,1,-,-,-,-,7,-,-,11,-,-,15,-,-,-,-,-,-,22,-,23,23
54,-,-,-,-,-,-,-,-,-,2,3,-,-,-,8,-,-,12,-,-,16,17,18,-,20,21,-,-,-,-
53,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,13,-,-,-,-,19,-,-,-,22,-,-
52,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,9,-,-,-,14,-,-,-,-,-,-,21,-,22,22
51,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,10,-,-,-,15,16,17,18,19,20,-,21,-,-
50,-,-,-,-,-,-,-,-,0,1,-,-,-,-,7,-,-,11,-,-,-,-,-,-,-,-,-,-,-,21
49,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,8,-,-,12,13,-,-,-,-,-,19,20,-,21,-
48,-,-,-,-,-,-,-,-,-,-,-,3,4,-,-,-,9,-,-,-,14,15,16,17,18,-,-,20,-,-
47,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,10,-,-,-,-,-,-,-,-,19,-,20,20
46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,11,-,-,-,-,-,-,18,-,-,-,-
45,-,-,-,-,-,-,-,-,-,0,1,-,-,-,-,7,-,-,-,12,13,14,15,16,17,-,-,19,-,19
44,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,8,-,-,-,-,-,-,-,-,-,18,-,19,-
43,-,-,-,-,-,-,-,-,-,-,-,-,3,4,-,-,-,9,10,-,-,-,-,-,-,17,-,18,-,-
42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,11,12,13,14,15,16,-,-,-,18,18
41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,17,-,-,-
40,-,-,-,-,-,-,-,-,-,-,0,0--1,0--2,0--3,0--4,0--5,0--7,0--8,0--9,0--10,0--11,0--12,0--13,0--14,0--15,0--16,0--16,0--17,0--17,0--17
