SS,mo_0,mo_2,mo_4,mo_6,mo_8,mo_10,mo_12,mo_14,mo_16,mo_18,mo_20,mo_22,mo_24,mo_28,mo_32,mo_36,mo_42,mo_48,mo_54,mo_60,mo_66,mo_72,mo_78,mo_84,mo_96,mo_108,mo_120,mo_132,mo_156,mo_204
97,3,-,-,-,-,-,-,-,-,11,-,-,-,-,-,19,-,-,23,-,-,27,28,-,-,-,-,-,34,-
96,-,-,4,-,-,-,-,-,-,-,12,-,-,16,-,-,20,-,-,24,-,-,-,29,30,31,32,33,-,34
95,-,-,-,-,-,-,-,-,-,-,-,13,-,-,17,-,-,21,-,-,25,26,-,-,-,-,-,-,33,-
94,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,18,-,-,22,-,-,-,27,28,29,30,31,32,-,33
93,-,-,-,-,-,6,7,8,9,-,-,-,-,15,-,-,19,-,-,23,24,-,-,-,-,-,-,-,32,-
92,-,3,-,-,5,-,-,-,-,10,11,-,-,-,16,-,-,20,-,-,-,25,26,-,-,-,30,31,-,32
91,-,-,-,4,-,-,-,-,-,-,-,12,-,-,-,17,-,-,21,-,-,-,-,27,28,29,-,-,-,-
90,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,18,-,-,22,23,-,-,-,-,-,-,30,31,-
89,-,-,-,-,-,-,-,-,-,-,-,-,-,14,-,-,-,19,-,-,-,24,25,26,27,28,29,-,-,31
88,-,-,3,-,-,-,6,7,8,9,-,-,-,-,15,-,-,-,20,-,-,-,-,-,-,-,-,29,30,-
87,2,-,-,-,-,5,-,-,-,-,10,11,-,-,-,16,-,-,-,21,22,23,-,-,-,27,28,-,-,30
86,-,-,-,-,4,-,-,-,-,-,-,-,12,-,-,-,17,18,-,-,-,-,24,25,26,-,-,-,29,-
85,-,-,-,-,-,-,-,-,-,-,-,-,-,13,14,-,-,-,19,20,-,-,-,-,-,-,27,28,-,29
84,-,2,-,3,-,-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,21,22,23,24,25,26,-,-,28,-
83,-,-,-,-,-,-,5,6,7,8,9,10,-,-,-,-,16,17,-,-,-,-,-,-,-,-,-,27,-,28
82,-,-,-,-,-,-,-,-,-,-,-,-,11,12,-,-,-,-,18,19,-,-,-,-,24,25,26,-,27,-
81,-,-,2,-,-,4,-,-,-,-,-,-,-,-,13,-,-,-,-,-,20,21,22,23,-,-,-,26,-,27
80,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,14,15,16,-,-,-,-,-,-,-,24,25,-,26,-
79,-,-,-,-,-,-,-,-,6,7,8,9,-,-,-,-,-,-,17,18,19,20,21,22,23,-,-,25,-,26
78,1,-,-,-,-,-,-,5,-,-,-,-,10,11,12,-,-,-,-,-,-,-,-,-,-,-,24,-,25,-
77,-,-,-,2,-,-,4,-,-,-,-,-,-,-,-,13,14,-,-,-,-,-,-,-,22,23,-,-,-,25
76,-,1,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,15,16,17,18,19,20,21,-,-,23,24,-,-
75,-,-,-,-,-,-,-,-,-,-,7,8,-,-,-,-,-,-,-,-,-,-,-,-,-,22,-,-,24,24
74,-,-,-,-,-,-,-,-,5,6,-,-,9,10,11,12,13,-,-,-,-,-,-,20,21,-,-,23,-,-
73,-,-,1,-,2,-,-,4,-,-,-,-,-,-,-,-,-,14,15,16,17,18,19,-,-,21,22,-,23,23
72,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,-,-,22,-,-
71,-,-,-,-,-,-,-,-,-,-,-,-,8,9,10,-,-,-,-,-,-,17,18,19,-,-,21,-,22,22
70,-,-,-,1,-,2,-,-,-,5,6,7,-,-,-,11,12,13,14,15,16,-,-,-,-,20,-,21,-,-
69,0,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18,19,-,20,-,21,-
68,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,15,16,17,-,-,19,-,20,-,21
67,-,0,-,-,1,-,-,-,-,-,-,-,7,8,9,10,11,12,13,14,-,-,-,-,18,-,-,-,20,-
66,-,-,-,-,-,-,2,-,-,-,5,6,-,-,-,-,-,-,-,-,-,-,16,17,-,-,19,-,-,20
65,-,-,0,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,13,14,15,-,-,17,18,-,19,19,-
64,-,-,-,-,-,1,-,-,3,-,-,-,-,-,8,9,10,11,12,-,-,-,-,16,-,-,18,-,-,19
63,-,-,-,0,-,-,-,2,-,-,-,-,6,7,-,-,-,-,-,-,-,14,15,-,-,17,-,18,-,-
62,-,-,-,-,-,-,-,-,-,-,4,5,-,-,-,-,-,-,-,12,13,-,-,-,16,-,17,-,18,18
61,-,-,-,-,0,-,1,-,-,3,-,-,-,-,-,-,9,10,11,-,-,-,14,15,-,16,-,17,-,-
60,-,-,-,-,-,-,-,-,-,-,-,-,-,6,7,8,-,-,-,-,-,13,-,-,15,-,16,-,17,17
59,-,-,-,-,-,-,-,-,2,-,-,-,5,-,-,-,-,-,-,11,12,-,-,14,-,-,-,16,-,-
58,-,-,-,-,-,0,-,1,-,-,-,4,-,-,-,-,-,9,10,-,-,-,13,-,-,15,-,-,16,16
57,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,7,8,-,-,-,11,12,-,-,14,-,15,-,-,-
56,-,-,-,-,-,-,-,-,-,2,-,-,-,5,6,-,-,-,-,10,-,-,-,13,-,14,-,15,15,15
55,-,-,-,-,-,-,0,-,1,-,-,-,4,-,-,-,-,8,9,-,-,11,12,-,13,-,14,-,-,-
54,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,6,7,-,-,-,10,-,-,12,-,13,-,14,14,14
53,-,-,-,-,-,-,-,0,-,-,2,-,-,-,5,-,-,-,-,9,-,-,11,-,-,-,13,-,-,-
52,-,-,-,-,-,-,-,-,-,1,-,-,-,4,-,-,-,7,8,-,-,10,-,-,12,-,-,13,13,13
51,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,6,-,-,-,9,-,-,11,-,12,-,-,-,-
50,-,-,-,-,-,-,-,-,0,-,-,2,-,-,-,5,-,-,-,8,-,-,10,-,11,-,12,12,-,12
49,-,-,-,-,-,-,-,-,-,-,1,-,-,3,4,-,-,6,7,-,-,9,-,10,-,11,-,-,12,-
48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,8,-,9,-,10,-,11,11,-,-
47,-,-,-,-,-,-,-,-,-,0,-,-,2,-,-,4,-,-,-,7,-,8,-,-,-,10,-,-,11,11
46,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,-,-,5,6,-,-,-,-,9,-,-,10,-,-,-
45,-,-,-,-,-,-,-,-,-,-,0,-,-,2,-,-,4,-,-,-,7,-,8,-,9,-,-,10,10,10
44,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,-,-,-,6,-,7,-,8,-,9,9,-,-,-
43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,6,-,-,-,8,-,-,9,9,9
42,-,-,-,-,-,-,-,-,-,-,-,0,-,-,2,-,-,4,-,5,-,-,7,-,-,8,-,-,-,-
41,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,3,-,-,-,-,6,-,7,-,-,8,8,8,8
40,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0--1,0--2,0--2,0--3,0--4,0--4,0--5,0--5,0--6,0--6,0--7,0--7,0--7,0--7,0--7,0--7
